year_month,product_id,region_id,campaign_flag,campaign_channel,campaign_spend_eur,campaign_impressions,campaign_clicks,campaign_ctr_pct,website_visits,product_page_views,demo_requests,marketing_qualified_leads,cost_per_lead_eur,regional_crm_activity_index,pipeline_interest_index
2022-07,1084,1,1,Paid Search,7277.26,109645,3089,2.817,3639,7628,104,270,26.95,174.76,300.0
2022-07,1093,3,0,No Active Campaign,0.0,0,0,0.0,249,554,2,2,,110.03,0.0
2022-07,1101,9,0,No Active Campaign,0.0,0,0,0.0,289,596,9,9,,79.29,141.34
2022-07,1112,1,0,No Active Campaign,0.0,0,0,0.0,264,392,5,5,,174.76,212.01
2022-07,1120,2,0,No Active Campaign,0.0,0,0,0.0,189,503,1,1,,87.38,106.01
2022-07,1121,8,0,No Active Campaign,0.0,0,0,0.0,202,456,0,0,,84.14,106.01
2022-07,1122,6,0,No Active Campaign,0.0,0,0,0.0,173,429,1,1,,153.72,0.0
2022-07,1161,7,0,No Active Campaign,0.0,0,0,0.0,180,440,1,1,,51.78,35.34
2022-07,1178,10,0,No Active Campaign,0.0,0,0,0.0,189,324,1,2,,38.83,70.67
2022-08,1008,5,0,No Active Campaign,0.0,0,0,0.0,215,443,1,2,,87.48,0.0
2022-08,1030,7,0,No Active Campaign,0.0,0,0,0.0,167,271,1,1,,48.03,42.92
2022-08,1042,5,0,No Active Campaign,0.0,0,0,0.0,198,520,2,2,,87.48,42.92
2022-08,1044,8,0,No Active Campaign,0.0,0,0,0.0,235,332,0,0,,66.9,42.92
2022-08,1087,5,0,No Active Campaign,0.0,0,0,0.0,208,555,3,3,,87.48,0.0
2022-08,1101,9,0,No Active Campaign,0.0,0,0,0.0,195,507,8,8,,78.9,0.0
2022-08,1111,3,0,No Active Campaign,0.0,0,0,0.0,289,389,10,10,,97.77,128.76
2022-08,1115,10,0,No Active Campaign,0.0,0,0,0.0,242,368,11,11,,36.02,0.0
2022-08,1136,7,1,Paid Search,5015.85,71071,1532,2.156,1659,2250,13,100,50.16,48.03,0.0
2022-08,1145,8,0,No Active Campaign,0.0,0,0,0.0,224,489,1,1,,66.9,42.92
2022-08,1146,5,0,No Active Campaign,0.0,0,0,0.0,158,402,1,1,,87.48,171.67
2022-08,1150,5,1,Email,842.93,11049,189,1.711,405,871,3,15,56.2,87.48,171.67
2022-08,1152,9,0,No Active Campaign,0.0,0,0,0.0,287,752,3,3,,78.9,85.84
2022-08,1172,1,1,Trade Fair,3801.9,33958,892,2.627,1045,2164,10,52,73.11,228.13,128.76
2022-08,1174,1,0,No Active Campaign,0.0,0,0,0.0,155,316,1,1,,228.13,128.76
2022-08,1179,5,0,No Active Campaign,0.0,0,0,0.0,139,302,2,2,,87.48,128.76
2022-08,1190,10,0,No Active Campaign,0.0,0,0,0.0,191,405,8,8,,36.02,171.67
2022-09,1015,9,0,No Active Campaign,0.0,0,0,0.0,291,789,0,0,,65.22,154.44
2022-09,1021,4,0,No Active Campaign,0.0,0,0,0.0,246,361,5,5,,108.7,193.05
2022-09,1043,7,0,No Active Campaign,0.0,0,0,0.0,282,657,6,7,,51.84,38.61
2022-09,1059,1,0,No Active Campaign,0.0,0,0,0.0,273,645,4,4,,199.0,193.05
2022-09,1070,10,0,No Active Campaign,0.0,0,0,0.0,199,378,3,4,,71.91,38.61
2022-09,1084,7,0,No Active Campaign,0.0,0,0,0.0,249,695,4,4,,51.84,115.83
2022-09,1100,1,0,No Active Campaign,0.0,0,0,0.0,298,497,6,8,,199.0,77.22
2022-09,1101,5,0,No Active Campaign,0.0,0,0,0.0,269,585,9,9,,93.65,154.44
2022-09,1106,6,0,No Active Campaign,0.0,0,0,0.0,333,923,14,14,,140.47,270.27
2022-09,1114,6,1,Email,7041.0,176803,4719,2.669,5413,10509,171,438,16.08,140.47,270.27
2022-09,1118,4,0,No Active Campaign,0.0,0,0,0.0,251,654,8,9,,108.7,38.61
2022-09,1127,10,0,No Active Campaign,0.0,0,0,0.0,183,368,0,0,,71.91,77.22
2022-09,1136,8,1,Webinar,4077.69,83269,2022,2.428,2262,3607,16,134,30.43,86.96,154.44
2022-09,1137,6,1,Paid Search,2883.53,70203,1646,2.345,1741,4236,26,121,23.83,140.47,0.0
2022-09,1175,2,0,No Active Campaign,0.0,0,0,0.0,141,300,1,1,,86.96,38.61
2022-09,1179,10,0,No Active Campaign,0.0,0,0,0.0,141,349,2,2,,71.91,115.83
2022-09,1181,5,0,No Active Campaign,0.0,0,0,0.0,252,520,5,5,,93.65,115.83
2022-10,1000,4,0,No Active Campaign,0.0,0,0,0.0,305,662,2,2,,92.36,79.05
2022-10,1013,8,0,No Active Campaign,0.0,0,0,0.0,234,380,1,2,,74.6,39.53
2022-10,1035,9,0,No Active Campaign,0.0,0,0,0.0,257,447,0,0,,71.05,118.58
2022-10,1040,1,0,No Active Campaign,0.0,0,0,0.0,279,375,2,2,,207.82,79.05
2022-10,1043,8,0,No Active Campaign,0.0,0,0,0.0,300,472,2,2,,74.6,79.05
2022-10,1066,3,0,No Active Campaign,0.0,0,0,0.0,232,324,5,5,,85.26,0.0
2022-10,1073,5,0,No Active Campaign,0.0,0,0,0.0,260,711,7,7,,110.12,79.05
2022-10,1083,2,0,No Active Campaign,0.0,0,0,0.0,324,496,3,3,,104.8,118.58
2022-10,1095,9,0,No Active Campaign,0.0,0,0,0.0,287,734,8,8,,71.05,0.0
2022-10,1096,6,0,No Active Campaign,0.0,0,0,0.0,340,427,4,5,,149.2,237.15
2022-10,1099,1,0,No Active Campaign,0.0,0,0,0.0,339,652,4,4,,207.82,276.68
2022-10,1106,1,0,No Active Campaign,0.0,0,0,0.0,306,601,3,6,,207.82,39.53
2022-10,1137,4,0,No Active Campaign,0.0,0,0,0.0,276,724,2,2,,92.36,300.0
2022-10,1156,3,0,No Active Campaign,0.0,0,0,0.0,306,455,1,1,,85.26,158.1
2022-10,1157,6,0,No Active Campaign,0.0,0,0,0.0,291,431,1,1,,149.2,237.15
2022-10,1159,2,0,No Active Campaign,0.0,0,0,0.0,198,409,0,1,,104.8,118.58
2022-10,1174,5,1,Partner,1854.22,30828,784,2.543,1112,1892,13,51,36.36,110.12,118.58
2022-10,1196,3,0,No Active Campaign,0.0,0,0,0.0,269,460,6,7,,85.26,118.58
2022-10,1197,8,0,No Active Campaign,0.0,0,0,0.0,352,699,8,8,,74.6,118.58
2022-11,1004,5,0,No Active Campaign,0.0,0,0,0.0,253,498,2,3,,96.6,0.0
2022-11,1018,10,0,No Active Campaign,0.0,0,0,0.0,221,427,2,2,,41.14,0.0
2022-11,1043,2,0,No Active Campaign,0.0,0,0,0.0,317,803,6,6,,87.66,115.83
2022-11,1043,9,0,No Active Campaign,0.0,0,0,0.0,301,696,3,3,,76.92,0.0
2022-11,1056,4,0,No Active Campaign,0.0,0,0,0.0,331,736,2,4,,89.45,193.05
2022-11,1075,2,0,No Active Campaign,0.0,0,0,0.0,313,598,8,9,,87.66,77.22
2022-11,1083,8,1,Content,3255.7,92665,2195,2.369,2867,7939,120,259,12.57,73.35,38.61
2022-11,1085,1,0,No Active Campaign,0.0,0,0,0.0,319,582,10,10,,211.09,300.0
2022-11,1105,5,1,Paid Search,2233.71,68103,1438,2.112,1955,5129,66,150,14.89,96.6,38.61
2022-11,1113,1,0,No Active Campaign,0.0,0,0,0.0,361,657,15,16,,211.09,38.61
2022-11,1114,9,0,No Active Campaign,0.0,0,0,0.0,271,722,10,10,,76.92,0.0
2022-11,1140,7,1,Webinar,4086.97,91550,1814,1.981,1970,3972,16,107,38.2,55.46,38.61
2022-11,1146,2,0,No Active Campaign,0.0,0,0,0.0,205,270,0,2,,87.66,77.22
2022-11,1155,1,0,No Active Campaign,0.0,0,0,0.0,235,427,1,2,,211.09,270.27
2022-11,1165,10,1,Email,1007.85,21213,515,2.428,770,1389,6,32,31.5,41.14,38.61
2022-11,1177,6,0,No Active Campaign,0.0,0,0,0.0,265,648,4,4,,168.16,231.66
2022-12,1006,6,0,No Active Campaign,0.0,0,0,0.0,357,544,1,2,,169.81,126.58
2022-12,1010,3,0,No Active Campaign,0.0,0,0,0.0,269,460,1,2,,80.19,42.19
2022-12,1018,2,0,No Active Campaign,0.0,0,0,0.0,367,759,5,6,,105.35,126.58
2022-12,1040,10,1,Webinar,3818.92,94818,2497,2.633,2545,3958,36,179,21.33,53.46,84.39
2022-12,1050,5,0,No Active Campaign,0.0,0,0,0.0,245,518,4,4,,110.06,42.19
2022-12,1057,1,0,No Active Campaign,0.0,0,0,0.0,274,379,4,4,,221.7,300.0
2022-12,1061,3,0,No Active Campaign,0.0,0,0,0.0,252,660,6,9,,80.19,126.58
2022-12,1068,7,0,No Active Campaign,0.0,0,0,0.0,281,474,5,7,,36.16,42.19
2022-12,1081,5,0,No Active Campaign,0.0,0,0,0.0,307,555,6,6,,110.06,84.39
2022-12,1090,5,1,Webinar,10459.44,187459,4540,2.422,5002,12847,153,414,25.26,110.06,84.39
2022-12,1102,6,1,Email,5732.52,110013,2646,2.405,3461,7392,103,261,21.96,169.81,300.0
2022-12,1115,7,1,Partner,3701.45,79674,1653,2.075,1761,3649,49,152,24.35,36.16,0.0
2022-12,1125,7,0,No Active Campaign,0.0,0,0,0.0,275,593,1,1,,36.16,42.19
2022-12,1129,7,0,No Active Campaign,0.0,0,0,0.0,245,485,1,2,,36.16,42.19
2022-12,1134,7,0,No Active Campaign,0.0,0,0,0.0,264,655,2,3,,36.16,42.19
2022-12,1160,10,0,No Active Campaign,0.0,0,0,0.0,183,508,2,3,,53.46,42.19
2022-12,1172,7,0,No Active Campaign,0.0,0,0,0.0,234,423,3,3,,36.16,42.19
2022-12,1173,5,0,No Active Campaign,0.0,0,0,0.0,247,496,1,2,,110.06,42.19
2022-12,1182,3,0,No Active Campaign,0.0,0,0,0.0,282,533,8,8,,80.19,42.19
2022-12,1182,10,1,Partner,1491.05,30261,765,2.528,905,1270,27,75,19.88,53.46,0.0
2023-01,1002,8,0,No Active Campaign,0.0,0,0,0.0,288,490,3,3,,73.95,76.05
2023-01,1012,6,0,No Active Campaign,0.0,0,0,0.0,342,488,0,0,,175.24,38.02
2023-01,1018,1,0,No Active Campaign,0.0,0,0,0.0,313,561,0,0,,189.71,76.05
2023-01,1024,10,0,No Active Campaign,0.0,0,0,0.0,250,463,3,3,,36.98,38.02
2023-01,1047,3,0,No Active Campaign,0.0,0,0,0.0,277,635,6,6,,99.68,114.07
2023-01,1053,7,0,No Active Campaign,0.0,0,0,0.0,279,499,4,4,,57.88,152.09
2023-01,1066,2,0,No Active Campaign,0.0,0,0,0.0,238,607,7,8,,102.89,266.16
2023-01,1082,3,1,Paid Search,1815.36,36312,900,2.479,1045,2737,32,87,20.87,99.68,114.07
2023-01,1096,8,1,Email,10916.96,106479,2546,2.391,2944,7780,116,254,42.98,73.95,76.05
2023-01,1107,6,0,No Active Campaign,0.0,0,0,0.0,366,694,8,10,,175.24,76.05
2023-01,1107,10,0,No Active Campaign,0.0,0,0,0.0,293,555,4,5,,36.98,0.0
2023-01,1133,9,0,No Active Campaign,0.0,0,0,0.0,230,461,4,4,,75.56,114.07
2023-01,1135,8,0,No Active Campaign,0.0,0,0,0.0,203,339,0,0,,73.95,76.05
2023-01,1149,5,0,No Active Campaign,0.0,0,0,0.0,242,316,0,0,,86.82,152.09
2023-01,1158,9,0,No Active Campaign,0.0,0,0,0.0,238,497,0,0,,75.56,0.0
2023-01,1193,9,0,No Active Campaign,0.0,0,0,0.0,231,303,4,5,,75.56,38.02
2023-02,1000,9,0,No Active Campaign,0.0,0,0,0.0,306,758,4,5,,38.83,184.33
2023-02,1020,6,1,Paid Search,3289.3,95495,2330,2.44,2255,3093,20,156,21.09,157.28,184.33
2023-02,1023,4,1,Paid Search,2587.07,59254,1320,2.228,1336,2651,12,89,29.07,77.67,92.17
2023-02,1046,7,0,No Active Campaign,0.0,0,0,0.0,327,887,5,5,,50.49,184.33
2023-02,1068,5,0,No Active Campaign,0.0,0,0,0.0,194,465,5,5,,102.91,92.17
2023-02,1073,10,0,No Active Campaign,0.0,0,0,0.0,210,405,7,7,,60.19,138.25
2023-02,1114,6,0,No Active Campaign,0.0,0,0,0.0,309,811,10,10,,157.28,184.33
2023-02,1115,2,0,No Active Campaign,0.0,0,0,0.0,296,805,11,11,,124.27,46.08
2023-02,1118,10,0,No Active Campaign,0.0,0,0,0.0,271,450,5,5,,60.19,46.08
2023-02,1119,10,0,No Active Campaign,0.0,0,0,0.0,241,551,5,5,,60.19,46.08
2023-02,1162,10,0,No Active Campaign,0.0,0,0,0.0,177,316,1,1,,60.19,46.08
2023-02,1167,2,1,Paid Search,3618.58,70726,1762,2.491,1937,4886,18,102,35.48,124.27,92.17
2023-02,1169,1,0,No Active Campaign,0.0,0,0,0.0,175,411,1,1,,217.48,300.0
2023-02,1180,6,0,No Active Campaign,0.0,0,0,0.0,324,745,7,8,,157.28,300.0
2023-03,1001,5,0,No Active Campaign,0.0,0,0,0.0,248,594,3,3,,95.24,80.0
2023-03,1026,5,0,No Active Campaign,0.0,0,0,0.0,178,357,3,3,,95.24,0.0
2023-03,1039,3,0,No Active Campaign,0.0,0,0,0.0,234,558,1,1,,105.09,80.0
2023-03,1048,7,0,No Active Campaign,0.0,0,0,0.0,271,574,10,10,,57.47,0.0
2023-03,1049,7,0,No Active Campaign,0.0,0,0,0.0,287,379,2,2,,57.47,0.0
2023-03,1058,8,0,No Active Campaign,0.0,0,0,0.0,291,555,5,5,,88.67,80.0
2023-03,1065,2,1,Paid Search,2178.54,31603,739,2.338,1067,2108,27,70,31.12,101.81,40.0
2023-03,1066,2,0,No Active Campaign,0.0,0,0,0.0,241,447,7,7,,101.81,40.0
2023-03,1072,9,0,No Active Campaign,0.0,0,0,0.0,220,588,2,2,,64.04,80.0
2023-03,1075,10,0,No Active Campaign,0.0,0,0,0.0,203,544,9,9,,42.69,120.0
2023-03,1085,7,1,Paid Search,5457.96,112336,2237,1.991,2255,4640,63,205,26.62,57.47,40.0
2023-03,1092,8,0,No Active Campaign,0.0,0,0,0.0,313,560,5,6,,88.67,40.0
2023-03,1094,10,0,No Active Campaign,0.0,0,0,0.0,296,612,1,3,,42.69,120.0
2023-03,1102,3,1,Email,10583.09,135327,2751,2.033,3612,4763,73,213,49.69,105.09,240.0
2023-03,1103,5,0,No Active Campaign,0.0,0,0,0.0,278,598,7,8,,95.24,80.0
2023-03,1104,10,1,Content,2648.5,61420,1661,2.704,1964,3586,56,150,17.66,42.69,120.0
2023-03,1133,8,1,Webinar,2471.39,61220,1368,2.235,1526,2516,18,99,24.96,88.67,0.0
2023-03,1137,7,0,No Active Campaign,0.0,0,0,0.0,190,309,4,4,,57.47,40.0
2023-03,1156,2,0,No Active Campaign,0.0,0,0,0.0,171,318,1,2,,101.81,40.0
2023-03,1156,3,0,No Active Campaign,0.0,0,0,0.0,177,230,3,3,,105.09,40.0
2023-03,1161,6,0,No Active Campaign,0.0,0,0,0.0,216,394,4,4,,154.35,160.0
2023-03,1171,8,0,No Active Campaign,0.0,0,0,0.0,206,409,2,2,,88.67,40.0
2023-03,1173,9,0,No Active Campaign,0.0,0,0,0.0,191,250,0,1,,64.04,80.0
2023-03,1174,9,1,Partner,724.91,23851,575,2.411,869,1592,10,42,17.26,64.04,80.0
2023-03,1175,6,0,No Active Campaign,0.0,0,0,0.0,204,295,2,2,,154.35,160.0
2023-04,1031,7,0,No Active Campaign,0.0,0,0,0.0,260,591,2,2,,51.79,75.47
2023-04,1041,8,0,No Active Campaign,0.0,0,0,0.0,260,495,5,5,,73.21,75.47
2023-04,1047,1,0,No Active Campaign,0.0,0,0,0.0,294,581,3,3,,196.43,150.94
2023-04,1049,3,0,No Active Campaign,0.0,0,0,0.0,248,567,2,2,,100.0,150.94
2023-04,1059,6,0,No Active Campaign,0.0,0,0,0.0,291,393,2,3,,160.71,113.21
2023-04,1082,1,0,No Active Campaign,0.0,0,0,0.0,254,526,6,8,,196.43,300.0
2023-04,1096,9,1,Webinar,4100.3,114234,2384,2.087,2624,3376,56,196,20.92,57.14,0.0
2023-04,1119,7,0,No Active Campaign,0.0,0,0,0.0,289,623,7,8,,51.79,0.0
2023-04,1136,3,0,No Active Campaign,0.0,0,0,0.0,206,546,1,1,,100.0,150.94
2023-04,1146,10,0,No Active Campaign,0.0,0,0,0.0,192,400,1,1,,37.5,75.47
2023-04,1148,3,0,No Active Campaign,0.0,0,0,0.0,213,405,1,1,,100.0,0.0
2023-04,1149,5,0,No Active Campaign,0.0,0,0,0.0,262,574,2,2,,83.93,113.21
2023-04,1194,10,1,Content,2671.99,76416,1762,2.306,2144,5962,92,186,14.37,37.5,75.47
2023-04,1195,8,1,Content,4618.51,106042,2665,2.513,2412,4701,48,215,21.48,73.21,113.21
2023-05,1009,1,0,No Active Campaign,0.0,0,0,0.0,274,619,1,1,,153.46,280.0
2023-05,1011,10,0,No Active Campaign,0.0,0,0,0.0,272,595,1,2,,43.84,40.0
2023-05,1019,10,0,No Active Campaign,0.0,0,0,0.0,249,422,2,2,,43.84,40.0
2023-05,1021,4,1,Content,5137.74,139387,3126,2.243,3975,9067,50,244,21.06,106.24,120.0
2023-05,1021,9,0,No Active Campaign,0.0,0,0,0.0,253,421,0,0,,70.83,40.0
2023-05,1027,6,0,No Active Campaign,0.0,0,0,0.0,213,464,0,0,,170.32,120.0
2023-05,1036,3,0,No Active Campaign,0.0,0,0,0.0,230,498,1,3,,91.06,80.0
2023-05,1038,7,0,No Active Campaign,0.0,0,0,0.0,244,524,4,4,,50.59,40.0
2023-05,1090,4,0,No Active Campaign,0.0,0,0,0.0,237,649,9,9,,106.24,40.0
2023-05,1093,6,0,No Active Campaign,0.0,0,0,0.0,296,391,5,5,,170.32,40.0
2023-05,1123,5,0,No Active Campaign,0.0,0,0,0.0,214,415,2,3,,106.24,240.0
2023-05,1128,9,0,No Active Campaign,0.0,0,0,0.0,240,638,6,6,,70.83,80.0
2023-05,1147,2,0,No Active Campaign,0.0,0,0,0.0,218,311,1,1,,97.81,160.0
2023-05,1158,9,0,No Active Campaign,0.0,0,0,0.0,191,324,0,0,,70.83,40.0
2023-05,1171,8,0,No Active Campaign,0.0,0,0,0.0,152,350,0,0,,109.61,0.0
2023-05,1191,7,1,Content,1687.04,32888,854,2.597,1173,2674,34,89,18.96,50.59,40.0
2023-05,1198,7,0,No Active Campaign,0.0,0,0,0.0,284,775,7,7,,50.59,40.0
2023-05,1199,9,0,No Active Campaign,0.0,0,0,0.0,287,791,4,5,,70.83,80.0
2023-06,1016,5,0,No Active Campaign,0.0,0,0,0.0,270,664,0,1,,109.4,135.75
2023-06,1025,3,0,No Active Campaign,0.0,0,0,0.0,288,709,3,5,,111.11,90.5
2023-06,1044,7,1,Paid Search,2383.47,63348,1612,2.545,2035,3704,22,109,21.87,51.28,45.25
2023-06,1050,8,0,No Active Campaign,0.0,0,0,0.0,240,619,5,5,,70.09,45.25
2023-06,1054,1,1,Trade Fair,5061.37,92043,2281,2.478,2192,5511,25,172,29.43,210.26,300.0
2023-06,1054,2,0,No Active Campaign,0.0,0,0,0.0,281,552,2,3,,95.73,90.5
2023-06,1056,9,0,No Active Campaign,0.0,0,0,0.0,283,421,3,3,,68.38,45.25
2023-06,1065,2,0,No Active Campaign,0.0,0,0,0.0,198,451,8,9,,95.73,90.5
2023-06,1073,9,1,Webinar,4143.72,108611,2503,2.305,2646,6265,67,213,19.45,68.38,90.5
2023-06,1078,5,0,No Active Campaign,0.0,0,0,0.0,222,556,7,7,,109.4,181.0
2023-06,1085,8,0,No Active Campaign,0.0,0,0,0.0,302,724,11,11,,70.09,181.0
2023-06,1133,9,1,Partner,1222.22,32428,876,2.701,1159,2167,15,56,21.83,68.38,0.0
2023-06,1147,4,0,No Active Campaign,0.0,0,0,0.0,189,351,1,2,,83.76,271.49
2023-06,1156,2,0,No Active Campaign,0.0,0,0,0.0,190,335,0,0,,95.73,45.25
2023-06,1180,1,0,No Active Campaign,0.0,0,0,0.0,283,683,4,6,,210.26,135.75
2023-06,1187,10,1,Partner,2236.74,63931,1622,2.537,2082,3053,33,129,17.34,35.9,135.75
2023-06,1193,4,0,No Active Campaign,0.0,0,0,0.0,253,698,12,13,,83.76,45.25
2023-06,1198,8,0,No Active Campaign,0.0,0,0,0.0,256,619,10,10,,70.09,45.25
2023-07,1010,6,1,Paid Search,7417.7,130710,2723,2.083,2993,5552,21,173,42.88,165.74,239.73
2023-07,1012,10,0,No Active Campaign,0.0,0,0,0.0,195,421,2,2,,40.97,0.0
2023-07,1038,3,0,No Active Campaign,0.0,0,0,0.0,239,375,4,4,,98.7,34.25
2023-07,1077,7,0,No Active Campaign,0.0,0,0,0.0,248,341,5,5,,46.55,68.49
2023-07,1107,5,0,No Active Campaign,0.0,0,0,0.0,203,515,7,8,,93.11,136.99
2023-07,1116,7,0,No Active Campaign,0.0,0,0,0.0,256,593,5,6,,46.55,68.49
2023-07,1124,4,0,No Active Campaign,0.0,0,0,0.0,193,318,0,0,,89.39,68.49
2023-07,1125,9,0,No Active Campaign,0.0,0,0,0.0,259,331,0,0,,68.9,68.49
2023-07,1126,5,0,No Active Campaign,0.0,0,0,0.0,206,398,0,1,,93.11,102.74
2023-07,1134,5,0,No Active Campaign,0.0,0,0,0.0,173,431,1,1,,93.11,102.74
2023-07,1140,4,0,No Active Campaign,0.0,0,0,0.0,237,349,2,3,,89.39,68.49
2023-07,1144,5,0,No Active Campaign,0.0,0,0,0.0,205,528,2,2,,93.11,171.23
2023-07,1154,3,0,No Active Campaign,0.0,0,0,0.0,198,520,1,1,,98.7,34.25
2023-07,1159,6,0,No Active Campaign,0.0,0,0,0.0,209,386,1,1,,165.74,102.74
2023-07,1182,7,1,Content,3411.68,85111,2066,2.427,2452,5754,99,227,15.03,46.55,34.25
2023-07,1186,6,1,Webinar,6709.44,128215,3565,2.78,3462,7463,106,300,22.36,165.74,136.99
2023-07,1191,1,1,Paid Search,8993.62,229649,5509,2.399,4682,11109,109,450,19.99,210.43,102.74
2023-07,1196,10,0,No Active Campaign,0.0,0,0,0.0,186,513,8,9,,40.97,34.25
2023-07,1197,1,0,No Active Campaign,0.0,0,0,0.0,226,303,0,1,,210.43,102.74
2023-07,1199,8,1,Webinar,1504.93,20414,424,2.077,566,915,15,41,36.71,78.21,0.0
2023-08,1010,2,0,No Active Campaign,0.0,0,0,0.0,233,522,1,1,,114.48,42.74
2023-08,1023,6,1,Trade Fair,3479.34,84794,2087,2.461,2186,4926,27,151,23.04,143.1,85.47
2023-08,1033,10,0,No Active Campaign,0.0,0,0,0.0,179,380,3,3,,48.82,42.74
2023-08,1041,7,0,No Active Campaign,0.0,0,0,0.0,231,325,0,1,,50.51,0.0
2023-08,1048,7,0,No Active Campaign,0.0,0,0,0.0,235,604,3,3,,50.51,0.0
2023-08,1050,1,0,No Active Campaign,0.0,0,0,0.0,256,701,3,3,,217.17,128.21
2023-08,1064,1,0,No Active Campaign,0.0,0,0,0.0,261,602,14,15,,217.17,213.68
2023-08,1064,4,0,No Active Campaign,0.0,0,0,0.0,249,644,9,9,,80.81,128.21
2023-08,1067,5,1,Content,3096.66,64526,1326,2.055,1634,3496,48,133,23.28,114.48,213.68
2023-08,1081,8,0,No Active Campaign,0.0,0,0,0.0,245,643,2,2,,70.71,85.47
2023-08,1091,9,0,No Active Campaign,0.0,0,0,0.0,295,589,4,4,,67.34,42.74
2023-08,1098,4,0,No Active Campaign,0.0,0,0,0.0,227,421,6,6,,80.81,128.21
2023-08,1103,10,0,No Active Campaign,0.0,0,0,0.0,212,304,2,2,,48.82,42.74
2023-08,1112,6,0,No Active Campaign,0.0,0,0,0.0,254,454,5,6,,143.1,170.94
2023-08,1118,10,0,No Active Campaign,0.0,0,0,0.0,230,334,3,3,,48.82,42.74
2023-08,1119,4,0,No Active Campaign,0.0,0,0,0.0,236,581,6,7,,80.81,42.74
2023-08,1139,10,0,No Active Campaign,0.0,0,0,0.0,152,213,0,0,,48.82,85.47
2023-08,1169,9,0,No Active Campaign,0.0,0,0,0.0,158,403,1,3,,67.34,0.0
2023-08,1180,3,0,No Active Campaign,0.0,0,0,0.0,220,562,7,7,,92.59,85.47
2023-08,1180,5,1,Webinar,3879.21,53169,1115,2.097,1355,3596,52,102,38.03,114.48,0.0
2023-08,1183,9,0,No Active Campaign,0.0,0,0,0.0,236,314,6,7,,67.34,85.47
2023-08,1195,6,1,Content,4519.16,80450,2124,2.64,2343,3366,40,161,28.07,143.1,128.21
2023-09,1007,5,1,Paid Search,2887.9,35474,986,2.78,1247,3393,26,77,37.51,99.83,157.48
2023-09,1011,4,0,No Active Campaign,0.0,0,0,0.0,243,329,2,2,,93.06,78.74
2023-09,1011,9,0,No Active Campaign,0.0,0,0,0.0,303,473,0,0,,69.37,39.37
2023-09,1027,4,1,Email,3406.34,70953,1634,2.303,1922,2788,12,99,34.41,93.06,118.11
2023-09,1029,7,0,No Active Campaign,0.0,0,0,0.0,220,350,1,2,,55.84,0.0
2023-09,1062,7,0,No Active Campaign,0.0,0,0,0.0,229,466,5,5,,55.84,39.37
2023-09,1086,8,0,No Active Campaign,0.0,0,0,0.0,303,708,9,10,,82.91,78.74
2023-09,1122,4,0,No Active Campaign,0.0,0,0,0.0,217,412,0,0,,93.06,39.37
2023-09,1142,4,0,No Active Campaign,0.0,0,0,0.0,182,502,3,3,,93.06,78.74
2023-09,1145,8,0,No Active Campaign,0.0,0,0,0.0,237,636,2,2,,82.91,78.74
2023-09,1149,4,0,No Active Campaign,0.0,0,0,0.0,177,234,0,0,,93.06,78.74
2023-09,1165,4,0,No Active Campaign,0.0,0,0,0.0,212,442,1,1,,93.06,118.11
2023-09,1186,7,1,Content,2095.18,41046,938,2.285,1291,2682,42,99,21.16,55.84,78.74
2023-09,1188,1,0,No Active Campaign,0.0,0,0,0.0,274,750,8,9,,177.66,78.74
2023-10,1027,3,0,No Active Campaign,0.0,0,0,0.0,327,693,2,2,,107.93,156.86
2023-10,1053,5,0,No Active Campaign,0.0,0,0,0.0,242,595,2,2,,109.61,39.22
2023-10,1055,4,0,No Active Campaign,0.0,0,0,0.0,261,713,6,8,,96.12,39.22
2023-10,1096,1,0,No Active Campaign,0.0,0,0,0.0,310,708,6,6,,204.05,117.65
2023-10,1146,9,0,No Active Campaign,0.0,0,0,0.0,218,337,0,0,,57.34,39.22
2023-10,1166,1,0,No Active Campaign,0.0,0,0,0.0,229,447,3,3,,204.05,117.65
2023-10,1181,3,0,No Active Campaign,0.0,0,0,0.0,291,687,6,6,,107.93,156.86
2023-10,1186,9,1,Content,1542.13,26357,661,2.508,931,1885,30,61,25.28,57.34,78.43
2023-10,1198,9,1,Email,2924.18,84400,1981,2.347,2028,3671,45,155,18.87,57.34,78.43
2023-11,1013,5,0,No Active Campaign,0.0,0,0,0.0,330,785,2,2,,99.15,167.36
2023-11,1015,5,1,Paid Search,3386.93,39557,940,2.376,1371,2716,14,80,42.34,99.15,167.36
2023-11,1022,10,0,No Active Campaign,0.0,0,0,0.0,273,687,3,3,,51.28,83.68
2023-11,1025,7,0,No Active Campaign,0.0,0,0,0.0,270,433,2,3,,37.61,41.84
2023-11,1028,5,1,Webinar,1999.11,46322,1184,2.556,1213,3180,20,78,25.63,99.15,83.68
2023-11,1030,3,0,No Active Campaign,0.0,0,0,0.0,293,430,1,2,,109.4,83.68
2023-11,1054,1,0,No Active Campaign,0.0,0,0,0.0,340,620,3,6,,213.68,167.36
2023-11,1062,3,1,Email,6488.71,177284,3680,2.076,4313,7007,90,301,21.56,109.4,167.36
2023-11,1067,9,1,Partner,1397.86,36007,865,2.402,992,1561,17,76,18.39,49.57,125.52
2023-11,1068,10,1,Webinar,1011.78,26606,661,2.484,839,1389,15,56,18.07,51.28,41.84
