year_month,product_family,product_group,region_id,market_demand_index,market_growth_pct,competitor_pressure_index,seasonality_index,macro_business_index,supply_pressure_index,pipeline_interest_index,demand_shock_flag,market_opportunity_score,regional_market_growth_factor
2022-02,IT Devices,Laptop Pro,2,101.12,-20.38,43.1,100.0,104.5,40.75,42.37,0,71.6,1.02
2022-02,IT Devices,Laptop Pro,7,112.64,8.05,47.94,100.0,104.5,40.98,42.37,0,75.11,1.04
2022-02,IT Devices,Laptop Standard,5,92.65,-13.22,47.19,100.0,104.5,40.82,42.37,0,67.3,0.97
2022-02,IT Devices,Laptop Standard,8,109.37,-3.48,45.69,100.0,104.5,40.64,169.49,0,87.6,1.07
2022-02,IT Devices,Laptop Standard,9,105.05,21.45,56.99,100.0,104.5,40.09,169.49,0,83.47,1.12
2022-02,Legacy Products,Legacy Workstation,3,92.15,29.19,67.6,100.0,104.5,40.96,127.12,0,75.84,1.09
2022-02,Legacy Products,Legacy Workstation,4,115.54,43.37,54.75,100.0,104.5,40.92,127.12,1,88.03,1.01
2022-02,Legacy Products,Legacy Workstation,6,85.89,-13.68,62.7,100.0,104.5,41.16,84.75,0,70.88,1.14
2022-02,Medical Devices,Medical Sensor,3,120.11,-5.57,59.83,100.0,104.5,41.81,84.75,0,85.1,1.09
2022-02,Medical Devices,Medical Sensor,7,107.99,-4.91,55.55,100.0,104.5,40.54,42.37,0,71.64,1.04
2022-02,Medical Devices,Monitoring Device,1,118.24,1.4,58.4,100.0,104.5,44.33,169.49,0,87.8,1.06
2022-02,Medical Devices,Monitoring Device,3,115.6,-7.39,48.86,100.0,104.5,41.14,0.0,0,66.32,1.09
2022-02,Medical Devices,Monitoring Device,8,117.28,5.85,51.61,100.0,104.5,39.59,42.37,0,76.36,1.07
2022-02,Services,Service Contract,6,130.65,3.65,57.54,100.0,104.5,40.72,211.86,0,93.49,1.14
2022-02,IT Devices,Tablet Enterprise,1,112.86,-5.82,58.68,100.0,104.5,39.87,211.86,0,86.25,1.06
2022-03,Accessories,Accessory Kit,1,112.41,-0.37,39.67,100.0,104.74,41.0,300.0,0,90.09,1.06
2022-03,Accessories,Accessory Kit,5,101.53,0.93,47.38,100.0,104.74,40.85,76.34,0,78.62,0.97
2022-03,Components,Connectivity Module,4,116.51,2.52,59.9,100.0,104.74,41.76,76.34,0,81.72,1.01
2022-03,Industrial Tech,Industrial Scanner,5,96.5,-5.33,61.38,100.0,104.74,48.88,76.34,0,72.32,0.97
2022-03,Industrial Tech,Industrial Scanner,6,121.91,15.06,40.73,100.0,104.74,40.87,190.84,0,93.67,1.14
2022-03,Industrial Tech,Industrial Scanner,8,119.97,10.05,59.24,100.0,104.74,41.14,38.17,0,74.56,1.07
2022-03,Industrial Tech,Industrial Scanner,9,125.43,-3.57,58.39,100.0,104.74,40.99,114.5,0,91.18,1.12
2022-03,IT Devices,Laptop Pro,3,114.76,-1.0,37.95,100.0,104.74,41.3,38.17,0,77.14,1.09
2022-03,IT Devices,Laptop Standard,4,95.8,-6.39,55.7,100.0,104.74,41.39,0.0,0,56.86,1.01
2022-03,IT Devices,Laptop Standard,8,107.76,-1.47,42.89,100.0,104.74,39.29,76.34,0,82.33,1.07
2022-03,Legacy Products,Legacy Workstation,1,87.51,12.51,51.02,100.0,104.74,40.46,190.84,0,77.71,1.06
2022-03,Legacy Products,Legacy Workstation,2,70.91,-27.09,53.95,100.0,104.74,41.37,114.5,0,70.29,1.02
2022-03,Legacy Products,Legacy Workstation,9,80.13,-3.43,69.35,100.0,104.74,42.08,38.17,0,56.26,1.12
2022-03,Medical Devices,Medical Sensor,3,130.0,8.23,64.23,100.0,104.74,42.4,0.0,0,68.51,1.09
2022-03,Medical Devices,Monitoring Device,1,116.64,-1.35,55.83,100.0,104.74,39.66,300.0,0,88.43,1.06
2022-03,Medical Devices,Monitoring Device,2,114.06,23.87,54.14,100.0,104.74,40.71,152.67,0,87.61,1.02
2022-03,Medical Devices,Monitoring Device,5,99.97,-6.66,68.92,100.0,104.74,40.06,76.34,0,73.38,0.97
2022-03,Medical Devices,Monitoring Device,8,120.67,2.89,53.24,100.0,104.74,41.83,0.0,0,67.28,1.07
2022-03,Services,Service Contract,9,132.21,-1.14,44.66,100.0,104.74,40.33,38.17,0,82.79,1.12
2022-04,Accessories,Accessory Kit,1,115.59,2.83,40.5,100.0,103.95,40.34,121.95,0,91.28,1.06
2022-04,Accessories,Accessory Kit,3,105.67,-12.16,53.67,100.0,103.95,41.02,121.95,0,84.31,1.09
2022-04,Accessories,Accessory Kit,6,119.53,9.44,57.8,100.0,103.95,41.26,203.25,0,88.91,1.14
2022-04,Accessories,Accessory Kit,10,104.41,12.79,45.97,100.0,103.95,41.18,40.65,0,71.83,0.95
2022-04,Components,Connectivity Module,6,134.36,-2.99,53.77,100.0,103.95,41.3,162.6,0,95.72,1.14
2022-04,Components,Connectivity Module,9,121.31,-11.57,49.1,100.0,103.95,41.33,121.95,0,91.52,1.12
2022-04,Industrial Tech,Industrial Scanner,3,109.73,1.5,65.53,100.0,103.95,41.74,203.25,0,83.21,1.09
2022-04,Industrial Tech,Industrial Scanner,10,103.27,12.04,56.44,100.0,103.95,41.58,0.0,0,59.65,0.95
2022-04,IT Devices,Laptop Pro,6,124.7,-2.1,53.79,100.0,103.95,40.7,300.0,0,91.94,1.14
2022-04,IT Devices,Laptop Standard,7,110.88,4.55,52.66,100.0,103.95,41.35,81.3,0,82.27,1.04
2022-04,Legacy Products,Legacy Workstation,3,75.26,-28.3,53.01,100.0,103.95,41.65,0.0,0,49.19,1.09
2022-04,Legacy Products,Legacy Workstation,8,80.1,-0.05,56.98,100.0,103.95,41.96,121.95,0,73.21,1.07
2022-04,Medical Devices,Medical Sensor,1,120.96,9.0,48.97,100.0,103.95,41.13,203.25,0,91.44,1.06
2022-04,Medical Devices,Medical Sensor,4,112.24,-1.21,59.47,100.0,103.95,39.45,121.95,0,85.89,1.01
2022-04,Medical Devices,Medical Sensor,9,106.58,-18.79,52.46,100.0,103.95,41.3,40.65,1,71.24,1.12
2022-04,Medical Devices,Monitoring Device,2,113.92,-0.12,60.18,100.0,103.95,41.45,162.6,0,86.11,1.02
2022-04,Medical Devices,Monitoring Device,8,116.84,-3.17,54.49,100.0,103.95,41.94,81.3,0,84.16,1.07
2022-04,Services,Service Contract,1,124.71,5.61,71.94,100.0,103.95,40.07,162.6,0,88.05,1.06
2022-04,Services,Service Contract,7,126.95,-6.7,59.93,100.0,103.95,39.84,40.65,0,77.97,1.04
2022-05,Components,Connectivity Module,2,116.75,-10.37,50.03,100.0,105.81,42.08,169.49,0,89.38,1.02
2022-05,IT Devices,Laptop Standard,2,109.0,16.19,61.54,100.0,105.81,40.88,127.12,0,83.93,1.02
2022-05,IT Devices,Laptop Standard,8,103.39,-4.26,44.18,100.0,105.81,41.65,42.37,0,72.13,1.07
2022-05,Legacy Products,Legacy Workstation,2,75.26,-4.65,60.73,100.0,105.81,42.01,296.61,0,70.44,1.02
2022-05,Legacy Products,Legacy Workstation,4,62.6,-15.78,48.33,100.0,105.81,41.65,169.49,0,68.16,1.01
2022-05,Legacy Products,Legacy Workstation,6,86.41,7.61,49.71,100.0,105.81,40.45,127.12,0,77.56,1.14
2022-05,Medical Devices,Medical Sensor,1,114.0,-5.75,48.25,100.0,105.81,41.33,254.24,0,88.79,1.06
2022-05,Medical Devices,Medical Sensor,4,117.86,5.01,55.94,100.0,105.81,42.19,84.75,0,85.0,1.01
2022-05,Medical Devices,Medical Sensor,5,115.64,17.99,46.69,100.0,105.81,40.52,42.37,0,76.65,0.97
2022-05,Medical Devices,Medical Sensor,6,140.99,1.05,63.92,100.0,105.81,41.91,169.49,0,96.05,1.14
2022-05,Medical Devices,Medical Sensor,9,135.38,27.02,59.2,100.0,105.81,41.87,0.0,0,71.85,1.12
2022-05,Medical Devices,Monitoring Device,6,138.84,6.88,48.74,100.0,105.81,41.32,211.86,0,98.62,1.14
2022-05,Medical Devices,Monitoring Device,10,95.4,-14.52,55.21,100.0,105.81,37.93,42.37,0,67.07,0.95
2022-05,Services,Service Contract,1,126.48,1.42,71.15,100.0,105.81,41.02,300.0,0,88.79,1.06
2022-05,Services,Service Contract,2,112.65,-9.84,62.6,100.0,105.81,41.42,127.12,0,85.08,1.02
2022-05,Services,Service Contract,7,119.75,-5.67,58.1,100.0,105.81,41.36,42.37,0,75.66,1.04
2022-06,Accessories,Accessory Kit,1,104.69,-2.77,44.3,100.0,102.96,41.53,195.31,0,85.9,1.06
2022-06,Accessories,Accessory Kit,8,106.76,-5.35,43.37,100.0,102.96,41.8,156.25,0,86.89,1.07
2022-06,Components,Connectivity Module,7,131.21,15.6,44.38,100.0,102.96,41.24,0.0,0,73.54,1.04
2022-06,Industrial Tech,Industrial Scanner,4,100.91,-11.19,50.23,100.0,102.96,39.62,78.12,0,78.34,1.01
2022-06,IT Devices,Laptop Pro,1,120.9,-2.11,55.92,100.0,102.96,40.89,234.38,0,89.93,1.06
2022-06,IT Devices,Laptop Pro,6,105.85,-14.9,64.05,100.0,102.96,46.09,78.12,1,76.3,1.14
2022-06,IT Devices,Laptop Pro,10,104.57,2.44,55.94,100.0,102.96,42.0,117.19,0,83.22,0.95
2022-06,IT Devices,Laptop Standard,1,109.28,0.04,53.54,100.0,102.96,42.15,156.25,0,85.61,1.06
2022-06,Legacy Products,Legacy Workstation,2,64.43,-14.39,62.45,100.0,102.96,39.89,39.06,0,52.03,1.02
2022-06,Medical Devices,Medical Sensor,1,121.86,6.89,48.79,100.0,102.96,40.45,156.25,0,91.94,1.06
2022-06,Medical Devices,Medical Sensor,3,135.38,11.41,60.98,100.0,102.96,40.88,0.0,0,71.61,1.09
2022-06,Medical Devices,Medical Sensor,6,135.55,-3.86,68.49,100.0,102.96,41.28,39.06,0,78.94,1.14
2022-06,IT Devices,Tablet Enterprise,1,116.93,-6.61,60.12,100.0,102.96,40.21,156.25,0,87.51,1.06
2022-06,IT Devices,Tablet Enterprise,4,120.06,6.43,46.92,100.0,102.96,41.57,78.12,0,86.43,1.01
2022-06,IT Devices,Tablet Enterprise,6,135.51,-2.23,62.7,100.0,102.96,39.12,300.0,0,94.54,1.14
2022-06,IT Devices,Tablet Enterprise,7,116.19,2.92,44.9,100.0,102.96,39.64,39.06,0,76.64,1.04
2022-07,Accessories,Accessory Kit,4,94.91,-10.0,51.09,82.0,103.32,48.81,70.67,0,72.66,1.01
2022-07,Components,Connectivity Module,8,119.13,-11.98,60.79,82.0,103.32,41.75,106.01,0,88.02,1.07
2022-07,Components,Connectivity Module,10,93.89,-17.05,49.98,82.0,103.32,41.53,35.34,0,65.46,0.95
2022-07,IT Devices,Laptop Pro,6,114.82,8.47,69.86,82.0,103.32,42.05,70.67,0,77.5,1.14
2022-07,IT Devices,Laptop Pro,10,77.08,-26.29,51.76,82.0,103.32,41.52,35.34,0,58.35,0.95
2022-07,IT Devices,Laptop Standard,4,91.63,-4.23,55.62,82.0,103.32,40.59,141.34,0,78.33,1.01
2022-07,IT Devices,Laptop Standard,6,104.03,-14.7,57.68,82.0,103.32,39.74,35.34,0,68.09,1.14
2022-07,Legacy Products,Legacy Workstation,1,78.09,11.65,50.87,82.0,103.32,40.53,176.68,1,73.97,1.06
2022-07,Legacy Products,Legacy Workstation,4,74.04,6.56,54.34,82.0,103.32,42.94,141.34,0,71.22,1.01
2022-07,Medical Devices,Medical Sensor,1,107.02,-12.18,52.3,82.0,103.32,41.17,141.34,0,85.12,1.06
2022-07,Medical Devices,Monitoring Device,5,86.76,-17.69,52.42,82.0,103.32,41.31,141.34,0,76.98,0.97
2022-07,Medical Devices,Monitoring Device,9,103.86,-19.64,57.14,82.0,103.32,41.54,70.67,0,76.0,1.12
2022-07,Medical Devices,Monitoring Device,10,77.61,-19.79,61.39,82.0,103.32,43.04,0.0,0,48.08,0.95
2022-07,Services,Service Contract,2,97.89,-18.67,51.13,82.0,103.32,41.88,70.67,0,74.88,1.02
2022-07,Services,Service Contract,6,117.96,-13.6,61.58,82.0,103.32,41.13,247.35,0,87.46,1.14
2022-07,IT Devices,Tablet Enterprise,5,96.43,-8.08,54.63,82.0,103.32,41.22,141.34,0,80.37,0.97
2022-08,Accessories,Accessory Kit,2,89.06,-3.48,60.17,82.0,103.9,40.74,85.84,0,73.02,1.02
2022-08,Accessories,Accessory Kit,4,88.33,-6.93,53.31,82.0,103.9,41.19,128.76,0,77.42,1.01
2022-08,Accessories,Accessory Kit,5,78.89,-21.75,62.13,82.0,103.9,40.28,128.76,0,71.85,0.97
2022-08,Accessories,Accessory Kit,6,105.04,3.57,57.68,82.0,103.9,40.83,214.59,0,83.2,1.14
2022-08,Accessories,Accessory Kit,8,93.96,-12.62,55.51,82.0,103.9,41.74,42.92,0,65.98,1.07
2022-08,Components,Connectivity Module,8,115.69,-2.89,62.69,82.0,103.9,40.71,0.0,0,63.38,1.07
2022-08,Industrial Tech,Industrial Scanner,1,96.14,-2.32,51.58,82.0,103.9,41.11,300.0,0,80.94,1.06
2022-08,Industrial Tech,Industrial Scanner,9,91.92,-9.09,50.43,82.0,103.9,39.77,0.0,0,56.71,1.12
2022-08,IT Devices,Laptop Pro,2,90.98,-2.13,53.34,82.0,103.9,47.91,128.76,0,77.47,1.02
2022-08,IT Devices,Laptop Standard,9,95.13,-4.57,58.6,82.0,103.9,41.11,0.0,0,55.99,1.12
2022-08,Legacy Products,Legacy Workstation,7,54.21,-12.93,52.0,82.0,103.9,39.96,0.0,0,41.25,1.04
2022-08,Legacy Products,Legacy Workstation,10,60.12,16.9,56.81,82.0,103.9,43.99,42.92,0,51.82,0.95
2022-08,Medical Devices,Medical Sensor,4,103.27,15.4,55.54,82.0,103.9,41.05,85.84,0,79.68,1.01
2022-08,Medical Devices,Medical Sensor,5,94.78,-3.04,52.57,82.0,103.9,50.98,128.76,0,78.7,0.97
2022-08,Medical Devices,Medical Sensor,10,98.03,9.91,58.2,82.0,103.9,40.12,128.76,0,80.39,0.95
2022-08,Services,Service Contract,2,101.95,4.15,50.47,82.0,103.9,40.56,0.0,0,60.59,1.02
2022-08,Services,Service Contract,3,90.89,-20.79,46.63,82.0,103.9,39.87,171.67,1,80.12,1.09
2022-08,Services,Service Contract,5,114.29,29.62,52.0,82.0,103.9,40.9,214.59,0,88.14,0.97
2022-08,Services,Service Contract,8,107.98,8.53,43.7,82.0,103.9,40.58,42.92,0,74.36,1.07
2022-08,IT Devices,Tablet Enterprise,10,74.7,-7.29,57.85,82.0,103.9,43.7,42.92,0,57.47,0.95
2022-09,Accessories,Accessory Kit,2,107.99,21.26,59.32,100.0,101.73,40.5,38.61,0,69.95,1.02
2022-09,Accessories,Accessory Kit,7,100.04,9.67,50.64,100.0,101.73,41.2,38.61,0,68.58,1.04
2022-09,Components,Connectivity Module,4,120.38,12.5,62.16,100.0,101.73,40.58,77.22,0,83.15,1.01
2022-09,Industrial Tech,Industrial Scanner,4,101.02,10.55,56.73,100.0,101.73,42.76,38.61,0,67.4,1.01
2022-09,Industrial Tech,Industrial Scanner,7,104.88,15.98,43.82,100.0,101.73,41.82,38.61,0,71.92,1.04
2022-09,Industrial Tech,Industrial Scanner,9,96.49,4.97,50.69,100.0,101.73,43.27,38.61,1,66.83,1.12
2022-09,Industrial Tech,Industrial Scanner,10,101.06,16.76,58.95,100.0,101.73,39.16,0.0,0,58.58,0.95
2022-09,IT Devices,Laptop Pro,1,115.27,16.05,56.4,100.0,101.73,41.48,193.05,0,87.48,1.06
2022-09,IT Devices,Laptop Pro,8,117.89,19.19,46.24,100.0,101.73,40.44,193.05,0,90.92,1.07
2022-09,IT Devices,Laptop Standard,1,105.61,7.85,47.04,100.0,101.73,41.39,77.22,0,80.45,1.06
2022-09,IT Devices,Laptop Standard,4,99.76,18.05,57.73,100.0,101.73,43.18,193.05,0,80.73,1.01
2022-09,IT Devices,Laptop Standard,9,110.02,15.65,63.32,100.0,101.73,39.91,38.61,0,69.97,1.12
2022-09,Legacy Products,Legacy Workstation,6,77.45,18.88,60.99,100.0,101.73,39.68,77.22,0,66.37,1.14
2022-09,Legacy Products,Legacy Workstation,10,57.22,-4.82,54.81,100.0,101.73,41.19,0.0,0,41.65,0.95
2022-09,Medical Devices,Medical Sensor,2,114.14,12.63,52.21,100.0,101.73,42.84,270.27,0,87.74,1.02
2022-09,Medical Devices,Medical Sensor,3,126.22,18.14,53.99,100.0,101.73,40.76,154.44,0,92.5,1.09
2022-09,Services,Service Contract,4,125.18,35.43,48.2,100.0,101.73,41.25,77.22,0,88.04,1.01
2022-09,Services,Service Contract,5,110.95,-2.92,45.88,100.0,101.73,40.33,115.83,0,88.24,0.97
2022-09,IT Devices,Tablet Enterprise,2,123.59,28.05,54.84,100.0,101.73,40.0,193.05,0,91.37,1.02
2022-09,IT Devices,Tablet Enterprise,7,115.27,21.64,49.86,100.0,101.73,40.62,38.61,0,74.93,1.04
2022-10,Accessories,Accessory Kit,7,143.63,43.57,48.06,130.0,101.46,42.56,118.58,0,100.0,1.04
2022-10,Accessories,Accessory Kit,9,155.98,27.74,57.88,130.0,101.46,40.54,158.1,0,100.0,1.12
2022-10,Accessories,Accessory Kit,10,140.25,50.0,61.05,130.0,101.46,42.16,39.53,0,82.44,0.95
2022-10,Components,Connectivity Module,2,158.22,29.85,45.7,130.0,101.46,40.98,79.05,0,100.0,1.02
2022-10,Components,Connectivity Module,9,180.0,22.72,59.75,130.0,101.46,40.2,39.53,0,98.92,1.12
2022-10,Components,Connectivity Module,10,139.8,11.87,56.75,130.0,101.46,39.52,39.53,0,83.6,0.95
2022-10,Industrial Tech,Industrial Scanner,1,146.96,22.29,50.81,130.0,101.46,40.95,39.53,0,87.55,1.06
2022-10,IT Devices,Laptop Pro,2,144.08,21.36,57.34,130.0,101.46,41.77,158.1,0,98.75,1.02
2022-10,IT Devices,Laptop Pro,3,169.13,22.03,46.23,130.0,101.46,39.93,79.05,0,100.0,1.09
2022-10,IT Devices,Laptop Pro,7,142.16,26.6,58.06,130.0,101.46,41.28,0.0,0,74.9,1.04
2022-10,IT Devices,Laptop Standard,6,146.79,19.44,63.84,130.0,101.46,41.0,158.1,0,98.52,1.14
2022-10,IT Devices,Laptop Standard,8,133.31,17.9,37.85,130.0,101.46,41.57,0.0,0,75.76,1.07
2022-10,Legacy Products,Legacy Workstation,8,98.23,30.54,52.46,130.0,101.46,40.28,118.58,0,81.71,1.07
2022-10,Medical Devices,Medical Sensor,9,179.21,35.73,51.06,130.0,101.46,40.71,79.05,0,100.0,1.12
2022-10,Medical Devices,Monitoring Device,7,149.94,29.25,48.31,130.0,101.46,42.97,39.53,0,88.99,1.04
2022-10,Services,Service Contract,7,159.93,30.53,50.79,130.0,101.46,40.98,39.53,0,92.74,1.04
2022-10,IT Devices,Tablet Enterprise,10,138.46,16.01,57.48,130.0,101.46,40.5,79.05,0,91.84,0.95
2022-11,Components,Connectivity Module,1,175.03,4.23,51.9,130.0,102.74,40.5,231.66,0,100.0,1.06
2022-11,Components,Connectivity Module,3,180.0,0.0,53.69,130.0,102.74,41.59,231.66,0,100.0,1.09
2022-11,Components,Connectivity Module,8,180.0,0.0,63.59,130.0,102.74,41.95,77.22,0,100.0,1.07
2022-11,IT Devices,Laptop Pro,4,137.77,-20.11,74.29,130.0,102.74,39.86,154.44,0,92.78,1.01
2022-11,IT Devices,Laptop Standard,4,119.95,1.96,59.52,130.0,102.74,41.89,0.0,0,65.6,1.01
2022-11,IT Devices,Laptop Standard,5,117.68,6.84,64.89,130.0,102.74,40.45,154.44,0,86.73,0.97
2022-11,IT Devices,Laptop Standard,9,158.18,8.83,63.78,130.0,102.74,41.65,154.44,0,100.0,1.12
2022-11,Legacy Products,Legacy Workstation,2,82.39,-3.01,59.37,130.0,102.74,39.75,77.22,0,68.69,1.02
2022-11,Legacy Products,Legacy Workstation,7,87.24,7.03,49.26,130.0,102.74,40.7,38.61,0,63.84,1.04
2022-11,Medical Devices,Medical Sensor,3,158.14,-4.4,56.14,130.0,102.74,41.45,38.61,1,90.57,1.09
2022-11,Medical Devices,Medical Sensor,5,147.4,-0.11,61.17,130.0,102.74,41.73,0.0,0,76.24,0.97
2022-11,Medical Devices,Medical Sensor,9,180.0,0.44,52.52,130.0,102.74,41.7,154.44,0,100.0,1.12
2022-11,Medical Devices,Monitoring Device,1,153.94,21.69,42.73,130.0,102.74,40.87,300.0,0,100.0,1.06
2022-11,Medical Devices,Monitoring Device,4,137.34,-0.4,49.36,130.0,102.74,40.42,193.05,0,98.01,1.01
2022-11,Medical Devices,Monitoring Device,10,128.47,-13.01,50.39,130.0,102.74,41.59,77.22,0,88.82,0.95
2022-11,Services,Service Contract,3,180.0,6.61,39.94,130.0,102.74,41.01,38.61,0,100.0,1.09
2022-11,Services,Service Contract,8,178.87,-0.63,51.03,130.0,102.74,42.67,0.0,0,90.92,1.07
2022-11,Services,Service Contract,9,180.0,0.0,50.03,130.0,102.74,40.27,0.0,0,91.95,1.12
2022-11,IT Devices,Tablet Enterprise,3,180.0,3.15,60.52,130.0,102.74,41.03,0.0,0,89.53,1.09
2022-11,IT Devices,Tablet Enterprise,7,163.63,4.68,42.13,130.0,102.74,40.75,0.0,0,87.07,1.04
2022-12,Accessories,Accessory Kit,1,144.98,2.19,62.95,130.0,100.83,40.98,210.97,0,98.0,1.06
2022-12,Accessories,Accessory Kit,5,125.79,-3.89,59.89,130.0,100.83,40.06,42.19,0,77.84,0.97
2022-12,Accessories,Accessory Kit,6,170.13,0.29,55.6,130.0,100.83,41.36,84.39,0,100.0,1.14
2022-12,Components,Connectivity Module,2,172.8,3.91,49.43,130.0,100.83,40.92,168.78,0,100.0,1.02
2022-12,Components,Connectivity Module,9,180.0,0.0,43.82,130.0,100.83,40.31,84.39,0,100.0,1.12
2022-12,Industrial Tech,Industrial Scanner,1,156.58,4.16,52.47,130.0,100.83,41.05,210.97,0,100.0,1.06
2022-12,IT Devices,Laptop Pro,2,142.3,-2.15,53.83,130.0,100.83,39.93,126.58,0,99.09,1.02
2022-12,IT Devices,Laptop Pro,9,179.02,7.26,68.41,130.0,100.83,40.06,0.0,0,87.55,1.12
2022-12,IT Devices,Laptop Standard,5,121.75,3.46,68.37,130.0,100.83,40.53,84.39,0,83.99,0.97
2022-12,Legacy Products,Legacy Workstation,3,99.5,8.62,51.48,130.0,100.83,41.71,42.19,0,68.92,1.09
2022-12,Legacy Products,Legacy Workstation,5,74.25,-5.06,60.9,130.0,100.83,48.4,0.0,0,46.04,0.97
2022-12,Legacy Products,Legacy Workstation,8,91.06,-10.4,60.48,130.0,100.83,40.98,42.19,0,63.67,1.07
2022-12,Medical Devices,Medical Sensor,9,180.0,0.0,55.23,130.0,100.83,40.38,126.58,0,100.0,1.12
2022-12,Medical Devices,Monitoring Device,8,157.43,-12.54,65.71,130.0,100.83,40.97,0.0,0,79.37,1.07
2022-12,Services,Service Contract,2,158.15,-8.46,50.7,130.0,100.83,40.82,42.19,0,92.69,1.02
2022-12,Services,Service Contract,9,180.0,0.0,47.57,130.0,100.83,41.83,84.39,0,100.0,1.12
2022-12,IT Devices,Tablet Enterprise,4,149.48,2.4,60.53,130.0,100.83,45.55,253.16,0,99.64,1.01
2022-12,IT Devices,Tablet Enterprise,5,141.29,-3.11,53.07,130.0,100.83,41.39,42.19,0,85.34,0.97
2022-12,IT Devices,Tablet Enterprise,9,180.0,0.0,64.78,130.0,100.83,40.4,168.78,0,100.0,1.12
2023-01,Accessories,Accessory Kit,2,107.69,-22.69,47.43,100.0,103.04,39.45,76.05,0,81.22,1.02
2023-01,Accessories,Accessory Kit,3,128.19,-22.04,45.16,100.0,103.04,40.63,190.11,0,95.25,1.09
2023-01,Accessories,Accessory Kit,6,140.95,-17.15,56.03,100.0,103.04,41.77,152.09,0,97.79,1.14
2023-01,Components,Connectivity Module,1,152.55,-13.13,44.63,100.0,103.04,39.27,190.11,0,100.0,1.06
2023-01,Components,Connectivity Module,8,148.13,-17.04,50.8,100.0,103.04,52.54,76.05,0,94.68,1.07
2023-01,Industrial Tech,Industrial Scanner,3,130.69,-7.13,58.14,100.0,103.04,46.32,0.0,0,69.54,1.09
2023-01,IT Devices,Laptop Pro,6,146.38,-16.35,53.24,100.0,103.04,40.87,38.02,0,86.45,1.14
2023-01,IT Devices,Laptop Pro,8,147.63,-13.11,48.96,100.0,103.04,39.29,76.05,0,96.88,1.07
2023-01,IT Devices,Laptop Standard,7,111.26,-9.3,63.91,100.0,103.04,40.46,0.0,0,61.37,1.04
2023-01,Legacy Products,Legacy Workstation,4,57.22,-34.04,60.02,100.0,103.04,42.27,76.05,0,57.83,1.01
2023-01,Legacy Products,Legacy Workstation,5,70.63,-4.88,54.24,100.0,103.04,42.18,152.09,0,69.99,0.97
2023-01,Medical Devices,Medical Sensor,1,138.97,-21.0,57.7,100.0,103.04,43.11,300.0,0,96.43,1.06
2023-01,Medical Devices,Monitoring Device,2,113.58,-18.8,63.06,100.0,103.04,39.94,152.09,0,85.57,1.02
2023-01,Services,Service Contract,1,136.19,-19.25,62.39,100.0,103.04,40.86,190.11,0,94.62,1.06
2023-01,Services,Service Contract,10,109.58,-24.87,55.93,100.0,103.04,42.01,76.05,0,79.72,0.95
2023-01,IT Devices,Tablet Enterprise,3,131.74,-19.93,55.57,100.0,103.04,40.59,114.07,1,94.38,1.09
2023-02,Accessories,Accessory Kit,6,122.14,-13.35,55.48,100.0,100.1,41.43,230.41,0,90.44,1.14
2023-02,Accessories,Accessory Kit,8,121.74,4.45,55.08,100.0,100.1,41.17,46.08,0,78.0,1.07
2023-02,Accessories,Accessory Kit,9,134.42,-0.78,60.45,100.0,100.1,42.2,138.25,0,94.14,1.12
2023-02,Accessories,Accessory Kit,10,87.38,-16.65,58.71,100.0,100.1,40.34,46.08,0,63.58,0.95
2023-02,Components,Connectivity Module,1,137.95,-9.57,51.26,100.0,100.1,41.48,230.41,0,97.68,1.06
2023-02,Components,Connectivity Module,4,129.17,-5.91,65.58,100.0,100.1,40.43,46.08,0,78.77,1.01
2023-02,Components,Connectivity Module,5,120.99,-0.75,58.22,100.0,100.1,41.33,46.08,0,76.99,0.97
2023-02,Industrial Tech,Industrial Scanner,1,121.46,-4.22,59.77,100.0,100.1,40.69,184.33,0,89.33,1.06
2023-02,IT Devices,Laptop Pro,3,125.2,-4.6,53.68,100.0,100.1,40.96,92.17,0,90.32,1.09
2023-02,IT Devices,Laptop Pro,8,122.2,-17.23,51.95,100.0,100.1,41.75,46.08,0,78.79,1.07
2023-02,IT Devices,Laptop Standard,8,103.29,-12.7,46.44,100.0,100.1,41.14,92.17,0,83.13,1.07
2023-02,Medical Devices,Medical Sensor,3,139.69,3.08,54.98,100.0,100.1,40.27,46.08,0,85.34,1.09
2023-02,Medical Devices,Medical Sensor,4,131.08,4.4,60.28,100.0,100.1,40.88,92.17,0,91.24,1.01
2023-02,Medical Devices,Medical Sensor,7,126.37,1.01,51.72,100.0,100.1,42.78,92.17,0,90.95,1.04
2023-02,Medical Devices,Monitoring Device,4,116.5,2.33,51.95,100.0,100.1,42.44,138.25,0,88.8,1.01
2023-02,Medical Devices,Monitoring Device,7,111.97,-8.37,54.73,100.0,100.1,42.21,92.17,0,84.62,1.04
2023-02,Services,Service Contract,3,134.66,-8.31,45.78,100.0,100.1,42.16,92.17,0,95.67,1.09
2023-02,IT Devices,Tablet Enterprise,1,134.99,-0.33,55.9,100.0,100.1,39.69,0.0,0,72.74,1.06
2023-02,IT Devices,Tablet Enterprise,3,142.87,8.45,60.58,100.0,100.1,41.64,92.17,0,95.77,1.09
2023-02,IT Devices,Tablet Enterprise,4,111.02,-14.21,58.38,100.0,100.1,40.65,46.08,0,73.07,1.01
