cost_id,year_month,product_id,standard_unit_cost_eur,actual_unit_cost_eur,cost_variance_eur,cost_variance_pct
1744,2021-09-01,1143,619.95,659.71,39.76,0.06413420437132027
1745,2021-09-01,1144,669.36,671.66,2.3,0.0034361180829449024
1746,2021-09-01,1145,656.2,657.64,1.44,0.002194452910697958
1747,2021-09-01,1146,484.74,498.93,14.19,0.029273424928827826
1748,2021-09-01,1147,711.43,744.44,33.01,0.046399505221877066
1749,2021-09-01,1148,599.74,617.03,17.29,0.02882915930236436
1750,2021-09-01,1149,641.35,689.91,48.56,0.0757152880642395
1751,2021-09-01,1150,574.35,613.81,39.46,0.06870375206755462
1752,2021-09-01,1151,515.59,522.14,6.55,0.012703892627863225
1753,2021-09-01,1152,649.2,698.27,49.07,0.07558533579790512
1754,2021-09-01,1153,566.76,564.74,-2.02,-0.0035641188510127744
1755,2021-09-01,1154,732.7,770.54,37.84,0.05164460215640781
1756,2021-09-01,1155,549.5,545.4,-4.1,-0.00746132848043676
1757,2021-09-01,1156,485.18,484.45,-0.73,-0.001504596232326147
1758,2021-09-01,1157,466.43,460.96,-5.47,-0.011727376026413395
1759,2021-09-01,1158,724.23,734.01,9.78,0.013503997348908496
1760,2021-09-01,1159,596.2,636.32,40.12,0.06729285474672929
1761,2021-09-01,1160,48.45,51.21,2.76,0.05696594427244582
1762,2021-09-01,1161,40.63,39.55,-1.08,-0.026581343834604972
1763,2021-09-01,1162,46.57,44.66,-1.91,-0.04101352802233197
1764,2021-09-01,1163,43.86,42.94,-0.92,-0.020975832193342453
1765,2021-09-01,1164,32.02,31.14,-0.88,-0.027482823235477825
1766,2021-09-01,1165,40.06,41.65,1.59,0.039690464303544684
1767,2021-09-01,1166,39.02,41.64,2.62,0.06714505381855458
1768,2021-09-01,1167,59.2,57.87,-1.33,-0.022466216216216216
1769,2021-09-01,1168,46.28,49.41,3.13,0.06763180639585134
1770,2021-09-01,1169,50.29,48.31,-1.98,-0.03937164446211971
1771,2021-09-01,1170,37.05,39.01,1.96,0.052901484480431846
1772,2021-09-01,1171,32.85,32.53,-0.32,-0.00974124809741248
1773,2021-09-01,1172,48.09,45.69,-2.4,-0.049906425452276984
1774,2021-09-01,1173,47.28,46.32,-0.96,-0.02030456852791878
1775,2021-09-01,1174,44.81,45.0,0.19,0.004240124972104441
1776,2021-09-01,1175,43.41,45.67,2.26,0.05206173692697535
1777,2021-09-01,1176,39.89,40.69,0.8,0.02005515166708448
1778,2021-09-01,1177,54.76,52.91,-1.85,-0.033783783783783786
1779,2021-09-01,1178,39.88,42.93,3.05,0.07647943831494483
1780,2021-09-01,1179,43.84,42.57,-1.27,-0.02896897810218978
1781,2021-09-01,1180,75.7,73.13,-2.57,-0.03394980184940555
1782,2021-09-01,1181,78.3,76.9,-1.4,-0.017879948914431672
1783,2021-09-01,1182,103.52,102.04,-1.48,-0.0142967542503864
1784,2021-09-01,1183,111.03,110.55,-0.48,-0.004323155903809781
1785,2021-09-01,1184,89.85,85.62,-4.23,-0.04707846410684474
1786,2021-09-01,1185,79.18,83.48,4.3,0.054306643091689824
1787,2021-09-01,1186,78.14,76.07,-2.07,-0.026490913744561043
1788,2021-09-01,1187,119.33,119.38,0.05,0.0004190061174893153
1789,2021-09-01,1188,84.74,89.46,4.72,0.05569978758555582
1790,2021-09-01,1189,85.23,83.72,-1.51,-0.017716766396808636
1791,2021-09-01,1190,57.52,58.44,0.92,0.015994436717663423
1792,2021-09-01,1191,66.59,68.84,2.25,0.033788857185763625
1793,2021-09-01,1192,105.73,101.83,-3.9,-0.03688640877707368
1794,2021-09-01,1193,98.43,94.61,-3.82,-0.038809306105862036
1795,2021-09-01,1194,122.08,119.31,-2.77,-0.022690039318479686
1796,2021-09-01,1195,80.38,86.41,6.03,0.0750186613585469
1797,2021-09-01,1196,94.52,90.75,-3.77,-0.03988573846804909
1798,2021-09-01,1197,98.71,100.45,1.74,0.017627393374531456
1799,2021-09-01,1198,106.87,105.44,-1.43,-0.013380742958734912
1800,2021-09-01,1199,112.24,110.44,-1.8,-0.016037063435495366
1801,2021-10-01,1000,716.16,709.03,-7.13,-0.009955875781948169
1802,2021-10-01,1001,713.28,739.5,26.22,0.036759757738896365
1803,2021-10-01,1002,738.88,797.4,58.52,0.07920095279341706
1804,2021-10-01,1003,739.67,757.84,18.17,0.024565008720104912
1805,2021-10-01,1004,763.59,814.53,50.94,0.0667111931795859
1806,2021-10-01,1005,834.49,834.12,-0.37,-0.0004433845821999065
1807,2021-10-01,1006,696.97,749.37,52.4,0.07518257600757565
1808,2021-10-01,1007,1005.94,1057.1,51.16,0.05085790404994334
1809,2021-10-01,1008,686.99,668.08,-18.91,-0.027525873739064614
1810,2021-10-01,1009,590.12,597.04,6.92,0.01172642852301227
1811,2021-10-01,1010,539.8,513.7,-26.1,-0.04835124120044461
1812,2021-10-01,1011,671.15,668.54,-2.61,-0.0038888475005587424
1813,2021-10-01,1012,738.55,786.96,48.41,0.06554735630627581
1814,2021-10-01,1013,567.25,577.66,10.41,0.018351696782723668
1815,2021-10-01,1014,594.19,614.25,20.06,0.03376024503946549
1816,2021-10-01,1015,517.51,493.76,-23.75,-0.04589283298873452
1817,2021-10-01,1016,706.71,755.41,48.7,0.0689108686731474
1818,2021-10-01,1017,777.53,741.01,-36.52,-0.04696924877496688
1819,2021-10-01,1018,558.2,592.4,34.2,0.061268362594052314
1820,2021-10-01,1019,607.47,637.26,29.79,0.04903945873870315
1821,2021-10-01,1020,533.23,508.23,-25.0,-0.04688408379123455
1822,2021-10-01,1021,363.4,350.09,-13.31,-0.03662630709961475
1823,2021-10-01,1022,470.07,463.22,-6.85,-0.014572297742889357
1824,2021-10-01,1023,437.38,468.47,31.09,0.07108235401710183
1825,2021-10-01,1024,398.55,384.0,-14.55,-0.03650733910425292
1826,2021-10-01,1025,391.8,404.92,13.12,0.03348647269014803
1827,2021-10-01,1026,406.6,388.2,-18.4,-0.04525332021642892
1828,2021-10-01,1027,578.12,578.92,0.8,0.0013837957517470422
1829,2021-10-01,1028,486.0,499.17,13.17,0.027098765432098767
1830,2021-10-01,1029,513.23,553.59,40.36,0.07863920659353506
1831,2021-10-01,1030,391.54,403.74,12.2,0.031159013127649793
1832,2021-10-01,1031,520.99,562.4,41.41,0.07948329142593907
1833,2021-10-01,1032,471.19,501.33,30.14,0.06396570385619389
1834,2021-10-01,1033,532.47,565.41,32.94,0.06186264014874077
1835,2021-10-01,1034,469.29,492.07,22.78,0.04854141362483752
1836,2021-10-01,1035,524.87,527.96,3.09,0.005887172061653362
1837,2021-10-01,1036,424.99,424.58,-0.41,-0.0009647285818489846
1838,2021-10-01,1037,554.96,530.72,-24.24,-0.04367882369900533
1839,2021-10-01,1038,371.88,358.81,-13.07,-0.035145745939550395
1840,2021-10-01,1039,605.76,631.09,25.33,0.04181524035921817
1841,2021-10-01,1040,260.78,257.66,-3.12,-0.011964107676969093
1842,2021-10-01,1041,251.57,263.64,12.07,0.04797869380291768
1843,2021-10-01,1042,311.4,321.56,10.16,0.03262684649967887
1844,2021-10-01,1043,321.32,320.03,-1.29,-0.0040146894061994275
1845,2021-10-01,1044,270.19,286.72,16.53,0.06117917021355342
1846,2021-10-01,1045,278.6,272.93,-5.67,-0.02035175879396985
1847,2021-10-01,1046,350.17,370.5,20.33,0.05805751492132393
1848,2021-10-01,1047,274.54,271.08,-3.46,-0.012602899395352226
1849,2021-10-01,1048,298.06,305.24,7.18,0.024089109575253304
1850,2021-10-01,1049,416.73,437.99,21.26,0.051016245530679336
1851,2021-10-01,1050,301.91,305.8,3.89,0.012884634493723296
1852,2021-10-01,1051,289.55,289.93,0.38,0.0013123812812985667
1853,2021-10-01,1052,276.85,290.58,13.73,0.04959364276684125
1854,2021-10-01,1053,369.62,378.93,9.31,0.025188030950706132
1855,2021-10-01,1054,346.67,349.36,2.69,0.007759540773646407
1856,2021-10-01,1055,303.26,303.7,0.44,0.0014509002176350326
1857,2021-10-01,1056,260.83,251.27,-9.56,-0.036652225587547445
1858,2021-10-01,1057,312.78,335.59,22.81,0.07292665771468763
1859,2021-10-01,1058,267.74,276.75,9.01,0.03365205049675058
1860,2021-10-01,1059,289.47,300.9,11.43,0.03948595709399938
1861,2021-10-01,1060,68.77,72.74,3.97,0.05772866075323542
1862,2021-10-01,1061,145.96,140.42,-5.54,-0.03795560427514388
1863,2021-10-01,1062,118.01,112.6,-5.41,-0.04584357257859503
1864,2021-10-01,1063,88.65,90.5,1.85,0.02086858432036097
1865,2021-10-01,1064,83.48,83.53,0.05,0.0005989458552946812
1866,2021-10-01,1065,89.03,89.07,0.04,0.0004492867572728293
1867,2021-10-01,1066,93.04,98.78,5.74,0.0616938950988822
1868,2021-10-01,1067,97.46,102.54,5.08,0.052123948286476506
1869,2021-10-01,1068,116.45,116.33,-0.12,-0.0010304851867754402
1870,2021-10-01,1069,104.31,102.04,-2.27,-0.02176205541175343
1871,2021-10-01,1070,119.92,121.29,1.37,0.011424282855236825
1872,2021-10-01,1071,95.65,98.2,2.55,0.026659696811291166
1873,2021-10-01,1072,126.4,129.69,3.29,0.026028481012658228
1874,2021-10-01,1073,87.12,90.15,3.03,0.03477961432506887
1875,2021-10-01,1074,98.32,105.76,7.44,0.07567127746135069
1876,2021-10-01,1075,152.44,161.06,8.62,0.05654683810023616
1877,2021-10-01,1076,106.54,104.41,-2.13,-0.019992491083161253
1878,2021-10-01,1077,151.13,156.8,5.67,0.03751736915238536
1879,2021-10-01,1078,108.12,107.3,-0.82,-0.007584165741768406
1880,2021-10-01,1079,93.45,95.34,1.89,0.020224719101123594
1881,2021-10-01,1080,572.86,551.28,-21.58,-0.03767063505917676
1882,2021-10-01,1081,497.47,534.69,37.22,0.07481858202504674
1883,2021-10-01,1082,518.99,499.33,-19.66,-0.03788126938862021
1884,2021-10-01,1083,588.39,571.18,-17.21,-0.029249307432145346
1885,2021-10-01,1084,385.09,410.57,25.48,0.06616635072320756
1886,2021-10-01,1085,465.05,477.77,12.72,0.027351897645414472
1887,2021-10-01,1086,397.69,412.68,14.99,0.03769267519927582
1888,2021-10-01,1087,308.4,294.83,-13.57,-0.04400129701686122
1889,2021-10-01,1088,711.97,762.63,50.66,0.07115468348385466
1890,2021-10-01,1089,306.87,319.68,12.81,0.0417440610030306
1891,2021-10-01,1090,398.08,416.37,18.29,0.045945538585209
1892,2021-10-01,1091,465.12,450.73,-14.39,-0.030938252493980047
1893,2021-10-01,1092,436.54,432.96,-3.58,-0.008200852155587118
1894,2021-10-01,1093,400.78,395.63,-5.15,-0.012849942611906782
1895,2021-10-01,1094,459.34,439.61,-19.73,-0.042952932468324115
1896,2021-10-01,1095,493.54,506.82,13.28,0.02690764679661223
1897,2021-10-01,1096,510.67,502.07,-8.6,-0.016840621144770595
1898,2021-10-01,1097,432.05,455.06,23.01,0.053257724800370325
1899,2021-10-01,1098,371.27,353.28,-17.99,-0.048455302071268885
1900,2021-10-01,1099,552.85,595.79,42.94,0.07767025413765036
1901,2021-10-01,1100,849.65,904.57,54.92,0.0646383805096216
1902,2021-10-01,1101,854.76,817.58,-37.18,-0.043497589966774296
1903,2021-10-01,1102,1078.05,1056.22,-21.83,-0.020249524604610176
1904,2021-10-01,1103,1145.21,1157.58,12.37,0.010801512386374551
1905,2021-10-01,1104,863.47,877.53,14.06,0.0162831366463224
1906,2021-10-01,1105,892.26,892.96,0.7,0.0007845246901127474
1907,2021-10-01,1106,909.5,950.26,40.76,0.04481583287520616
1908,2021-10-01,1107,868.24,912.78,44.54,0.051299179950244175
1909,2021-10-01,1108,967.87,1004.38,36.51,0.037722008120925334
1910,2021-10-01,1109,983.72,969.27,-14.45,-0.014689139185947222
1911,2021-10-01,1110,765.67,809.8,44.13,0.05763579610014758
1912,2021-10-01,1111,1191.41,1173.42,-17.99,-0.015099755751588454
1913,2021-10-01,1112,826.69,797.16,-29.53,-0.03572076594612249
1914,2021-10-01,1113,884.59,913.33,28.74,0.032489627963237205
1915,2021-10-01,1114,1174.3,1148.89,-25.41,-0.02163842289023248
1916,2021-10-01,1115,931.28,977.86,46.58,0.05001718065458294
1917,2021-10-01,1116,935.26,901.02,-34.24,-0.036610140495691036
1918,2021-10-01,1117,1005.37,1071.05,65.68,0.06532918229109681
1919,2021-10-01,1118,838.54,870.34,31.8,0.037923056741479236
1920,2021-10-01,1119,809.79,837.33,27.54,0.03400881710072982
1921,2021-10-01,1120,63.44,61.6,-1.84,-0.029003783102143757
1922,2021-10-01,1121,64.43,67.02,2.59,0.040198665218066115
1923,2021-10-01,1122,47.81,50.79,2.98,0.0623300564735411
1924,2021-10-01,1123,55.22,59.29,4.07,0.07370517928286853
1925,2021-10-01,1124,51.06,52.25,1.19,0.023305914610262435
1926,2021-10-01,1125,60.85,59.46,-1.39,-0.0228430566967954
1927,2021-10-01,1126,54.91,58.68,3.77,0.06865780367874703
1928,2021-10-01,1127,45.56,44.28,-1.28,-0.028094820017559263
1929,2021-10-01,1128,69.15,70.31,1.16,0.016775126536514823
1930,2021-10-01,1129,37.72,38.88,1.16,0.030752916224814422
1931,2021-10-01,1130,49.63,53.28,3.65,0.07354422728188596
1932,2021-10-01,1131,62.49,64.04,1.55,0.024803968634981598
1933,2021-10-01,1132,67.8,67.22,-0.58,-0.00855457227138643
1934,2021-10-01,1133,52.53,53.39,0.86,0.016371597182562345
1935,2021-10-01,1134,73.86,71.14,-2.72,-0.036826428378012456
1936,2021-10-01,1135,53.99,52.7,-1.29,-0.023893313576588256
1937,2021-10-01,1136,51.55,49.04,-2.51,-0.0486905916585839
1938,2021-10-01,1137,48.72,52.21,3.49,0.07163382594417077
1939,2021-10-01,1138,47.29,50.2,2.91,0.061535208289278914
1940,2021-10-01,1139,56.19,55.58,-0.61,-0.010856024203594945
1941,2021-10-01,1140,661.93,699.69,37.76,0.05704530690556403
1942,2021-10-01,1141,596.51,611.87,15.36,0.025749777874637475
1943,2021-10-01,1142,580.45,573.28,-7.17,-0.012352485140839004
1944,2021-10-01,1143,618.57,654.38,35.81,0.057891588664177054
1945,2021-10-01,1144,683.14,675.26,-7.88,-0.011534970869807067
1946,2021-10-01,1145,637.64,653.86,16.22,0.025437550969198922
1947,2021-10-01,1146,509.05,499.45,-9.6,-0.018858658285040762
1948,2021-10-01,1147,703.95,755.99,52.04,0.0739257049506357
1949,2021-10-01,1148,587.74,590.56,2.82,0.004798039949637595
1950,2021-10-01,1149,650.06,630.47,-19.59,-0.030135679783404607
1951,2021-10-01,1150,529.41,507.26,-22.15,-0.04183902835231673
1952,2021-10-01,1151,511.79,529.54,17.75,0.03468219386857891
1953,2021-10-01,1152,672.14,679.7,7.56,0.011247656738179545
1954,2021-10-01,1153,548.89,569.17,20.28,0.036947293628960265
1955,2021-10-01,1154,731.97,783.53,51.56,0.07044004535705015
1956,2021-10-01,1155,582.05,598.52,16.47,0.028296538098101537
1957,2021-10-01,1156,472.1,454.59,-17.51,-0.037089599661088754
1958,2021-10-01,1157,483.86,504.65,20.79,0.042966973918075475
1959,2021-10-01,1158,702.48,693.27,-9.21,-0.013110693542876665
1960,2021-10-01,1159,591.56,589.31,-2.25,-0.0038035026032862264
1961,2021-10-01,1160,49.65,49.39,-0.26,-0.0052366565961732125
1962,2021-10-01,1161,41.27,40.51,-0.76,-0.018415313787254663
1963,2021-10-01,1162,45.27,44.99,-0.28,-0.006185111552904793
1964,2021-10-01,1163,45.74,48.37,2.63,0.057498906864888503
1965,2021-10-01,1164,31.67,32.05,0.38,0.011998736975055256
1966,2021-10-01,1165,41.65,40.32,-1.33,-0.031932773109243695
1967,2021-10-01,1166,37.04,35.44,-1.6,-0.04319654427645788
1968,2021-10-01,1167,57.03,60.69,3.66,0.06417674907943188
1969,2021-10-01,1168,45.66,44.22,-1.44,-0.03153745072273324
1970,2021-10-01,1169,51.95,54.52,2.57,0.0494706448508181
1971,2021-10-01,1170,36.99,36.47,-0.52,-0.014057853473911868
1972,2021-10-01,1171,32.94,35.17,2.23,0.06769884638737098
1973,2021-10-01,1172,48.01,46.57,-1.44,-0.029993751301812123
1974,2021-10-01,1173,48.16,48.47,0.31,0.00643687707641196
1975,2021-10-01,1174,46.23,44.51,-1.72,-0.03720527795803591
1976,2021-10-01,1175,43.48,43.94,0.46,0.010579576816927323
1977,2021-10-01,1176,40.67,41.98,1.31,0.03221047455126629
1978,2021-10-01,1177,56.72,60.39,3.67,0.06470380818053596
1979,2021-10-01,1178,39.92,41.84,1.92,0.04809619238476954
1980,2021-10-01,1179,41.81,42.53,0.72,0.017220760583592443
1981,2021-10-01,1180,75.3,76.8,1.5,0.0199203187250996
1982,2021-10-01,1181,77.6,76.35,-1.25,-0.01610824742268041
1983,2021-10-01,1182,103.89,111.43,7.54,0.07257676388487824
1984,2021-10-01,1183,115.05,117.28,2.23,0.019382877009995653
1985,2021-10-01,1184,93.51,100.48,6.97,0.07453748262217945
1986,2021-10-01,1185,79.45,85.53,6.08,0.07652611705475142
1987,2021-10-01,1186,80.32,82.01,1.69,0.021040836653386453
1988,2021-10-01,1187,118.35,115.91,-2.44,-0.020616814533164343
1989,2021-10-01,1188,84.8,90.42,5.62,0.06627358490566038
1990,2021-10-01,1189,86.92,83.97,-2.95,-0.03393925448688449
1991,2021-10-01,1190,56.09,59.01,2.92,0.05205919058655732
1992,2021-10-01,1191,66.35,70.14,3.79,0.05712132629992464
1993,2021-10-01,1192,105.73,113.06,7.33,0.06932753239383335
1994,2021-10-01,1193,99.28,100.0,0.72,0.007252215954875101
1995,2021-10-01,1194,118.97,113.16,-5.81,-0.04883584096831134
1996,2021-10-01,1195,81.64,80.04,-1.6,-0.019598236158745713
1997,2021-10-01,1196,98.99,106.12,7.13,0.07202747752298212
1998,2021-10-01,1197,99.65,100.65,1.0,0.010035122930255895
1999,2021-10-01,1198,109.3,106.2,-3.1,-0.028362305580969808
2000,2021-10-01,1199,106.61,107.59,0.98,0.009192383453709783
2001,2021-11-01,1000,732.3,717.67,-14.63,-0.019978151030998224
2002,2021-11-01,1001,678.84,698.11,19.27,0.028386659595781037
2003,2021-11-01,1002,754.2,726.91,-27.29,-0.03618403606470432
2004,2021-11-01,1003,775.13,745.1,-30.03,-0.03874188845742005
2005,2021-11-01,1004,767.36,820.24,52.88,0.0689115929941618
2006,2021-11-01,1005,872.46,845.79,-26.67,-0.030568736675606903
2007,2021-11-01,1006,687.23,652.93,-34.3,-0.049910510309503366
2008,2021-11-01,1007,995.18,991.77,-3.41,-0.003426515806185816
2009,2021-11-01,1008,665.75,688.96,23.21,0.03486293653773939
2010,2021-11-01,1009,561.53,560.16,-1.37,-0.0024397627909461647
2011,2021-11-01,1010,537.42,567.22,29.8,0.0554501135052659
2012,2021-11-01,1011,675.2,643.13,-32.07,-0.047497037914691946
2013,2021-11-01,1012,779.07,821.78,42.71,0.054821774680067256
2014,2021-11-01,1013,551.17,552.5,1.33,0.0024130486056933432
2015,2021-11-01,1014,576.66,586.11,9.45,0.01638747268754552
2016,2021-11-01,1015,542.48,536.19,-6.29,-0.011594897507742221
2017,2021-11-01,1016,716.34,740.87,24.53,0.03424351564899349
2018,2021-11-01,1017,771.31,829.81,58.5,0.07584499098935576
2019,2021-11-01,1018,574.07,618.16,44.09,0.07680248053373281
2020,2021-11-01,1019,610.9,641.73,30.83,0.050466524799476185
2021,2021-11-01,1020,522.87,560.99,38.12,0.07290531107158567
2022,2021-11-01,1021,384.98,413.56,28.58,0.0742376227336485
2023,2021-11-01,1022,513.93,492.61,-21.32,-0.04148424882766136
2024,2021-11-01,1023,427.15,422.25,-4.9,-0.011471380077256232
2025,2021-11-01,1024,408.17,431.34,23.17,0.05676556336820442
2026,2021-11-01,1025,413.74,394.9,-18.84,-0.045535843766616714
2027,2021-11-01,1026,413.23,426.77,13.54,0.03276625608014907
2028,2021-11-01,1027,613.63,623.93,10.3,0.016785359255577465
2029,2021-11-01,1028,455.01,451.42,-3.59,-0.00788993648491242
2030,2021-11-01,1029,492.33,495.79,3.46,0.007027806552515589
2031,2021-11-01,1030,383.06,390.56,7.5,0.01957917819662716
2032,2021-11-01,1031,528.96,508.77,-20.19,-0.03816923774954628
2033,2021-11-01,1032,456.34,468.38,12.04,0.026383836613051673
2034,2021-11-01,1033,515.5,536.19,20.69,0.040135790494665376
2035,2021-11-01,1034,472.12,507.87,35.75,0.07572227399813607
2036,2021-11-01,1035,535.58,513.54,-22.04,-0.04115164867993577
2037,2021-11-01,1036,421.05,433.26,12.21,0.028998931243320272
2038,2021-11-01,1037,565.0,563.02,-1.98,-0.003504424778761062
2039,2021-11-01,1038,382.72,391.37,8.65,0.022601379598662208
2040,2021-11-01,1039,637.57,661.1,23.53,0.03690575152532271
2041,2021-11-01,1040,259.59,248.92,-10.67,-0.04110327824646558
2042,2021-11-01,1041,248.3,254.43,6.13,0.02468787756745872
2043,2021-11-01,1042,306.77,312.26,5.49,0.01789614369071291
2044,2021-11-01,1043,332.11,349.76,17.65,0.05314504230526031
2045,2021-11-01,1044,272.66,292.71,20.05,0.07353480525196215
2046,2021-11-01,1045,276.62,293.58,16.96,0.06131154652592003
2047,2021-11-01,1046,351.32,340.91,-10.41,-0.029631105544802458
2048,2021-11-01,1047,265.03,263.02,-2.01,-0.007584047089008792
2049,2021-11-01,1048,306.32,319.52,13.2,0.043092191172629926
2050,2021-11-01,1049,417.11,404.52,-12.59,-0.030183884347054733
2051,2021-11-01,1050,290.16,275.92,-14.24,-0.049076371657016817
2052,2021-11-01,1051,292.88,291.37,-1.51,-0.0051556951652553945
2053,2021-11-01,1052,266.39,287.68,21.29,0.07992041743308682
2054,2021-11-01,1053,385.3,374.01,-11.29,-0.029301842719958473
2055,2021-11-01,1054,336.51,348.7,12.19,0.036224777866928175
2056,2021-11-01,1055,284.39,284.37,-0.02,-7.03259608284398e-05
2057,2021-11-01,1056,280.48,276.76,-3.72,-0.013262977752424415
2058,2021-11-01,1057,289.0,309.25,20.25,0.07006920415224914
2059,2021-11-01,1058,265.95,257.37,-8.58,-0.032261703327693174
2060,2021-11-01,1059,290.93,283.6,-7.33,-0.02519506410476747
2061,2021-11-01,1060,73.21,70.32,-2.89,-0.03947548149159951
2062,2021-11-01,1061,147.07,140.14,-6.93,-0.04712041884816754
2063,2021-11-01,1062,109.19,105.42,-3.77,-0.03452697133437128
2064,2021-11-01,1063,89.54,94.21,4.67,0.052155461246370334
2065,2021-11-01,1064,88.06,90.63,2.57,0.029184646831705654
2066,2021-11-01,1065,81.51,78.13,-3.38,-0.04146730462519936
2067,2021-11-01,1066,92.79,95.66,2.87,0.030930057118223945
2068,2021-11-01,1067,91.75,93.49,1.74,0.01896457765667575
2069,2021-11-01,1068,113.01,111.79,-1.22,-0.010795504822582073
2070,2021-11-01,1069,108.09,111.2,3.11,0.028772319363493386
2071,2021-11-01,1070,126.13,132.32,6.19,0.049076349797827636
2072,2021-11-01,1071,99.13,104.22,5.09,0.05134671643296681
2073,2021-11-01,1072,122.56,131.8,9.24,0.07539164490861619
2074,2021-11-01,1073,81.67,85.98,4.31,0.052773356189543284
2075,2021-11-01,1074,98.36,103.85,5.49,0.055815372102480686
2076,2021-11-01,1075,152.71,152.62,-0.09,-0.0005893523672320083
2077,2021-11-01,1076,112.46,106.95,-5.51,-0.048995198292726305
2078,2021-11-01,1077,147.38,153.99,6.61,0.04485004749626815
2079,2021-11-01,1078,107.92,115.17,7.25,0.06717939214232765
2080,2021-11-01,1079,87.24,84.74,-2.5,-0.02865657955066483
2081,2021-11-01,1080,608.73,637.45,28.72,0.04718019483186306
2082,2021-11-01,1081,485.07,498.66,13.59,0.028016574927330076
2083,2021-11-01,1082,536.46,574.12,37.66,0.07020094694851434
2084,2021-11-01,1083,581.35,586.77,5.42,0.009323127203921906
2085,2021-11-01,1084,413.42,413.54,0.12,0.0002902617193169174
2086,2021-11-01,1085,448.78,458.76,9.98,0.022238067650073533
2087,2021-11-01,1086,414.47,426.63,12.16,0.029338673486621468
2088,2021-11-01,1087,304.37,309.48,5.11,0.016788776817688998
2089,2021-11-01,1088,721.23,696.61,-24.62,-0.03413612855815759
2090,2021-11-01,1089,309.77,311.02,1.25,0.004035251961132453
2091,2021-11-01,1090,376.93,379.63,2.7,0.007163133738359907
2092,2021-11-01,1091,482.67,480.43,-2.24,-0.004640851927818178
2093,2021-11-01,1092,432.1,465.76,33.66,0.07789863457532978
2094,2021-11-01,1093,391.94,386.98,-4.96,-0.012654998214012348
2095,2021-11-01,1094,454.87,449.36,-5.51,-0.012113351067337921
2096,2021-11-01,1095,487.06,524.69,37.63,0.07725947521865889
2097,2021-11-01,1096,513.02,544.06,31.04,0.06050446376359596
2098,2021-11-01,1097,423.14,407.77,-15.37,-0.036323675379307085
2099,2021-11-01,1098,381.87,389.54,7.67,0.02008536936653835
2100,2021-11-01,1099,534.56,528.82,-5.74,-0.01073780305297815
2101,2021-11-01,1100,850.51,864.53,14.02,0.016484227110792348
2102,2021-11-01,1101,876.43,927.75,51.32,0.058555731775498325
2103,2021-11-01,1102,1111.17,1110.1,-1.07,-0.0009629489637049236
2104,2021-11-01,1103,1125.17,1207.79,82.62,0.0734289040767173
2105,2021-11-01,1104,864.93,874.76,9.83,0.011365081567294462
2106,2021-11-01,1105,958.62,994.5,35.88,0.03742880390561432
2107,2021-11-01,1106,887.57,943.74,56.17,0.06328514934033372
2108,2021-11-01,1107,878.42,900.73,22.31,0.02539787345461169
2109,2021-11-01,1108,983.12,1024.85,41.73,0.042446496867116934
2110,2021-11-01,1109,952.9,981.58,28.68,0.030097596809738694
2111,2021-11-01,1110,775.17,830.36,55.19,0.07119728575667272
2112,2021-11-01,1111,1173.69,1125.46,-48.23,-0.0410926224130733
2113,2021-11-01,1112,829.25,824.87,-4.38,-0.005281881217968043
2114,2021-11-01,1113,913.57,958.93,45.36,0.04965136771128649
2115,2021-11-01,1114,1182.1,1128.71,-53.39,-0.045165383639286016
2116,2021-11-01,1115,926.52,940.6,14.08,0.015196649829469413
2117,2021-11-01,1116,926.55,987.37,60.82,0.06564135772489342
2118,2021-11-01,1117,962.6,1009.81,47.21,0.04904425514232288
2119,2021-11-01,1118,844.22,839.26,-4.96,-0.005875245789012343
2120,2021-11-01,1119,807.39,773.11,-34.28,-0.04245779610844821
2121,2021-11-01,1120,64.04,62.91,-1.13,-0.01764522173641474
2122,2021-11-01,1121,66.88,64.68,-2.2,-0.03289473684210526
2123,2021-11-01,1122,46.99,48.95,1.96,0.0417110023409236
2124,2021-11-01,1123,57.49,61.32,3.83,0.06662028178813707
2125,2021-11-01,1124,50.5,48.17,-2.33,-0.04613861386138614
2126,2021-11-01,1125,60.97,64.68,3.71,0.060849598163030996
2127,2021-11-01,1126,53.22,51.13,-2.09,-0.03927095077038707
2128,2021-11-01,1127,45.71,48.82,3.11,0.06803762852767448
2129,2021-11-01,1128,65.33,65.3,-0.03,-0.0004592071024031838
2130,2021-11-01,1129,37.27,36.3,-0.97,-0.02602629460692246
2131,2021-11-01,1130,51.99,55.03,3.04,0.058472783227543755
2132,2021-11-01,1131,61.02,58.84,-2.18,-0.03572599147820387
2133,2021-11-01,1132,68.32,67.91,-0.41,-0.006001170960187353
2134,2021-11-01,1133,50.05,47.67,-2.38,-0.04755244755244755
2135,2021-11-01,1134,74.82,76.69,1.87,0.02499331729484095
2136,2021-11-01,1135,54.62,57.04,2.42,0.04430611497619919
2137,2021-11-01,1136,53.78,55.35,1.57,0.029193008553365565
2138,2021-11-01,1137,49.61,50.96,1.35,0.027212255593630316
2139,2021-11-01,1138,44.1,45.3,1.2,0.027210884353741496
2140,2021-11-01,1139,55.93,58.1,2.17,0.03879849812265332
2141,2021-11-01,1140,683.85,703.46,19.61,0.028675879213277765
2142,2021-11-01,1141,585.71,570.7,-15.01,-0.02562701678304963
