customer_id,customer_code,customer_segment,industry,region_id,customer_since,customer_size_score,base_churn_probability,churn_risk_band
311,CUST-00311,Mid-Market,Healthcare,8,2023-11-18,7431.0,95.0,High Churn Risk
312,CUST-00312,SMB,Manufacturing,6,2023-02-18,1249.0,151.0,High Churn Risk
313,CUST-00313,SMB,Retail,4,2021-10-03,1872.0,136.0,High Churn Risk
314,CUST-00314,Mid-Market,Government,1,2023-04-24,7856.0,53.0,High Churn Risk
315,CUST-00315,SMB,Manufacturing,8,2020-05-26,1154.0,105.0,High Churn Risk
316,CUST-00316,Enterprise,Government,7,2020-09-22,1266.0,37.0,High Churn Risk
317,CUST-00317,Enterprise,Education,6,2021-05-29,2584.0,2.0,High Churn Risk
318,CUST-00318,SMB,Manufacturing,10,2023-12-27,684.0,12.0,High Churn Risk
319,CUST-00319,SMB,Education,6,2020-11-28,98.0,218.0,High Churn Risk
320,CUST-00320,Public Sector,Technology,2,2022-03-01,2868.0,46.0,High Churn Risk
321,CUST-00321,Distributor,Government,6,2023-09-24,4531.0,97.0,High Churn Risk
322,CUST-00322,SMB,Manufacturing,1,2021-08-07,808.0,113.0,High Churn Risk
323,CUST-00323,Distributor,Manufacturing,1,2020-05-27,5164.0,65.0,High Churn Risk
324,CUST-00324,Distributor,Healthcare,6,2020-06-08,3744.0,104.0,High Churn Risk
325,CUST-00325,SMB,Education,8,2023-08-30,43.0,145.0,High Churn Risk
326,CUST-00326,SMB,Logistics,10,2020-03-29,1444.0,16.0,High Churn Risk
327,CUST-00327,SMB,Manufacturing,10,2022-01-17,401.0,173.0,High Churn Risk
328,CUST-00328,SMB,Healthcare,5,2020-03-28,904.0,179.0,High Churn Risk
329,CUST-00329,SMB,Education,6,2022-07-21,1167.0,205.0,High Churn Risk
330,CUST-00330,SMB,Logistics,5,2020-02-07,404.0,139.0,High Churn Risk
331,CUST-00331,SMB,Logistics,8,2022-04-12,609.0,18.0,High Churn Risk
332,CUST-00332,Mid-Market,Education,6,2023-09-11,7382.0,79.0,High Churn Risk
333,CUST-00333,Mid-Market,Government,4,2023-06-09,1257.0,75.0,High Churn Risk
334,CUST-00334,Mid-Market,Manufacturing,1,2023-03-20,653.0,66.0,High Churn Risk
335,CUST-00335,Distributor,Manufacturing,5,2024-01-18,2381.0,83.0,High Churn Risk
336,CUST-00336,Public Sector,Education,3,2023-06-08,1417.0,37.0,High Churn Risk
337,CUST-00337,SMB,Retail,10,2020-10-07,1729.0,222.0,High Churn Risk
338,CUST-00338,Distributor,Technology,5,2024-01-27,8261.0,118.0,High Churn Risk
339,CUST-00339,SMB,Logistics,1,2022-07-29,1526.0,21.0,High Churn Risk
340,CUST-00340,Mid-Market,Government,1,2022-06-17,222.0,75.0,High Churn Risk
341,CUST-00341,SMB,Retail,4,2022-10-20,363.0,116.0,High Churn Risk
342,CUST-00342,Mid-Market,Manufacturing,8,2021-06-24,182.0,76.0,High Churn Risk
343,CUST-00343,Mid-Market,Technology,1,2021-08-20,5037.0,81.0,High Churn Risk
344,CUST-00344,Distributor,Government,1,2023-12-15,7584.0,118.0,High Churn Risk
345,CUST-00345,SMB,Logistics,6,2022-07-13,1521.0,106.0,High Churn Risk
346,CUST-00346,Distributor,Education,6,2020-09-18,5393.0,59.0,High Churn Risk
347,CUST-00347,SMB,Technology,5,2020-01-01,2133.0,136.0,High Churn Risk
348,CUST-00348,SMB,Government,3,2020-03-10,68.0,145.0,High Churn Risk
349,CUST-00349,Mid-Market,Technology,5,2020-12-29,3273.0,99.0,High Churn Risk
350,CUST-00350,Mid-Market,Healthcare,6,2024-01-28,4014.0,71.0,High Churn Risk
351,CUST-00351,Enterprise,Logistics,6,2022-07-11,18474.0,32.0,High Churn Risk
352,CUST-00352,SMB,Healthcare,4,2021-12-15,2557.0,188.0,High Churn Risk
353,CUST-00353,Distributor,Technology,1,2022-09-14,5533.0,118.0,High Churn Risk
354,CUST-00354,SMB,Logistics,6,2021-01-27,2665.0,12.0,High Churn Risk
355,CUST-00355,Distributor,Education,1,2021-03-06,15579.0,73.0,High Churn Risk
356,CUST-00356,Enterprise,Retail,4,2023-07-24,5938.0,3.0,High Churn Risk
357,CUST-00357,SMB,Government,7,2022-08-13,908.0,12.0,High Churn Risk
358,CUST-00358,Mid-Market,Healthcare,9,2022-01-14,4907.0,98.0,High Churn Risk
359,CUST-00359,Distributor,Logistics,4,2023-06-08,8481.0,113.0,High Churn Risk
360,CUST-00360,Enterprise,Logistics,1,2021-11-24,3081.0,35.0,High Churn Risk
361,CUST-00361,Mid-Market,Education,9,2023-10-13,1112.0,89.0,High Churn Risk
362,CUST-00362,Mid-Market,Manufacturing,5,2021-03-25,7706.0,92.0,High Churn Risk
363,CUST-00363,Distributor,Government,8,2023-09-26,13875.0,126.0,High Churn Risk
364,CUST-00364,SMB,Technology,4,2022-12-07,37.0,141.0,High Churn Risk
365,CUST-00365,Mid-Market,Technology,1,2022-06-02,387.0,81.0,High Churn Risk
366,CUST-00366,SMB,Technology,4,2020-12-28,2007.0,209.0,High Churn Risk
367,CUST-00367,Mid-Market,Education,6,2023-05-24,4219.0,94.0,High Churn Risk
368,CUST-00368,Mid-Market,Education,9,2021-05-24,4149.0,83.0,High Churn Risk
369,CUST-00369,Public Sector,Retail,10,2020-09-22,3552.0,62.0,High Churn Risk
370,CUST-00370,SMB,Retail,9,2020-11-09,349.0,118.0,High Churn Risk
371,CUST-00371,Mid-Market,Retail,8,2022-10-31,3917.0,59.0,High Churn Risk
372,CUST-00372,SMB,Government,8,2021-08-09,1576.0,178.0,High Churn Risk
373,CUST-00373,SMB,Technology,6,2022-04-30,806.0,164.0,High Churn Risk
374,CUST-00374,SMB,Technology,5,2020-07-01,654.0,199.0,High Churn Risk
375,CUST-00375,Mid-Market,Education,8,2022-05-24,3932.0,78.0,High Churn Risk
376,CUST-00376,Mid-Market,Manufacturing,6,2021-06-24,2233.0,6.0,High Churn Risk
377,CUST-00377,SMB,Retail,9,2021-08-05,1003.0,23.0,High Churn Risk
378,CUST-00378,Public Sector,Education,1,2023-04-16,2003.0,48.0,High Churn Risk
379,CUST-00379,Public Sector,Technology,6,2022-10-06,2287.0,65.0,High Churn Risk
380,CUST-00380,SMB,Government,4,2022-01-31,2465.0,126.0,High Churn Risk
381,CUST-00381,SMB,Manufacturing,10,2020-04-20,352.0,214.0,High Churn Risk
382,CUST-00382,Mid-Market,Government,5,2022-02-27,4056.0,77.0,High Churn Risk
383,CUST-00383,SMB,Retail,8,2021-01-12,68.0,125.0,High Churn Risk
384,CUST-00384,SMB,Healthcare,7,2021-04-06,803.0,218.0,High Churn Risk
385,CUST-00385,Enterprise,Technology,3,2020-10-23,17623.0,26.0,High Churn Risk
386,CUST-00386,SMB,Technology,2,2020-03-26,2366.0,178.0,High Churn Risk
387,CUST-00387,Enterprise,Manufacturing,8,2022-03-11,7082.0,28.0,High Churn Risk
388,CUST-00388,Public Sector,Manufacturing,2,2023-03-07,913.0,34.0,High Churn Risk
389,CUST-00389,Mid-Market,Education,6,2022-03-09,1984.0,95.0,High Churn Risk
390,CUST-00390,Public Sector,Logistics,8,2022-02-02,3151.0,54.0,High Churn Risk
391,CUST-00391,SMB,Healthcare,9,2022-07-08,542.0,113.0,High Churn Risk
392,CUST-00392,Distributor,Logistics,4,2020-05-12,6855.0,13.0,High Churn Risk
393,CUST-00393,Mid-Market,Government,7,2020-11-24,5162.0,88.0,High Churn Risk
394,CUST-00394,Mid-Market,Technology,6,2022-04-12,3728.0,53.0,High Churn Risk
395,CUST-00395,Enterprise,Logistics,1,2020-05-18,16263.0,25.0,High Churn Risk
396,CUST-00396,SMB,Technology,6,2022-12-06,608.0,153.0,High Churn Risk
397,CUST-00397,Public Sector,Education,1,2021-11-19,1173.0,66.0,High Churn Risk
398,CUST-00398,SMB,Retail,6,2023-06-29,595.0,203.0,High Churn Risk
399,CUST-00399,Distributor,Healthcare,5,2022-07-02,7853.0,67.0,High Churn Risk
400,CUST-00400,Mid-Market,Education,3,2022-05-07,6222.0,55.0,High Churn Risk
401,CUST-00401,Enterprise,Logistics,8,2020-11-07,9922.0,2.0,High Churn Risk
402,CUST-00402,SMB,Logistics,2,2023-02-23,518.0,222.0,High Churn Risk
403,CUST-00403,Mid-Market,Healthcare,6,2022-07-03,2389.0,1.0,High Churn Risk
404,CUST-00404,SMB,Manufacturing,4,2021-01-02,683.0,198.0,High Churn Risk
405,CUST-00405,Mid-Market,Technology,4,2022-03-30,596.0,84.0,High Churn Risk
406,CUST-00406,SMB,Manufacturing,6,2022-01-11,4259.0,11.0,High Churn Risk
407,CUST-00407,Public Sector,Technology,4,2022-03-26,549.0,41.0,High Churn Risk
408,CUST-00408,SMB,Healthcare,2,2022-05-31,1053.0,152.0,High Churn Risk
409,CUST-00409,Mid-Market,Education,4,2021-04-12,7897.0,88.0,High Churn Risk
410,CUST-00410,Distributor,Technology,6,2023-12-06,7975.0,88.0,High Churn Risk
411,CUST-00411,SMB,Healthcare,3,2022-02-24,867.0,12.0,High Churn Risk
412,CUST-00412,SMB,Government,5,2021-03-25,1062.0,184.0,High Churn Risk
413,CUST-00413,SMB,Manufacturing,1,2021-10-11,731.0,132.0,High Churn Risk
414,CUST-00414,Mid-Market,Technology,4,2021-05-10,3514.0,55.0,High Churn Risk
415,CUST-00415,Enterprise,Retail,5,2021-04-08,1272.0,25.0,High Churn Risk
416,CUST-00416,Enterprise,Healthcare,9,2021-08-19,804.0,23.0,High Churn Risk
417,CUST-00417,Distributor,Logistics,6,2022-08-26,2168.0,65.0,High Churn Risk
418,CUST-00418,Distributor,Logistics,2,2023-07-26,7214.0,86.0,High Churn Risk
419,CUST-00419,Distributor,Government,1,2021-10-03,5733.0,105.0,High Churn Risk
420,CUST-00420,Distributor,Government,1,2021-09-03,3816.0,109.0,High Churn Risk
421,CUST-00421,Mid-Market,Logistics,5,2020-08-16,5987.0,54.0,High Churn Risk
422,CUST-00422,Mid-Market,Healthcare,8,2023-08-09,2227.0,101.0,High Churn Risk
423,CUST-00423,Enterprise,Logistics,1,2020-06-30,4904.0,34.0,High Churn Risk
424,CUST-00424,SMB,Retail,6,2021-12-13,55.0,18.0,High Churn Risk
425,CUST-00425,Mid-Market,Government,5,2022-12-13,4795.0,72.0,High Churn Risk
426,CUST-00426,Mid-Market,Manufacturing,1,2023-10-03,3733.0,101.0,High Churn Risk
427,CUST-00427,Mid-Market,Manufacturing,8,2024-01-25,4353.0,69.0,High Churn Risk
428,CUST-00428,Mid-Market,Government,7,2020-02-01,3496.0,54.0,High Churn Risk
429,CUST-00429,SMB,Government,1,2021-12-03,833.0,147.0,High Churn Risk
430,CUST-00430,Mid-Market,Manufacturing,1,2021-05-02,2464.0,9.0,High Churn Risk
431,CUST-00431,Distributor,Logistics,1,2023-01-19,5743.0,98.0,High Churn Risk
432,CUST-00432,Mid-Market,Logistics,2,2020-08-26,6138.0,72.0,High Churn Risk
433,CUST-00433,SMB,Government,1,2021-01-26,1011.0,209.0,High Churn Risk
434,CUST-00434,SMB,Education,6,2020-11-22,999.0,183.0,High Churn Risk
435,CUST-00435,Mid-Market,Logistics,1,2022-12-13,9581.0,59.0,High Churn Risk
436,CUST-00436,Enterprise,Manufacturing,5,2023-10-29,3972.0,38.0,High Churn Risk
437,CUST-00437,Public Sector,Technology,3,2023-10-02,2795.0,51.0,High Churn Risk
438,CUST-00438,SMB,Government,2,2023-07-05,1912.0,21.0,High Churn Risk
439,CUST-00439,SMB,Education,2,2021-02-25,2186.0,203.0,High Churn Risk
440,CUST-00440,SMB,Healthcare,1,2021-05-12,1014.0,141.0,High Churn Risk
441,CUST-00441,Distributor,Logistics,7,2021-11-04,6939.0,11.0,High Churn Risk
442,CUST-00442,Distributor,Retail,1,2022-05-23,4677.0,112.0,High Churn Risk
443,CUST-00443,SMB,Retail,5,2020-09-19,1065.0,138.0,High Churn Risk
444,CUST-00444,Public Sector,Retail,6,2022-08-18,2837.0,35.0,High Churn Risk
445,CUST-00445,Mid-Market,Government,2,2020-08-12,2406.0,8.0,High Churn Risk
446,CUST-00446,Enterprise,Logistics,2,2022-05-15,7866.0,42.0,High Churn Risk
447,CUST-00447,SMB,Education,4,2021-08-06,477.0,163.0,High Churn Risk
448,CUST-00448,SMB,Manufacturing,9,2023-03-29,952.0,116.0,High Churn Risk
449,CUST-00449,SMB,Logistics,7,2022-06-30,782.0,123.0,High Churn Risk
450,CUST-00450,Mid-Market,Logistics,2,2020-12-11,4979.0,59.0,High Churn Risk
451,CUST-00451,Distributor,Technology,3,2020-04-16,3608.0,72.0,High Churn Risk
452,CUST-00452,SMB,Healthcare,4,2021-04-20,1988.0,208.0,High Churn Risk
453,CUST-00453,SMB,Government,8,2020-01-18,775.0,182.0,High Churn Risk
454,CUST-00454,SMB,Manufacturing,2,2020-12-24,3662.0,188.0,High Churn Risk
455,CUST-00455,Public Sector,Retail,7,2022-03-20,1757.0,51.0,High Churn Risk
456,CUST-00456,SMB,Government,9,2021-08-08,747.0,213.0,High Churn Risk
457,CUST-00457,Distributor,Healthcare,4,2023-09-14,3617.0,87.0,High Churn Risk
458,CUST-00458,Mid-Market,Government,1,2023-11-08,1658.0,99.0,High Churn Risk
459,CUST-00459,SMB,Logistics,6,2020-03-30,509.0,187.0,High Churn Risk
460,CUST-00460,Mid-Market,Retail,9,2021-02-26,332.0,85.0,High Churn Risk
461,CUST-00461,SMB,Logistics,4,2021-12-13,613.0,19.0,High Churn Risk
462,CUST-00462,Mid-Market,Manufacturing,2,2022-09-03,4666.0,64.0,High Churn Risk
463,CUST-00463,SMB,Manufacturing,2,2022-10-22,608.0,12.0,High Churn Risk
464,CUST-00464,SMB,Retail,9,2020-07-05,77.0,117.0,High Churn Risk
465,CUST-00465,Enterprise,Education,6,2022-01-29,31154.0,21.0,High Churn Risk
466,CUST-00466,SMB,Retail,3,2020-01-25,127.0,231.0,High Churn Risk
467,CUST-00467,Enterprise,Logistics,8,2021-08-31,3371.0,37.0,High Churn Risk
468,CUST-00468,Public Sector,Healthcare,2,2021-05-20,929.0,47.0,High Churn Risk
469,CUST-00469,Mid-Market,Retail,2,2021-12-25,3971.0,49.0,High Churn Risk
470,CUST-00470,Distributor,Government,3,2023-03-10,3343.0,69.0,High Churn Risk
471,CUST-00471,SMB,Logistics,6,2020-04-07,1675.0,128.0,High Churn Risk
472,CUST-00472,Enterprise,Government,6,2021-03-21,5575.0,37.0,High Churn Risk
473,CUST-00473,Distributor,Healthcare,6,2021-05-26,8452.0,85.0,High Churn Risk
474,CUST-00474,Enterprise,Government,5,2022-07-26,8601.0,31.0,High Churn Risk
475,CUST-00475,Mid-Market,Healthcare,1,2024-01-26,8513.0,94.0,High Churn Risk
476,CUST-00476,Mid-Market,Manufacturing,2,2021-03-12,3217.0,76.0,High Churn Risk
477,CUST-00477,SMB,Retail,6,2023-02-13,146.0,116.0,High Churn Risk
478,CUST-00478,Mid-Market,Education,9,2022-03-16,4392.0,97.0,High Churn Risk
479,CUST-00479,SMB,Retail,9,2023-06-26,1029.0,112.0,High Churn Risk
480,CUST-00480,Enterprise,Retail,1,2022-07-29,14376.0,38.0,High Churn Risk
481,CUST-00481,SMB,Education,1,2023-07-02,647.0,106.0,High Churn Risk
482,CUST-00482,Mid-Market,Manufacturing,3,2023-06-07,5542.0,88.0,High Churn Risk
483,CUST-00483,SMB,Education,1,2023-03-28,607.0,129.0,High Churn Risk
484,CUST-00484,SMB,Technology,5,2020-09-09,4347.0,17.0,High Churn Risk
485,CUST-00485,Enterprise,Healthcare,1,2020-01-24,10806.0,26.0,High Churn Risk
486,CUST-00486,Mid-Market,Government,3,2022-09-13,2162.0,97.0,High Churn Risk
487,CUST-00487,Mid-Market,Technology,1,2023-08-16,5112.0,9.0,High Churn Risk
488,CUST-00488,Public Sector,Government,4,2020-07-01,3858.0,43.0,High Churn Risk
489,CUST-00489,SMB,Education,1,2021-02-17,439.0,144.0,High Churn Risk
490,CUST-00490,SMB,Healthcare,1,2020-01-07,583.0,113.0,High Churn Risk
491,CUST-00491,SMB,Manufacturing,3,2020-04-05,636.0,202.0,High Churn Risk
492,CUST-00492,Distributor,Government,1,2023-11-08,2688.0,105.0,High Churn Risk
493,CUST-00493,SMB,Education,6,2022-04-12,1896.0,172.0,High Churn Risk
494,CUST-00494,Mid-Market,Logistics,1,2022-08-10,4557.0,61.0,High Churn Risk
495,CUST-00495,Enterprise,Logistics,2,2023-06-11,7734.0,3.0,High Churn Risk
496,CUST-00496,Enterprise,Retail,4,2021-11-25,3877.0,33.0,High Churn Risk
497,CUST-00497,SMB,Government,5,2020-01-16,1048.0,168.0,High Churn Risk
498,CUST-00498,SMB,Government,1,2020-07-22,605.0,137.0,High Churn Risk
499,CUST-00499,Distributor,Healthcare,6,2021-05-18,2474.0,6.0,High Churn Risk
500,CUST-00500,SMB,Government,1,2020-06-23,766.0,174.0,High Churn Risk
501,CUST-00501,SMB,Healthcare,3,2021-12-29,531.0,117.0,High Churn Risk
502,CUST-00502,Enterprise,Healthcare,3,2021-05-05,10446.0,36.0,High Churn Risk
503,CUST-00503,Public Sector,Education,6,2020-10-27,2658.0,66.0,High Churn Risk
504,CUST-00504,SMB,Government,2,2020-04-11,816.0,107.0,High Churn Risk
505,CUST-00505,Mid-Market,Retail,3,2020-10-08,2907.0,95.0,High Churn Risk
506,CUST-00506,Mid-Market,Retail,5,2020-10-08,2672.0,54.0,High Churn Risk
507,CUST-00507,Enterprise,Logistics,5,2021-11-07,51.0,34.0,High Churn Risk
508,CUST-00508,SMB,Healthcare,4,2023-08-28,348.0,109.0,High Churn Risk
509,CUST-00509,Mid-Market,Retail,5,2021-03-25,2809.0,72.0,High Churn Risk
510,CUST-00510,SMB,Retail,6,2023-07-16,665.0,179.0,High Churn Risk
511,CUST-00511,SMB,Retail,3,2022-10-30,568.0,187.0,High Churn Risk
512,CUST-00512,Mid-Market,Government,4,2020-01-04,254.0,93.0,High Churn Risk
513,CUST-00513,Mid-Market,Retail,5,2022-12-24,3804.0,97.0,High Churn Risk
514,CUST-00514,SMB,Retail,10,2020-02-19,5467.0,222.0,High Churn Risk
515,CUST-00515,SMB,Logistics,2,2022-04-23,783.0,225.0,High Churn Risk
516,CUST-00516,SMB,Healthcare,2,2023-08-11,1819.0,229.0,High Churn Risk
517,CUST-00517,Enterprise,Government,7,2023-07-18,12245.0,22.0,High Churn Risk
518,CUST-00518,SMB,Healthcare,6,2023-07-01,165.0,171.0,High Churn Risk
519,CUST-00519,Distributor,Education,8,2023-05-09,4764.0,77.0,High Churn Risk
520,CUST-00520,SMB,Logistics,1,2023-03-29,1031.0,169.0,High Churn Risk
521,CUST-00521,Enterprise,Manufacturing,3,2022-07-15,3267.0,38.0,High Churn Risk
522,CUST-00522,Enterprise,Government,8,2021-02-28,3568.0,35.0,High Churn Risk
523,CUST-00523,SMB,Technology,1,2021-06-13,604.0,216.0,High Churn Risk
524,CUST-00524,Distributor,Technology,8,2022-12-26,4549.0,129.0,High Churn Risk
525,CUST-00525,Mid-Market,Technology,1,2020-08-14,1998.0,64.0,High Churn Risk
526,CUST-00526,Enterprise,Manufacturing,6,2021-04-18,4801.0,2.0,High Churn Risk
527,CUST-00527,Mid-Market,Retail,8,2020-08-10,4135.0,88.0,High Churn Risk
528,CUST-00528,Mid-Market,Logistics,8,2020-02-25,2539.0,46.0,High Churn Risk
529,CUST-00529,Enterprise,Education,10,2022-08-09,4705.0,41.0,High Churn Risk
530,CUST-00530,Enterprise,Technology,7,2021-01-21,5537.0,2.0,High Churn Risk
531,CUST-00531,Mid-Market,Education,7,2020-05-17,1493.0,62.0,High Churn Risk
532,CUST-00532,Mid-Market,Technology,10,2023-05-08,1968.0,76.0,High Churn Risk
533,CUST-00533,SMB,Technology,5,2022-10-30,36.0,22.0,High Churn Risk
534,CUST-00534,Distributor,Technology,5,2021-03-01,9809.0,119.0,High Churn Risk
535,CUST-00535,SMB,Education,6,2020-10-25,817.0,2.0,High Churn Risk
536,CUST-00536,Mid-Market,Logistics,5,2021-03-17,3423.0,93.0,High Churn Risk
537,CUST-00537,SMB,Education,1,2022-05-07,544.0,201.0,High Churn Risk
538,CUST-00538,Mid-Market,Retail,8,2023-09-12,6878.0,46.0,High Churn Risk
539,CUST-00539,SMB,Technology,6,2020-02-14,4702.0,208.0,High Churn Risk
540,CUST-00540,SMB,Government,2,2022-02-17,1546.0,23.0,High Churn Risk
541,CUST-00541,Distributor,Education,9,2023-08-30,2721.0,71.0,High Churn Risk
542,CUST-00542,SMB,Technology,7,2022-03-02,2883.0,118.0,High Churn Risk
543,CUST-00543,Mid-Market,Technology,5,2024-01-27,6431.0,54.0,High Churn Risk
544,CUST-00544,Public Sector,Healthcare,5,2021-12-28,2351.0,51.0,High Churn Risk
545,CUST-00545,Mid-Market,Education,6,2021-03-23,7821.0,79.0,High Churn Risk
546,CUST-00546,Mid-Market,Government,3,2021-05-27,5352.0,95.0,High Churn Risk
547,CUST-00547,Mid-Market,Technology,3,2022-09-06,4586.0,101.0,High Churn Risk
548,CUST-00548,Enterprise,Government,8,2021-11-20,13389.0,28.0,High Churn Risk
549,CUST-00549,SMB,Education,3,2020-02-29,487.0,223.0,High Churn Risk
550,CUST-00550,SMB,Logistics,5,2022-02-21,101.0,22.0,High Churn Risk
551,CUST-00551,Mid-Market,Education,10,2021-04-26,5661.0,73.0,High Churn Risk
552,CUST-00552,Public Sector,Education,3,2020-09-26,2106.0,45.0,High Churn Risk
553,CUST-00553,SMB,Retail,3,2022-06-16,2209.0,137.0,High Churn Risk
554,CUST-00554,SMB,Education,1,2020-03-09,1387.0,155.0,High Churn Risk
555,CUST-00555,SMB,Education,9,2023-09-11,1093.0,166.0,High Churn Risk
556,CUST-00556,SMB,Education,3,2021-10-30,565.0,207.0,High Churn Risk
557,CUST-00557,Enterprise,Government,1,2021-12-14,9734.0,3.0,High Churn Risk
558,CUST-00558,Mid-Market,Technology,1,2020-01-07,5023.0,98.0,High Churn Risk
559,CUST-00559,Enterprise,Manufacturing,1,2021-01-05,4822.0,25.0,High Churn Risk
560,CUST-00560,SMB,Logistics,3,2022-02-15,94.0,181.0,High Churn Risk
561,CUST-00561,SMB,Manufacturing,3,2021-06-13,1296.0,227.0,High Churn Risk
562,CUST-00562,SMB,Technology,2,2022-12-28,639.0,19.0,High Churn Risk
563,CUST-00563,SMB,Logistics,9,2020-11-07,864.0,128.0,High Churn Risk
564,CUST-00564,Enterprise,Logistics,10,2022-02-14,10936.0,34.0,High Churn Risk
565,CUST-00565,Enterprise,Manufacturing,8,2020-04-19,13319.0,32.0,High Churn Risk
566,CUST-00566,Mid-Market,Education,1,2020-06-19,2222.0,48.0,High Churn Risk
567,CUST-00567,SMB,Retail,3,2020-12-21,2138.0,214.0,High Churn Risk
568,CUST-00568,Mid-Market,Retail,2,2023-09-28,5589.0,63.0,High Churn Risk
569,CUST-00569,Enterprise,Retail,1,2023-08-26,7804.0,21.0,High Churn Risk
570,CUST-00570,Mid-Market,Government,9,2021-12-16,4756.0,59.0,High Churn Risk
571,CUST-00571,SMB,Healthcare,2,2021-05-16,967.0,178.0,High Churn Risk
572,CUST-00572,Mid-Market,Retail,6,2023-01-13,2255.0,9.0,High Churn Risk
573,CUST-00573,Public Sector,Logistics,3,2023-10-19,3071.0,35.0,High Churn Risk
574,CUST-00574,SMB,Retail,1,2024-01-25,377.0,128.0,High Churn Risk
575,CUST-00575,Enterprise,Government,3,2021-07-09,1784.0,29.0,High Churn Risk
576,CUST-00576,Enterprise,Healthcare,6,2022-07-24,1233.0,38.0,High Churn Risk
577,CUST-00577,SMB,Healthcare,3,2022-06-07,775.0,159.0,High Churn Risk
578,CUST-00578,Distributor,Logistics,2,2021-09-24,10592.0,63.0,High Churn Risk
579,CUST-00579,Mid-Market,Logistics,3,2020-12-27,2478.0,87.0,High Churn Risk
580,CUST-00580,Public Sector,Government,7,2023-12-07,2462.0,67.0,High Churn Risk
581,CUST-00581,Public Sector,Education,6,2021-09-07,462.0,52.0,High Churn Risk
582,CUST-00582,SMB,Education,5,2022-10-11,865.0,209.0,High Churn Risk
583,CUST-00583,Public Sector,Manufacturing,10,2022-07-01,5996.0,63.0,High Churn Risk
584,CUST-00584,Distributor,Logistics,9,2021-11-03,12031.0,71.0,High Churn Risk
585,CUST-00585,Distributor,Education,2,2021-12-13,6334.0,9.0,High Churn Risk
586,CUST-00586,Mid-Market,Education,2,2020-02-10,3079.0,51.0,High Churn Risk
587,CUST-00587,SMB,Government,2,2023-07-15,1248.0,13.0,High Churn Risk
588,CUST-00588,Enterprise,Technology,5,2023-02-10,8042.0,31.0,High Churn Risk
589,CUST-00589,Mid-Market,Manufacturing,2,2021-02-27,4676.0,55.0,High Churn Risk
590,CUST-00590,Distributor,Healthcare,3,2021-08-28,3092.0,63.0,High Churn Risk
591,CUST-00591,Public Sector,Retail,5,2020-11-29,3268.0,58.0,High Churn Risk
592,CUST-00592,Distributor,Logistics,10,2021-08-24,2823.0,116.0,High Churn Risk
593,CUST-00593,SMB,Healthcare,6,2022-07-16,954.0,227.0,High Churn Risk
594,CUST-00594,Enterprise,Government,8,2021-02-23,5446.0,32.0,High Churn Risk
595,CUST-00595,Distributor,Healthcare,10,2022-03-02,3368.0,109.0,High Churn Risk
596,CUST-00596,Mid-Market,Healthcare,3,2020-01-14,3173.0,77.0,High Churn Risk
597,CUST-00597,SMB,Education,6,2022-01-07,1444.0,139.0,High Churn Risk
598,CUST-00598,Enterprise,Retail,2,2020-04-25,12213.0,2.0,High Churn Risk
599,CUST-00599,Mid-Market,Logistics,6,2023-03-28,5134.0,9.0,High Churn Risk
600,CUST-00600,SMB,Technology,1,2023-08-11,1134.0,159.0,High Churn Risk
601,CUST-00601,Mid-Market,Manufacturing,4,2020-04-28,5147.0,93.0,High Churn Risk
602,CUST-00602,SMB,Technology,6,2020-06-09,765.0,197.0,High Churn Risk
603,CUST-00603,SMB,Retail,2,2020-07-13,659.0,184.0,High Churn Risk
604,CUST-00604,SMB,Retail,6,2023-03-22,4.0,141.0,High Churn Risk
605,CUST-00605,SMB,Healthcare,6,2024-01-18,706.0,14.0,High Churn Risk
606,CUST-00606,SMB,Logistics,6,2022-02-10,896.0,198.0,High Churn Risk
607,CUST-00607,SMB,Manufacturing,2,2020-04-19,1518.0,14.0,High Churn Risk
608,CUST-00608,Mid-Market,Logistics,4,2021-10-27,582.0,91.0,High Churn Risk
609,CUST-00609,SMB,Healthcare,6,2021-10-13,478.0,108.0,High Churn Risk
610,CUST-00610,SMB,Government,3,2020-11-26,607.0,176.0,High Churn Risk
611,CUST-00611,Mid-Market,Technology,6,2022-09-30,1264.0,57.0,High Churn Risk
612,CUST-00612,Enterprise,Government,1,2022-05-22,6674.0,2.0,High Churn Risk
613,CUST-00613,Distributor,Retail,1,2023-05-09,12891.0,124.0,High Churn Risk
614,CUST-00614,SMB,Government,4,2021-03-02,1406.0,23.0,High Churn Risk
615,CUST-00615,Public Sector,Manufacturing,9,2021-09-24,2014.0,59.0,High Churn Risk
616,CUST-00616,SMB,Government,5,2023-06-13,236.0,144.0,High Churn Risk
617,CUST-00617,SMB,Manufacturing,1,2022-03-29,1159.0,208.0,High Churn Risk
618,CUST-00618,SMB,Retail,5,2020-06-06,792.0,208.0,High Churn Risk
619,CUST-00619,Distributor,Education,5,2022-11-04,4663.0,93.0,High Churn Risk
620,CUST-00620,Public Sector,Retail,3,2022-04-07,2003.0,53.0,High Churn Risk
621,CUST-00621,SMB,Technology,6,2023-03-05,539.0,215.0,High Churn Risk
622,CUST-00622,Mid-Market,Manufacturing,9,2020-04-07,769.0,76.0,High Churn Risk
623,CUST-00623,Public Sector,Government,1,2020-05-22,2186.0,56.0,High Churn Risk
