return_id,sales_id,date_id,return_date,customer_id,product_id,region_id,return_units,return_value_eur,return_reason
713,93907,20250819,2025-08-19,11,1129,3,1,55.95,Shipping Damage
714,12022,20230609,2023-06-09,71,1119,7,1,1407.14,Defect
715,35195,20240604,2024-06-04,883,1006,6,1,1092.3,Wrong Configuration
716,83285,20231014,2023-10-14,1034,1181,5,15,3301.66,Wrong Configuration
717,86810,20241121,2024-11-21,1034,1158,5,50,36626.26,Defect
718,55208,20251209,2025-12-09,878,1014,4,32,32831.58,Shipping Damage
719,115984,20240125,2024-01-25,1128,1018,7,10,8260.82,Customer Cancellation
720,89422,20250224,2025-02-24,52,1077,6,7,1661.0,Other
721,91220,20241007,2024-10-07,394,1003,6,1,996.37,Defect
722,30253,20210607,2021-06-07,739,1062,1,18,2912.93,Defect
723,11907,20220822,2022-08-22,1038,1038,1,12,4568.36,Defect
724,59849,20230924,2023-09-24,564,1055,10,2,833.41,Defect
725,24915,20250814,2025-08-14,265,1092,2,12,9353.94,Shipping Damage
726,83189,20230331,2023-03-31,672,1063,5,2,268.15,Customer Cancellation
727,34819,20251111,2025-11-11,757,1119,6,1,1603.78,Wrong Configuration
728,113955,20221219,2022-12-19,503,1118,6,1,1118.51,Defect
729,54085,20230415,2023-04-15,619,1182,5,6,1379.78,Wrong Configuration
730,57625,20240716,2024-07-16,1195,1131,2,1,86.53,Shipping Damage
731,84912,20221208,2022-12-08,620,1181,3,1,222.88,Defect
732,19387,20250408,2025-04-08,641,1082,1,4,3749.52,Defect
733,104468,20251002,2025-10-02,185,1186,4,4,677.5,Customer Cancellation
734,73788,20250810,2025-08-10,66,1028,10,1,599.02,Wrong Configuration
735,105700,20240904,2024-09-04,623,1029,1,1,645.1,Defect
736,25174,20221122,2022-11-22,833,1015,3,4,2909.88,Wrong Configuration
737,68203,20240101,2024-01-01,1164,1106,6,2,2468.73,Defect
738,31433,20251229,2025-12-29,992,1176,2,1,50.6,Defect
739,67366,20241208,2024-12-08,289,1132,5,4,341.86,Wrong Configuration
740,85996,20231121,2023-11-21,588,1107,5,15,19648.17,Customer Cancellation
741,66871,20250327,2025-03-27,695,1197,1,18,4043.52,Defect
742,60175,20240815,2024-08-15,608,1157,4,1,581.07,Customer Cancellation
743,10092,20241207,2024-12-07,514,1130,10,2,159.05,Wrong Configuration
744,105331,20231023,2023-10-23,663,1174,7,1,65.32,Defect
745,70352,20250710,2025-07-10,765,1015,2,7,5397.01,Wrong Configuration
746,66604,20230725,2023-07-25,792,1112,6,2,2276.72,Wrong Configuration
747,93182,20241010,2024-10-10,1128,1178,7,19,965.5,Defect
748,114201,20230716,2023-07-16,1184,1022,7,10,6138.17,Wrong Configuration
749,28433,20240210,2024-02-10,974,1073,7,3,431.26,Defect
750,119870,20251230,2025-12-30,1065,1093,1,1,969.06,Wrong Configuration
751,85045,20241218,2024-12-18,392,1038,4,7,2959.82,Defect
752,51212,20241004,2024-10-04,595,1011,10,14,11116.0,Shipping Damage
753,46813,20250701,2025-07-01,694,1098,9,2,1379.1,Defect
754,5780,20230220,2023-02-20,853,1062,4,18,2735.11,Defect
755,98156,20241216,2024-12-16,842,1146,1,15,8257.53,Shipping Damage
756,74462,20230511,2023-05-11,476,1042,2,1,412.84,Shipping Damage
757,76733,20250615,2025-06-15,191,1139,9,8,569.51,Customer Cancellation
758,46464,20230610,2023-06-10,886,1040,4,5,1526.22,Shipping Damage
759,109837,20230121,2023-01-21,386,1002,2,7,7802.04,Wrong Configuration
760,105996,20220418,2022-04-18,113,1190,3,13,1997.93,Wrong Configuration
761,74175,20240504,2024-05-04,1047,1085,4,6,3904.83,Customer Cancellation
762,45683,20221003,2022-10-03,525,1094,1,7,5249.64,Defect
763,102654,20251202,2025-12-02,657,1196,6,2,590.64,Shipping Damage
764,15126,20240322,2024-03-22,739,1074,1,5,930.02,Other
765,9230,20220911,2022-09-11,233,1109,5,1,1602.72,Shipping Damage
766,75733,20250419,2025-04-19,152,1045,7,49,18649.21,Other
767,78960,20250204,2025-02-04,1136,1056,6,3,1064.68,Wrong Configuration
768,36934,20251213,2025-12-13,1154,1047,8,7,2283.07,Defect
769,104319,20221202,2022-12-02,547,1182,3,13,3331.02,Defect
770,40167,20250418,2025-04-18,170,1121,9,3,290.64,Other
771,34273,20250123,2025-01-23,1033,1108,5,12,14179.83,Wrong Configuration
772,114606,20220807,2022-08-07,813,1095,8,3,2232.41,Defect
773,63233,20220724,2022-07-24,323,1176,1,32,1414.92,Other
774,80605,20250728,2025-07-28,1120,1083,6,20,19518.21,Other
775,102183,20251227,2025-12-27,912,1109,2,1,1571.2,Defect
776,13201,20250702,2025-07-02,853,1095,4,17,15070.67,Defect
777,109475,20230703,2023-07-03,956,1027,9,25,14687.5,Other
778,85189,20220117,2022-01-17,202,1117,8,6,8175.56,Shipping Damage
779,20750,20250401,2025-04-01,760,1112,5,4,5151.29,Customer Cancellation
780,103105,20250824,2025-08-24,138,1181,4,2,552.7,Customer Cancellation
781,33949,20240422,2024-04-22,316,1106,7,12,15047.35,Customer Cancellation
782,117103,20251005,2025-10-05,605,1170,6,1,49.96,Wrong Configuration
783,12797,20250504,2025-05-04,265,1080,2,10,11015.75,Customer Cancellation
784,91849,20240519,2024-05-19,665,1016,6,2,2368.54,Wrong Configuration
785,27457,20240817,2024-08-17,1087,1017,1,1,1137.88,Defect
786,43201,20240413,2024-04-13,540,1028,2,1,586.55,Wrong Configuration
787,16303,20250706,2025-07-06,528,1193,8,1,230.81,Defect
788,47649,20250601,2025-06-01,101,1110,9,11,14085.98,Other
789,11154,20230410,2023-04-10,557,1022,1,20,12651.33,Defect
790,13221,20230209,2023-02-09,756,1113,4,3,3864.35,Defect
791,112952,20250601,2025-06-01,495,1186,2,3,554.27,Customer Cancellation
792,51261,20240423,2024-04-23,1017,1151,1,4,2344.64,Wrong Configuration
793,56024,20240904,2024-09-04,471,1012,6,1,1294.87,Defect
794,18849,20250721,2025-07-21,288,1029,2,8,5516.82,Other
795,66720,20230116,2023-01-16,430,1176,1,4,203.37,Defect
796,16869,20221018,2022-10-18,420,1198,1,11,2884.36,Defect
797,52591,20250728,2025-07-28,618,1048,5,1,403.8,Wrong Configuration
798,80229,20231004,2023-10-04,623,1032,1,6,3321.46,Defect
799,46630,20250809,2025-08-09,136,1199,6,2,567.5,Wrong Configuration
800,33043,20231228,2023-12-28,977,1174,6,3,156.04,Defect
801,3932,20240926,2024-09-26,1048,1088,2,13,12535.7,Wrong Configuration
802,33530,20230427,2023-04-27,875,1032,10,13,6434.15,Defect
803,34525,20240414,2024-04-14,418,1032,2,4,2118.74,Wrong Configuration
804,6488,20251126,2025-11-26,1021,1138,1,1,78.37,Other
805,29792,20231229,2023-12-29,683,1196,10,6,1545.19,Customer Cancellation
806,812,20230110,2023-01-10,400,1007,3,1,1211.62,Defect
807,69477,20250623,2025-06-23,68,1192,4,2,589.34,Customer Cancellation
808,98552,20240318,2024-03-18,905,1125,1,2,189.75,Defect
809,49050,20250627,2025-06-27,1162,1120,1,8,727.09,Customer Cancellation
810,72688,20240728,2024-07-28,772,1070,8,32,8205.46,Defect
811,62363,20241231,2024-12-31,694,1044,9,4,1664.51,Defect
812,54355,20251230,2025-12-30,105,1012,1,1,1114.35,Customer Cancellation
813,77967,20241020,2024-10-20,130,1007,3,43,50039.03,Shipping Damage
814,76968,20220210,2022-02-10,603,1068,2,1,212.16,Customer Cancellation
815,116604,20230303,2023-03-03,485,1114,1,13,18566.71,Shipping Damage
816,93440,20250603,2025-06-03,974,1082,7,1,908.4,Wrong Configuration
817,93720,20250211,2025-02-11,928,1066,6,21,3464.97,Customer Cancellation
818,89979,20231031,2023-10-31,480,1097,1,11,7718.51,Wrong Configuration
819,7696,20241008,2024-10-08,100,1010,8,1,700.51,Customer Cancellation
820,44678,20241119,2024-11-19,683,1192,10,1,260.43,Other
821,7383,20230628,2023-06-28,688,1044,1,8,2927.98,Customer Cancellation
822,39359,20250730,2025-07-30,264,1055,3,2,910.29,Wrong Configuration
823,29956,20250803,2025-08-03,897,1032,6,9,5347.18,Wrong Configuration
824,71605,20230104,2023-01-04,372,1187,8,1,253.25,Customer Cancellation
825,95248,20250921,2025-09-21,779,1133,5,34,2226.52,Shipping Damage
826,110691,20250515,2025-05-15,16,1076,4,67,12717.9,Other
827,105926,20241123,2024-11-23,191,1120,9,42,3436.08,Wrong Configuration
828,67832,20251222,2025-12-22,684,1192,1,13,3022.25,Defect
829,110863,20240926,2024-09-26,246,1121,1,3,270.39,Defect
830,16795,20250109,2025-01-09,857,1173,4,1,57.79,Wrong Configuration
831,113581,20250310,2025-03-10,130,1060,3,14,1594.23,Other
832,17508,20241105,2024-11-05,362,1038,5,2,931.57,Shipping Damage
833,32895,20251229,2025-12-29,98,1175,3,2,144.19,Defect
834,100831,20210224,2021-02-24,324,1076,6,19,2853.38,Customer Cancellation
835,37943,20250730,2025-07-30,1083,1175,9,11,660.18,Defect
836,111019,20241114,2024-11-14,584,1014,9,69,58431.07,Wrong Configuration
837,74952,20221012,2022-10-12,346,1067,6,39,5888.55,Customer Cancellation
838,89302,20240523,2024-05-23,1030,1042,10,18,6834.75,Wrong Configuration
839,73553,20240930,2024-09-30,916,1041,6,13,4874.53,Defect
840,54194,20251024,2025-10-24,551,1117,10,1,1592.31,Wrong Configuration
841,68782,20241213,2024-12-13,170,1192,9,1,248.92,Other
842,86086,20250309,2025-03-09,385,1024,3,19,8726.16,Customer Cancellation
843,36949,20250104,2025-01-04,977,1130,6,2,145.94,Defect
844,75614,20231010,2023-10-10,261,1063,1,7,1029.34,Defect
845,79797,20221025,2022-10-25,688,1136,1,2,133.04,Shipping Damage
846,2337,20230116,2023-01-16,154,1092,1,2,1413.32,Shipping Damage
847,102846,20230528,2023-05-28,833,1137,3,3,206.5,Customer Cancellation
848,70732,20211102,2021-11-02,472,1109,6,7,10682.65,Customer Cancellation
849,37172,20221209,2022-12-09,1045,1105,2,5,5457.91,Wrong Configuration
850,40290,20240705,2024-07-05,219,1040,1,8,2094.55,Customer Cancellation
851,85000,20250808,2025-08-08,143,1068,2,1,201.7,Customer Cancellation
852,70151,20230718,2023-07-18,51,1047,5,6,2044.24,Other
853,74185,20250419,2025-04-19,306,1130,6,5,427.79,Defect
854,87104,20231218,2023-12-18,395,1135,1,5,391.58,Wrong Configuration
855,46624,20240330,2024-03-30,1133,1174,3,26,1487.67,Defect
856,15920,20241109,2024-11-09,629,1137,1,30,2065.93,Defect
857,108185,20220328,2022-03-28,1154,1051,8,4,1442.35,Defect
858,5638,20240323,2024-03-23,416,1170,9,19,855.78,Customer Cancellation
859,79803,20240825,2024-08-25,614,1184,4,1,209.94,Shipping Damage
860,102971,20251213,2025-12-13,784,1191,6,4,659.78,Customer Cancellation
861,7233,20230914,2023-09-14,346,1135,6,12,788.94,Shipping Damage
862,119580,20241215,2024-12-15,167,1175,6,9,598.78,Defect
863,106189,20250918,2025-09-18,845,1026,10,1,589.12,Customer Cancellation
864,21338,20251225,2025-12-25,1170,1010,9,12,9264.54,Wrong Configuration
865,70613,20240312,2024-03-12,966,1198,2,8,2293.67,Shipping Damage
866,46647,20241223,2024-12-23,375,1114,8,4,7785.44,Wrong Configuration
867,16604,20240407,2024-04-07,629,1163,1,41,1870.64,Shipping Damage
868,86808,20250810,2025-08-10,769,1014,5,15,13376.77,Wrong Configuration
869,55348,20251112,2025-11-12,788,1173,9,6,382.59,Defect
870,50702,20240913,2024-09-13,723,1117,5,6,8897.67,Shipping Damage
871,88103,20240610,2024-06-10,435,1155,1,4,2718.37,Other
872,20298,20251223,2025-12-23,684,1007,1,2,2365.26,Defect
873,25774,20240111,2024-01-11,191,1168,9,11,559.3,Wrong Configuration
874,96812,20220927,2022-09-27,351,1124,6,10,639.66,Other
875,73982,20220527,2022-05-27,659,1117,9,1,1401.97,Wrong Configuration
876,55150,20240116,2024-01-16,98,1063,3,3,450.26,Wrong Configuration
877,53757,20210528,2021-05-28,528,1022,8,3,1692.4,Defect
878,40337,20230719,2023-07-19,106,1125,10,13,1058.41,Customer Cancellation
879,84312,20231222,2023-12-22,988,1168,4,19,1024.89,Wrong Configuration
880,70374,20251219,2025-12-19,355,1116,1,23,33084.42,Other
881,72739,20230209,2023-02-09,230,1135,9,30,1824.43,Other
882,13474,20240428,2024-04-28,136,1098,6,4,2562.32,Defect
883,50413,20251231,2025-12-31,122,1073,1,34,4636.06,Shipping Damage
884,54235,20230618,2023-06-18,594,1097,8,3,2094.31,Shipping Damage
885,42307,20251023,2025-10-23,1081,1044,4,26,10819.49,Shipping Damage
886,83397,20251230,2025-12-30,405,1179,4,1,55.47,Customer Cancellation
887,9496,20240331,2024-03-31,192,1035,1,16,10553.61,Customer Cancellation
888,85325,20250130,2025-01-30,974,1072,7,5,1008.04,Defect
889,67246,20251212,2025-12-12,179,1110,6,17,19671.07,Defect
890,82363,20251204,2025-12-04,642,1186,9,1,198.93,Shipping Damage
891,105155,20250206,2025-02-06,108,1007,10,3,4196.53,Defect
892,11118,20250223,2025-02-23,650,1028,6,8,4922.22,Other
893,77151,20250530,2025-05-30,819,1025,3,20,11697.99,Defect
894,29947,20221228,2022-12-28,1120,1092,6,3,1868.87,Shipping Damage
895,107982,20240331,2024-03-31,492,1045,1,41,14893.28,Other
896,62591,20220216,2022-02-16,591,1002,5,4,3968.04,Wrong Configuration
897,58055,20221201,2022-12-01,758,1183,10,13,3436.54,Shipping Damage
898,5189,20240322,2024-03-22,916,1056,6,14,4981.57,Defect
899,87036,20231002,2023-10-02,1005,1064,7,15,2330.85,Defect
900,40969,20240514,2024-05-14,1055,1008,4,2,2038.66,Shipping Damage
901,78483,20220829,2022-08-29,526,1055,6,11,4344.23,Other
902,99014,20250820,2025-08-20,1005,1064,7,40,6463.33,Shipping Damage
903,104537,20230625,2023-06-25,138,1074,4,3,488.24,Shipping Damage
904,10286,20250212,2025-02-12,700,1129,7,32,1836.89,Defect
905,109257,20240224,2024-02-24,981,1004,3,19,15806.48,Customer Cancellation
906,42423,20220722,2022-07-22,788,1052,9,9,2780.08,Defect
907,6330,20240217,2024-02-17,274,1067,5,3,561.42,Wrong Configuration
908,67835,20250521,2025-05-21,956,1061,9,36,8604.46,Customer Cancellation
909,43738,20230814,2023-08-14,179,1090,6,9,5509.59,Shipping Damage
910,17482,20250305,2025-03-05,1113,1171,8,4,171.23,Customer Cancellation
911,109670,20240627,2024-06-27,122,1180,1,4,850.22,Defect
912,83162,20230602,2023-06-02,998,1164,5,3,124.19,Wrong Configuration
913,86039,20250803,2025-08-03,350,1194,6,4,1222.94,Shipping Damage
914,47436,20220420,2022-04-20,1026,1086,4,7,3977.09,Other
915,59699,20250822,2025-08-22,837,1176,4,27,1323.61,Defect
916,68982,20250929,2025-09-29,565,1098,8,11,6668.57,Customer Cancellation
917,11323,20240410,2024-04-10,1085,1088,6,7,6365.34,Wrong Configuration
918,12446,20231114,2023-11-14,11,1121,3,5,442.51,Defect
919,45456,20240607,2024-06-07,988,1058,4,20,6305.7,Other
920,116747,20231229,2023-12-29,11,1012,3,2,2033.63,Shipping Damage
921,43681,20250915,2025-09-15,353,1111,1,39,58464.5,Wrong Configuration
922,21924,20240607,2024-06-07,148,1035,4,10,6740.2,Shipping Damage
923,101448,20240811,2024-08-11,1130,1132,2,34,2968.1,Other
924,53185,20220626,2022-06-26,52,1172,6,3,158.1,Defect
925,97904,20240417,2024-04-17,259,1047,2,9,3059.96,Wrong Configuration
926,40185,20250906,2025-09-06,876,1036,2,2,1272.49,Customer Cancellation
927,130,20231112,2023-11-12,446,1036,2,18,10045.2,Defect
928,114444,20250312,2025-03-12,474,1128,5,10,1062.78,Defect
929,18795,20240131,2024-01-31,1082,1047,1,1,366.13,Wrong Configuration
930,52809,20250110,2025-01-10,519,1075,8,39,8972.8,Defect
931,65242,20231228,2023-12-28,977,1180,6,7,1586.96,Defect
932,30534,20240603,2024-06-03,788,1043,9,26,10091.14,Customer Cancellation
933,42546,20250604,2025-06-04,132,1178,6,1,58.85,Defect
934,38180,20250325,2025-03-25,102,1078,1,11,1812.79,Defect
935,90641,20240616,2024-06-16,1170,1191,9,6,1086.86,Customer Cancellation
936,82411,20220424,2022-04-24,1132,1016,4,8,6720.8,Defect
937,24758,20240119,2024-01-19,1130,1085,2,35,20912.61,Defect
938,98170,20241206,2024-12-06,808,1194,2,2,531.28,Shipping Damage
939,6578,20230614,2023-06-14,125,1006,4,1,1076.71,Wrong Configuration
940,87015,20251226,2025-12-26,941,1197,9,12,2930.58,Other
941,96268,20250820,2025-08-20,351,1021,6,9,5232.91,Defect
942,32149,20251128,2025-11-28,107,1124,3,1,70.72,Customer Cancellation
943,69000,20250108,2025-01-08,870,1183,6,1,270.73,Other
944,103967,20240106,2024-01-06,517,1175,7,3,165.98,Wrong Configuration
945,101067,20230710,2023-07-10,152,1172,7,16,839.43,Wrong Configuration
946,64425,20241130,2024-11-30,1134,1083,9,7,6636.98,Defect
947,2703,20241129,2024-11-29,666,1107,3,2,2789.61,Customer Cancellation
948,80052,20251229,2025-12-29,888,1164,6,2,92.81,Defect
949,108542,20240311,2024-03-11,1177,1075,3,6,1482.98,Wrong Configuration
950,991,20251230,2025-12-30,283,1158,3,11,9161.32,Shipping Damage
951,56327,20240905,2024-09-05,1018,1146,2,4,2125.12,Defect
952,13356,20230317,2023-03-17,955,1046,4,23,9362.95,Wrong Configuration
953,27373,20241209,2024-12-09,894,1037,3,1,821.44,Other
954,37404,20250724,2025-07-24,110,1152,8,10,7213.57,Defect
955,64253,20250902,2025-09-02,1010,1058,1,3,1237.68,Shipping Damage
956,69681,20250925,2025-09-25,779,1047,5,24,7762.16,Wrong Configuration
957,2045,20230419,2023-04-19,1013,1171,1,2,85.36,Defect
958,80381,20240606,2024-06-06,1168,1015,4,4,3195.14,Wrong Configuration
959,49753,20240429,2024-04-29,1191,1041,3,2,712.85,Shipping Damage
960,110891,20251212,2025-12-12,186,1168,8,4,226.62,Other
961,21628,20250209,2025-02-09,130,1156,3,27,14902.14,Customer Cancellation
962,7386,20240809,2024-08-09,321,1046,6,3,1320.79,Defect
963,99431,20250602,2025-06-02,436,1158,5,8,6354.79,Customer Cancellation
964,113175,20230422,2023-04-22,950,1074,5,2,309.29,Wrong Configuration
965,93451,20240613,2024-06-13,418,1152,2,12,6512.43,Customer Cancellation
966,45984,20220821,2022-08-21,984,1042,6,41,13625.15,Shipping Damage
967,11642,20251210,2025-12-10,46,1132,9,1,104.65,Defect
968,28333,20250103,2025-01-03,418,1125,2,52,4434.79,Customer Cancellation
969,18796,20220314,2022-03-14,679,1131,6,1,85.82,Shipping Damage
970,69631,20211128,2021-11-28,1177,1189,3,18,3609.08,Customer Cancellation
971,118222,20220403,2022-04-03,419,1168,1,33,1738.76,Customer Cancellation
972,102454,20230317,2023-03-17,507,1199,5,6,1446.74,Shipping Damage
973,80168,20230811,2023-08-11,1076,1125,7,11,1018.37,Shipping Damage
974,25601,20250920,2025-09-20,401,1127,8,2,126.45,Defect
975,20705,20210930,2021-09-30,1028,1168,6,6,369.74,Defect
976,79042,20250716,2025-07-16,734,1045,5,8,3607.12,Customer Cancellation
977,32949,20251230,2025-12-30,420,1057,1,38,14445.42,Wrong Configuration
978,96678,20240125,2024-01-25,356,1149,4,13,9437.33,Defect
979,70019,20250818,2025-08-18,565,1061,8,5,1318.0,Shipping Damage
980,99188,20240229,2024-02-29,154,1000,1,1,1212.54,Shipping Damage
981,45247,20240611,2024-06-11,362,1128,5,2,209.03,Wrong Configuration
982,93969,20250820,2025-08-20,358,1013,9,3,2302.2,Customer Cancellation
983,2677,20240406,2024-04-06,1068,1094,4,13,11102.63,Defect
984,27318,20250509,2025-05-09,864,1162,6,1,60.57,Defect
985,85288,20231220,2023-12-20,777,1105,1,2,2403.69,Other
986,18086,20220608,2022-06-08,304,1052,10,2,690.56,Defect
987,114869,20241114,2024-11-14,918,1191,2,2,353.47,Defect
988,68222,20240414,2024-04-14,465,1110,6,5,5955.51,Defect
989,101259,20250216,2025-02-16,543,1007,5,10,14080.47,Wrong Configuration
990,77724,20251128,2025-11-28,894,1148,3,5,3663.51,Defect
991,54952,20240705,2024-07-05,610,1049,3,1,464.22,Wrong Configuration
992,118804,20250531,2025-05-31,834,1162,1,30,1466.94,Defect
993,20926,20230221,2023-02-21,88,1007,3,11,12379.2,Shipping Damage
994,59014,20250203,2025-02-03,136,1117,6,3,5129.7,Wrong Configuration
995,27552,20240725,2024-07-25,392,1055,4,15,6664.95,Wrong Configuration
996,92990,20250122,2025-01-22,1133,1071,3,3,434.36,Defect
997,106575,20251219,2025-12-19,636,1121,3,10,906.03,Defect
998,33241,20251009,2025-10-09,137,1093,4,6,4073.47,Customer Cancellation
999,47432,20240115,2024-01-15,1170,1126,9,2,160.84,Shipping Damage
1000,114808,20250612,2025-06-12,1081,1022,4,11,7556.6,Shipping Damage
1001,1399,20210918,2021-09-18,428,1069,7,1,172.22,Wrong Configuration
1002,78852,20230705,2023-07-05,548,1101,8,6,7465.1,Customer Cancellation
1003,66943,20241002,2024-10-02,1038,1174,1,18,1099.35,Shipping Damage
1004,44294,20251119,2025-11-19,355,1097,1,56,33470.21,Customer Cancellation
1005,58957,20241015,2024-10-15,702,1086,7,10,6756.36,Shipping Damage
1006,27811,20250725,2025-07-25,906,1077,9,2,525.42,Defect
1007,102753,20230825,2023-08-25,844,1067,2,1,163.23,Shipping Damage
1008,32370,20250305,2025-03-05,935,1050,2,1,360.21,Defect
1009,2394,20240731,2024-07-31,1162,1061,1,14,3555.98,Shipping Damage
1010,67791,20220921,2022-09-21,800,1109,5,1,1530.13,Shipping Damage
1011,55963,20250624,2025-06-24,395,1045,1,3,1248.3,Wrong Configuration
1012,13747,20241016,2024-10-16,1090,1192,3,5,1305.81,Defect
1013,105216,20240221,2024-02-21,410,1097,6,13,9129.03,Defect
1014,67746,20250524,2025-05-24,733,1100,8,6,8980.63,Wrong Configuration
1015,117741,20240113,2024-01-13,519,1090,8,18,10449.0,Wrong Configuration
1016,23182,20240507,2024-05-07,170,1013,9,10,7540.32,Defect
1017,30372,20250913,2025-09-13,193,1177,8,2,136.11,Shipping Damage
1018,95251,20250129,2025-01-29,572,1019,6,2,1627.48,Wrong Configuration
1019,188,20230604,2023-06-04,855,1197,5,23,3869.13,Shipping Damage
1020,57350,20240223,2024-02-23,994,1025,7,1,530.83,Defect
1021,69391,20240726,2024-07-26,516,1019,2,1,927.44,Defect
1022,83032,20251205,2025-12-05,1191,1108,3,5,6978.55,Wrong Configuration
1023,45619,20241112,2024-11-12,575,1075,3,9,2041.49,Wrong Configuration
1024,93568,20220218,2022-02-18,290,1008,5,39,34707.07,Customer Cancellation
1025,93972,20251120,2025-11-20,585,1162,2,37,1597.21,Defect
1026,29838,20250113,2025-01-13,363,1114,8,30,41920.14,Other
1027,55493,20251002,2025-10-02,191,1132,9,44,4004.36,Shipping Damage
1028,68739,20250606,2025-06-06,1019,1036,3,1,507.02,Shipping Damage
1029,36487,20230124,2023-01-24,974,1163,7,1,51.08,Defect
1030,33230,20231222,2023-12-22,293,1010,6,2,1314.64,Customer Cancellation
1031,107091,20250930,2025-09-30,303,1179,1,35,1954.66,Customer Cancellation
1032,55825,20251204,2025-12-04,767,1051,4,3,1384.8,Defect
1033,87035,20230708,2023-07-08,258,1057,9,4,1638.39,Defect
1034,30702,20240203,2024-02-03,853,1006,4,5,4817.28,Wrong Configuration
1035,56299,20251106,2025-11-06,784,1005,6,13,17547.99,Customer Cancellation
1036,113842,20241010,2024-10-10,679,1197,6,4,887.15,Defect
1037,7122,20241105,2024-11-05,868,1019,10,5,4336.86,Defect
1038,75252,20241205,2024-12-05,1113,1081,8,1,771.65,Defect
1039,17521,20240706,2024-07-06,101,1018,9,16,12005.62,Shipping Damage
1040,5362,20231020,2023-10-20,137,1105,4,9,8583.17,Customer Cancellation
1041,88320,20240823,2024-08-23,613,1145,1,11,8326.19,Other
1042,38488,20240215,2024-02-15,684,1004,1,17,18767.72,Shipping Damage
1043,45345,20230121,2023-01-21,274,1197,5,2,430.89,Wrong Configuration
1044,57210,20231207,2023-12-07,446,1078,2,4,668.33,Wrong Configuration
1045,61244,20240624,2024-06-24,1085,1100,6,30,39717.51,Wrong Configuration
1046,100067,20220702,2022-07-02,994,1173,7,7,396.03,Other
1047,58039,20250709,2025-07-09,1031,1013,6,1,730.87,Other
1048,107137,20230428,2023-04-28,575,1159,3,13,7966.22,Customer Cancellation
1049,7261,20251112,2025-11-12,734,1157,5,2,1162.23,Defect
1050,21320,20240721,2024-07-21,1076,1086,7,8,5614.87,Customer Cancellation
1051,50111,20251222,2025-12-22,784,1171,6,9,378.7,Defect
1052,795,20250623,2025-06-23,559,1111,1,13,23712.91,Defect
1053,108845,20241004,2024-10-04,628,1198,6,10,2566.02,Customer Cancellation
1054,63070,20240508,2024-05-08,1038,1194,1,7,1806.9,Customer Cancellation
1055,83821,20240702,2024-07-02,302,1125,2,5,477.29,Other
1056,77878,20221221,2022-12-21,17,1061,1,2,475.22,Customer Cancellation
1057,36033,20251202,2025-12-02,443,1036,5,1,540.06,Shipping Damage
1058,62113,20251118,2025-11-18,480,1148,1,14,9310.25,Defect
1059,41965,20221024,2022-10-24,598,1187,2,31,6681.19,Wrong Configuration
1060,89570,20230606,2023-06-06,428,1120,7,6,553.31,Customer Cancellation
1061,103288,20230207,2023-02-07,946,1035,3,14,7127.79,Customer Cancellation
1062,62040,20250518,2025-05-18,316,1076,7,10,1795.05,Customer Cancellation
1063,32111,20240905,2024-09-05,950,1147,5,16,10716.96,Shipping Damage
1064,34164,20231204,2023-12-04,389,1060,6,1,126.21,Shipping Damage
1065,115136,20241218,2024-12-18,778,1007,3,3,4373.13,Wrong Configuration
1066,48797,20250509,2025-05-09,858,1174,1,1,68.82,Defect
1067,119817,20231230,2023-12-30,113,1125,3,4,380.46,Wrong Configuration
1068,77782,20240105,2024-01-05,6,1122,6,8,696.81,Customer Cancellation
1069,15814,20250514,2025-05-14,101,1189,9,4,920.51,Shipping Damage
1070,108935,20230901,2023-09-01,1069,1049,6,30,14860.5,Defect
1071,67758,20251110,2025-11-10,11,1021,3,1,596.55,Customer Cancellation
1072,99763,20241126,2024-11-26,632,1005,2,1,1284.48,Defect
1073,24798,20220827,2022-08-27,765,1137,2,32,2099.38,Wrong Configuration
1074,87843,20251111,2025-11-11,1076,1138,7,31,2147.91,Defect
1075,96708,20250130,2025-01-30,579,1084,3,24,18622.01,Defect
1076,74759,20250809,2025-08-09,659,1172,9,1,59.72,Defect
1077,24039,20230130,2023-01-30,85,1095,1,22,16625.31,Defect
1078,82750,20251213,2025-12-13,1175,1074,8,4,710.97,Other
1079,109167,20251207,2025-12-07,1010,1069,1,3,586.32,Customer Cancellation
1080,65349,20230703,2023-07-03,527,1119,8,1,1375.24,Wrong Configuration
1081,35579,20240514,2024-05-14,152,1193,7,30,5591.95,Shipping Damage
1082,18005,20240925,2024-09-25,722,1029,1,5,3199.55,Other
1083,18586,20230101,2023-01-01,15,1041,6,4,1394.05,Defect
1084,102683,20251105,2025-11-05,301,1020,10,5,3111.38,Customer Cancellation
1085,44727,20250621,2025-06-21,1047,1060,4,2,264.75,Defect
1086,6808,20230212,2023-02-12,936,1108,1,4,5405.91,Defect
1087,47103,20230823,2023-08-23,263,1026,2,3,1442.28,Customer Cancellation
1088,28123,20241105,2024-11-05,382,1136,5,5,416.33,Wrong Configuration
1089,71514,20240603,2024-06-03,388,1116,2,6,9428.32,Other
1090,105586,20231225,2023-12-25,916,1195,6,17,3800.92,Other
1091,75096,20231120,2023-11-20,480,1020,1,30,20896.35,Defect
1092,2763,20250517,2025-05-17,853,1168,4,4,239.67,Shipping Damage
