opportunity_id,created_date,customer_id,product_group,sales_rep_id,stage,expected_value_eur,win_probability,expected_close_date,created_date_id,weighted_pipeline_eur,days_to_close,is_closed_won,is_closed_lost
3799,2025-02-25,21,Medical Sensor,23,Closed Won,21105.01,1.0,2025-05-09,20250225,21105.01,73,1,0
3800,2023-06-22,704,Industrial Scanner,27,Qualified,7440.75,0.258,2024-01-07,20230622,1919.71,199,0,0
3801,2023-11-23,553,Legacy Workstation,67,Qualified,58748.36,0.107,2024-01-05,20231123,6286.07,43,0,0
3802,2024-05-22,799,Service Contract,38,Proposal,17646.25,0.475,2024-07-30,20240522,8381.97,69,0,0
3803,2022-01-26,909,Service Contract,51,Closed Won,18263.77,1.0,2022-04-05,20220126,18263.77,69,1,0
3804,2025-04-01,877,Medical Sensor,53,Proposal,8329.44,0.342,2025-06-27,20250401,2848.67,87,0,0
3805,2023-07-02,624,Medical Sensor,2,Proposal,13726.95,0.441,2023-09-29,20230702,6053.58,89,0,0
3806,2024-06-03,110,Medical Sensor,20,Lead,19791.64,0.203,2024-08-03,20240603,4017.7,61,0,0
3807,2023-12-27,189,Service Contract,63,Lead,18230.64,0.0,2024-05-02,20231227,0.0,127,0,0
3808,2022-04-25,678,Accessory Kit,55,Proposal,3605.6,0.431,2022-07-30,20220425,1554.01,96,0,0
3809,2024-12-09,718,Laptop Standard,49,Negotiation,14476.22,0.791,2025-01-28,20241209,11450.69,50,0,0
3810,2023-08-02,672,Tablet Enterprise,44,Proposal,26898.8,0.407,2023-11-04,20230802,10947.81,94,0,0
3811,2024-08-11,903,Medical Sensor,43,Negotiation,53277.78,0.64,2025-03-06,20240811,34097.78,207,0,0
3812,2024-11-09,993,Connectivity Module,8,Qualified,53023.87,0.222,2025-04-15,20241109,11771.3,157,0,0
3813,2024-12-04,684,Legacy Workstation,53,Closed Won,47686.6,1.0,2024-12-24,20241204,47686.6,20,1,0
3814,2025-11-19,1176,Accessory Kit,22,Lead,60903.94,0.124,2026-02-20,20251119,7552.09,93,0,0
3815,2025-02-21,979,Service Contract,34,Closed Won,28001.69,1.0,2025-04-09,20250221,28001.69,47,1,0
3816,2024-02-18,878,Connectivity Module,35,Qualified,99303.22,0.291,2024-06-18,20240218,28897.24,121,0,0
3817,2024-12-23,548,Service Contract,49,Proposal,58639.86,0.436,2025-06-27,20241223,25566.98,186,0,0
3818,2025-02-07,588,Medical Sensor,79,Negotiation,24383.46,0.726,2025-09-08,20250207,17702.39,213,0,0
3819,2021-10-12,113,Service Contract,67,Qualified,77696.79,0.103,2022-04-26,20211012,8002.77,196,0,0
3820,2025-10-12,1167,Service Contract,4,Proposal,81932.16,0.362,2025-12-19,20251012,29659.44,68,0,0
3821,2023-01-07,173,Accessory Kit,19,Lead,7289.51,0.166,2023-06-04,20230107,1210.06,148,0,0
3822,2024-07-17,775,Connectivity Module,66,Proposal,161779.08,0.344,2024-11-28,20240717,55652.0,134,0,0
3823,2023-11-09,1199,Medical Sensor,68,Lead,36219.19,0.221,2024-04-05,20231109,8004.44,148,0,0
3824,2022-02-05,739,Monitoring Device,37,Closed Won,2567.65,1.0,2022-06-09,20220205,2567.65,124,1,0
3825,2025-08-20,1017,Medical Sensor,37,Proposal,14454.28,0.394,2026-01-31,20250820,5694.99,164,0,0
3826,2025-04-10,179,Laptop Pro,75,Qualified,31188.9,0.353,2025-05-12,20250410,11009.68,32,0,0
3827,2022-11-10,488,Connectivity Module,85,Qualified,116771.3,0.255,2023-04-11,20221110,29776.68,152,0,0
3828,2024-08-13,792,Laptop Pro,70,Lead,22390.35,0.013,2024-10-28,20240813,291.07,76,0,0
3829,2025-01-01,225,Service Contract,35,Closed Won,237855.68,0.978,2025-03-02,20250101,232622.86,60,1,0
3830,2022-01-02,37,Laptop Pro,41,Lead,30550.18,0.169,2022-06-14,20220102,5162.98,163,0,0
3831,2023-06-23,663,Accessory Kit,60,Qualified,34635.63,0.174,2023-08-30,20230623,6026.6,68,0,0
3832,2023-10-30,441,Accessory Kit,47,Proposal,5200.15,0.514,2024-05-15,20231030,2672.88,198,0,0
3833,2021-04-26,1112,Tablet Enterprise,68,Qualified,11846.3,0.285,2021-07-09,20210426,3376.2,74,0,0
3834,2025-10-31,1113,Accessory Kit,72,Proposal,41869.09,0.412,2025-12-25,20251031,17250.07,55,0,0
3835,2024-01-27,724,Laptop Standard,52,Closed Won,19539.6,0.951,2024-06-27,20240127,18582.16,152,1,0
3836,2021-03-27,994,Laptop Standard,24,Proposal,19282.71,0.516,2021-07-27,20210327,9949.88,122,0,0
3837,2021-08-26,265,Connectivity Module,28,Qualified,271048.49,0.167,2022-03-28,20210826,45265.1,214,0,0
3838,2025-06-05,1025,Laptop Standard,80,Negotiation,3489.76,0.726,2025-10-03,20250605,2533.57,120,0,0
3839,2025-10-19,993,Medical Sensor,66,Proposal,19113.69,0.543,2026-05-09,20251019,10378.73,202,0,0
3840,2025-01-28,772,Connectivity Module,49,Negotiation,8017.66,0.597,2025-07-13,20250128,4786.54,166,0,0
3841,2025-05-17,1047,Monitoring Device,35,Proposal,27780.96,0.459,2025-11-11,20250517,12751.46,178,0,0
3842,2023-12-09,812,Laptop Pro,84,Negotiation,22406.13,0.563,2024-06-06,20231209,12614.65,180,0,0
3843,2025-09-27,250,Medical Sensor,6,Closed Won,17332.85,1.0,2026-01-27,20250927,17332.85,122,1,0
3844,2025-10-26,797,Service Contract,10,Closed Lost,80818.17,0.13,2026-05-15,20251026,10506.36,201,0,1
3845,2025-12-13,822,Laptop Standard,60,Negotiation,79277.78,0.829,2026-01-29,20251213,65721.28,47,0,0
3846,2025-04-02,981,Legacy Workstation,52,Negotiation,56672.52,0.517,2025-08-25,20250402,29299.69,145,0,0
3847,2024-06-29,118,Service Contract,72,Closed Won,18435.79,1.0,2024-12-30,20240629,18435.79,184,1,0
3848,2025-08-25,237,Monitoring Device,42,Lead,15887.16,0.215,2026-03-15,20250825,3415.74,202,0,0
3849,2023-01-27,1,Laptop Standard,58,Qualified,9376.19,0.197,2023-05-20,20230127,1847.11,113,0,0
3850,2023-08-11,816,Tablet Enterprise,1,Negotiation,33395.28,0.648,2024-02-12,20230811,21640.14,185,0,0
3851,2023-01-26,214,Laptop Standard,18,Qualified,24307.43,0.227,2023-03-06,20230126,5517.79,39,0,0
3852,2022-11-23,136,Industrial Scanner,75,Proposal,18571.86,0.396,2023-02-01,20221123,7354.46,70,0,0
3853,2025-11-19,305,Monitoring Device,46,Qualified,63273.76,0.243,2026-06-11,20251119,15375.52,204,0,0
3854,2025-12-24,878,Accessory Kit,35,Lead,135380.56,0.054,2026-04-14,20251224,7310.55,111,0,0
3855,2024-07-07,927,Medical Sensor,40,Proposal,13971.65,0.562,2024-10-14,20240707,7852.07,99,0,0
3856,2024-12-08,104,Laptop Pro,52,Negotiation,49095.74,0.689,2025-01-24,20241208,33826.96,47,0,0
3857,2024-07-26,275,Industrial Scanner,60,Closed Won,61951.3,1.0,2024-08-18,20240726,61951.3,23,1,0
3858,2024-09-11,114,Tablet Enterprise,77,Proposal,38337.6,0.518,2024-10-25,20240911,19858.88,44,0,0
3859,2023-10-14,779,Laptop Standard,39,Lead,70808.46,0.056,2023-11-08,20231014,3965.27,25,0,0
3860,2021-09-01,192,Medical Sensor,2,Qualified,67977.66,0.144,2021-10-08,20210901,9788.78,37,0,0
3861,2022-04-18,666,Monitoring Device,67,Negotiation,18587.79,0.613,2022-06-05,20220418,11394.32,48,0,0
3862,2024-02-03,365,Accessory Kit,69,Qualified,4873.83,0.149,2024-06-24,20240203,726.2,142,0,0
3863,2022-12-22,713,Accessory Kit,85,Closed Lost,15471.48,0.0,2023-04-09,20221222,0.0,108,0,1
3864,2023-06-28,248,Industrial Scanner,77,Negotiation,29799.89,0.687,2024-01-11,20230628,20472.52,197,0,0
3865,2025-10-11,946,Service Contract,16,Qualified,208160.49,0.312,2026-02-11,20251011,64946.07,123,0,0
3866,2022-07-03,284,Tablet Enterprise,33,Closed Won,14276.73,0.795,2022-11-07,20220703,11350.0,127,1,0
3867,2025-12-27,442,Accessory Kit,27,Closed Won,17707.89,1.0,2026-03-30,20251227,17707.89,93,1,0
3868,2025-11-19,955,Laptop Standard,85,Closed Lost,93051.07,0.207,2026-03-09,20251119,19261.57,110,0,1
3869,2024-06-18,614,Service Contract,63,Closed Won,9517.14,1.0,2024-12-23,20240618,9517.14,188,1,0
3870,2024-06-05,138,Laptop Standard,85,Negotiation,35278.29,0.68,2024-12-11,20240605,23989.24,189,0,0
3871,2024-03-12,410,Legacy Workstation,14,Negotiation,7893.21,0.703,2024-05-17,20240312,5548.93,66,0,0
3872,2024-03-12,73,Service Contract,64,Closed Lost,7380.87,0.0,2024-04-17,20240312,0.0,36,0,1
3873,2023-10-20,834,Medical Sensor,69,Proposal,16160.19,0.579,2024-02-07,20231020,9356.75,110,0,0
3874,2024-12-09,913,Monitoring Device,43,Proposal,30425.77,0.418,2025-03-26,20241209,12717.97,107,0,0
3875,2021-04-21,527,Medical Sensor,72,Qualified,54411.23,0.012,2021-11-06,20210421,652.93,199,0,0
3876,2024-04-28,808,Monitoring Device,23,Qualified,106370.76,0.221,2024-07-25,20240428,23507.94,88,0,0
3877,2021-02-15,485,Medical Sensor,64,Proposal,11812.26,0.37,2021-05-12,20210215,4370.54,86,0,0
3878,2021-05-09,346,Industrial Scanner,22,Negotiation,39310.6,0.64,2021-07-17,20210509,25158.78,69,0,0
3879,2021-09-02,788,Connectivity Module,59,Negotiation,5225.54,0.677,2021-11-14,20210902,3537.69,73,0,0
3880,2021-09-30,355,Legacy Workstation,64,Proposal,3742.61,0.387,2022-01-04,20210930,1448.39,96,0,0
3881,2024-10-10,956,Legacy Workstation,81,Proposal,56071.92,0.458,2025-05-14,20241010,25680.94,216,0,0
3882,2023-03-12,977,Laptop Standard,70,Lead,14145.89,0.237,2023-10-09,20230312,3352.58,211,0,0
3883,2025-10-25,725,Laptop Standard,50,Closed Lost,58603.03,0.0,2026-05-14,20251025,0.0,201,0,1
3884,2023-12-30,104,Monitoring Device,6,Negotiation,13188.83,0.562,2024-03-24,20231230,7412.12,85,0,0
3885,2025-02-23,1020,Laptop Standard,79,Qualified,51233.08,0.201,2025-03-18,20250223,10297.85,23,0,0
3886,2025-12-09,271,Connectivity Module,8,Lead,28848.34,0.138,2026-03-30,20251209,3981.07,111,0,0
3887,2023-09-04,775,Tablet Enterprise,73,Proposal,82968.75,0.423,2023-10-26,20230904,35095.78,52,0,0
3888,2024-06-26,684,Laptop Standard,53,Qualified,24378.72,0.31,2025-01-01,20240626,7557.4,189,0,0
3889,2023-10-08,256,Medical Sensor,75,Negotiation,18885.03,0.699,2023-11-25,20231008,13200.64,48,0,0
3890,2022-12-18,129,Tablet Enterprise,12,Lead,47464.49,0.246,2023-03-01,20221218,11676.26,73,0,0
3891,2022-06-26,9,Laptop Standard,64,Lead,16412.16,0.171,2022-09-12,20220626,2806.48,78,0,0
3892,2024-03-12,436,Connectivity Module,44,Closed Won,21838.14,1.0,2024-07-25,20240312,21838.14,135,1,0
3893,2022-03-15,252,Legacy Workstation,30,Proposal,46890.44,0.491,2022-04-04,20220315,23023.21,20,0,0
3894,2025-03-17,334,Industrial Scanner,37,Closed Lost,15147.85,0.0,2025-06-22,20250317,0.0,97,0,1
3895,2023-03-23,21,Service Contract,36,Lead,25299.4,0.035,2023-07-14,20230323,885.48,113,0,0
3896,2021-10-21,141,Laptop Standard,55,Closed Won,39308.82,1.0,2022-03-17,20211021,39308.82,147,1,0
3897,2025-11-10,1154,Industrial Scanner,10,Proposal,34848.83,0.465,2026-06-10,20251110,16204.71,212,0,0
3898,2024-08-06,417,Service Contract,22,Qualified,86123.27,0.191,2025-02-14,20240806,16449.54,192,0,0
3899,2022-10-03,1173,Tablet Enterprise,61,Lead,8436.87,0.146,2023-04-02,20221003,1231.78,181,0,0
3900,2024-08-28,1162,Monitoring Device,69,Closed Won,54365.16,1.0,2024-12-14,20240828,54365.16,108,1,0
3901,2024-01-21,421,Connectivity Module,40,Closed Won,8023.67,1.0,2024-03-20,20240121,8023.67,59,1,0
3902,2024-02-26,1083,Industrial Scanner,59,Qualified,44301.16,0.236,2024-09-15,20240226,10455.07,202,0,0
3903,2025-04-28,253,Connectivity Module,44,Lead,56741.45,0.0,2025-07-17,20250428,0.0,80,0,0
3904,2022-01-10,152,Tablet Enterprise,47,Lead,26918.97,0.055,2022-06-11,20220110,1480.54,152,0,0
3905,2023-02-07,735,Legacy Workstation,45,Qualified,118555.99,0.235,2023-09-08,20230207,27860.66,213,0,0
3906,2023-09-02,359,Service Contract,66,Closed Lost,5548.42,0.077,2023-11-11,20230902,427.23,70,0,1
3907,2025-05-10,1160,Monitoring Device,27,Qualified,74920.12,0.198,2025-10-05,20250510,14834.18,148,0,0
3908,2022-09-13,1115,Service Contract,11,Lead,139151.35,0.145,2023-01-09,20220913,20176.95,118,0,0
3909,2025-02-01,1050,Connectivity Module,34,Proposal,41349.72,0.488,2025-04-12,20250201,20178.66,70,0,0
3910,2024-04-03,684,Laptop Pro,53,Negotiation,11034.26,0.556,2024-10-01,20240403,6135.05,181,0,0
3911,2024-08-26,1055,Service Contract,35,Qualified,13543.51,0.312,2024-12-24,20240826,4225.58,120,0,0
3912,2024-06-09,351,Legacy Workstation,75,Negotiation,2091.06,0.582,2024-08-15,20240609,1217.0,67,0,0
3913,2023-03-09,585,Laptop Pro,45,Lead,13125.29,0.24,2023-04-23,20230309,3150.07,45,0,0
3914,2023-04-07,753,Industrial Scanner,75,Qualified,28189.86,0.327,2023-09-30,20230407,9218.08,176,0,0
3915,2022-11-21,983,Connectivity Module,41,Lead,35018.29,0.0,2022-12-19,20221121,0.0,28,0,0
3916,2023-05-18,779,Industrial Scanner,58,Negotiation,29358.75,0.735,2023-07-01,20230518,21578.68,44,0,0
3917,2025-03-10,167,Legacy Workstation,22,Lead,1842.86,0.36,2025-07-19,20250310,663.43,131,0,0
3918,2023-11-03,224,Legacy Workstation,23,Qualified,8163.45,0.16,2024-01-12,20231103,1306.15,70,0,0
3919,2025-02-25,568,Industrial Scanner,45,Lead,131464.83,0.032,2025-05-15,20250225,4206.87,79,0,0
3920,2023-08-15,723,Tablet Enterprise,76,Lead,68581.37,0.166,2024-01-04,20230815,11384.51,142,0,0
3921,2024-01-25,417,Service Contract,75,Proposal,31314.95,0.434,2024-05-04,20240125,13590.69,100,0,0
3922,2022-09-14,1111,Connectivity Module,12,Lead,25559.91,0.103,2023-01-15,20220914,2632.67,123,0,0
3923,2024-10-01,613,Medical Sensor,50,Proposal,177865.18,0.527,2025-01-25,20241001,93734.95,116,0,0
3924,2024-05-13,939,Medical Sensor,15,Proposal,4563.13,0.376,2024-07-09,20240513,1715.74,57,0,0
3925,2025-08-08,870,Legacy Workstation,46,Lead,169724.99,0.156,2025-11-06,20250808,26477.1,90,0,0
3926,2022-04-13,78,Service Contract,19,Qualified,114865.22,0.2,2022-06-18,20220413,22973.04,66,0,0
3927,2022-08-04,221,Laptop Pro,57,Negotiation,9530.42,0.658,2023-02-09,20220804,6271.02,189,0,0
3928,2021-05-13,1042,Tablet Enterprise,18,Closed Won,51637.14,1.0,2021-11-29,20210513,51637.14,200,1,0
3929,2022-11-24,78,Laptop Pro,10,Negotiation,27496.86,0.548,2023-06-27,20221124,15068.28,215,0,0
3930,2022-02-27,401,Laptop Standard,20,Qualified,43267.26,0.294,2022-03-20,20220227,12720.57,21,0,0
3931,2024-01-12,627,Legacy Workstation,31,Proposal,7927.44,0.56,2024-04-29,20240112,4439.37,108,0,0
3932,2021-08-16,909,Laptop Standard,13,Closed Won,10272.33,1.0,2022-03-08,20210816,10272.33,204,1,0
3933,2025-12-16,939,Medical Sensor,15,Lead,2672.57,0.177,2026-06-24,20251216,473.04,190,0,0
3934,2024-07-03,435,Connectivity Module,50,Qualified,3388.71,0.302,2025-01-27,20240703,1023.39,208,0,0
3935,2022-10-30,480,Laptop Standard,2,Qualified,4131.48,0.189,2022-12-08,20221030,780.85,39,0,0
3936,2025-09-27,977,Connectivity Module,70,Qualified,25190.6,0.215,2026-04-12,20250927,5415.98,197,0,0
3937,2024-01-27,129,Monitoring Device,26,Closed Lost,89913.26,0.0,2024-07-12,20240127,0.0,167,0,1
3938,2023-10-14,1055,Industrial Scanner,8,Negotiation,25664.29,0.563,2024-05-06,20231014,14449.0,205,0,0
3939,2023-01-02,451,Tablet Enterprise,84,Negotiation,26567.88,0.704,2023-02-22,20230102,18703.79,51,0,0
3940,2021-08-26,909,Tablet Enterprise,15,Proposal,5213.06,0.353,2022-01-04,20210826,1840.21,131,0,0
3941,2023-09-27,1135,Medical Sensor,2,Closed Lost,41905.49,0.032,2024-02-03,20230927,1340.98,129,0,1
3942,2025-05-23,1096,Laptop Pro,15,Qualified,24450.96,0.188,2025-09-18,20250523,4596.78,118,0,0
3943,2025-05-19,43,Medical Sensor,50,Negotiation,32113.53,0.621,2025-09-21,20250519,19942.5,125,0,0
3944,2022-06-23,723,Service Contract,44,Negotiation,15308.45,0.659,2022-09-24,20220623,10088.27,93,0,0
3945,2023-07-24,304,Laptop Pro,74,Lead,29614.72,0.1,2023-12-16,20230724,2961.47,145,0,0
3946,2024-08-15,956,Laptop Standard,17,Lead,34747.7,0.112,2024-10-14,20240815,3891.74,60,0,0
3947,2025-01-29,800,Monitoring Device,7,Negotiation,20392.51,0.798,2025-06-07,20250129,16273.22,129,0,0
3948,2024-01-04,5,Accessory Kit,3,Negotiation,31288.42,0.734,2024-05-08,20240104,22965.7,125,0,0
3949,2025-09-24,730,Laptop Pro,11,Closed Won,56899.25,0.867,2026-04-02,20250924,49331.65,190,1,0
3950,2025-09-28,1052,Industrial Scanner,6,Lead,25374.46,0.056,2026-01-25,20250928,1420.97,119,0,0
3951,2025-02-16,474,Laptop Standard,79,Qualified,17318.13,0.375,2025-08-03,20250216,6494.3,168,0,0
3952,2022-10-02,1026,Monitoring Device,8,Closed Won,57092.86,0.911,2022-12-09,20221002,52011.6,68,1,0
3953,2025-02-10,916,Legacy Workstation,14,Lead,14784.05,0.0,2025-06-15,20250210,0.0,125,0,0
3954,2024-06-23,350,Connectivity Module,46,Closed Won,21787.89,1.0,2024-12-09,20240623,21787.89,169,1,0
3955,2023-03-09,684,Service Contract,69,Proposal,113189.69,0.357,2023-04-02,20230309,40408.72,24,0,0
3956,2022-05-11,975,Service Contract,69,Lead,90942.47,0.09,2022-07-22,20220511,8184.82,72,0,0
3957,2021-11-26,687,Monitoring Device,34,Qualified,24810.75,0.224,2022-01-13,20211126,5557.61,48,0,0
3958,2022-09-21,866,Accessory Kit,61,Closed Won,31917.24,1.0,2022-12-10,20220921,31917.24,80,1,0
3959,2023-05-15,867,Tablet Enterprise,64,Lead,66314.81,0.0,2023-10-26,20230515,0.0,164,0,0
3960,2024-11-10,494,Medical Sensor,64,Lead,9935.61,0.134,2025-03-18,20241110,1331.37,128,0,0
3961,2024-03-08,419,Tablet Enterprise,42,Qualified,11182.47,0.215,2024-10-01,20240308,2404.23,207,0,0
3962,2023-06-07,170,Service Contract,9,Lead,32250.5,0.186,2023-10-21,20230607,5998.59,136,0,0
3963,2023-12-14,45,Medical Sensor,22,Lead,19279.8,0.114,2024-03-17,20231214,2197.9,94,0,0
3964,2023-02-26,79,Laptop Pro,61,Negotiation,33667.01,0.631,2023-05-07,20230226,21243.88,70,0,0
3965,2022-01-22,484,Laptop Pro,79,Proposal,25852.62,0.435,2022-06-26,20220122,11245.89,155,0,0
3966,2024-07-10,332,Connectivity Module,61,Closed Lost,19554.06,0.0,2025-01-02,20240710,0.0,176,0,1
3967,2025-02-12,425,Laptop Standard,65,Closed Won,37143.65,0.944,2025-05-14,20250212,35063.61,91,1,0
3968,2023-07-25,517,Connectivity Module,24,Closed Lost,75735.22,0.0,2023-08-15,20230725,0.0,21,0,1
3969,2025-06-23,672,Laptop Pro,58,Closed Lost,53562.73,0.188,2026-01-10,20250623,10069.79,201,0,1
3970,2025-02-21,358,Industrial Scanner,17,Proposal,17115.86,0.415,2025-06-06,20250221,7103.08,105,0,0
3971,2022-10-11,42,Medical Sensor,51,Closed Won,80533.82,0.962,2023-01-25,20221011,77473.53,106,1,0
3972,2025-03-10,17,Industrial Scanner,37,Closed Won,18813.17,1.0,2025-04-25,20250310,18813.17,46,1,0
3973,2024-06-03,438,Laptop Pro,82,Proposal,6204.4,0.344,2024-10-30,20240603,2134.31,149,0,0
3974,2024-01-26,509,Industrial Scanner,65,Qualified,42966.91,0.34,2024-08-05,20240126,14608.75,192,0,0
3975,2022-07-16,385,Tablet Enterprise,16,Qualified,5816.79,0.289,2022-11-13,20220716,1681.05,120,0,0
3976,2023-08-16,482,Legacy Workstation,71,Negotiation,27289.08,0.791,2024-03-04,20230816,21585.66,201,0,0
3977,2025-12-01,189,Medical Sensor,63,Qualified,66130.82,0.277,2026-06-01,20251201,18318.24,182,0,0
3978,2025-11-28,842,Connectivity Module,53,Qualified,12788.6,0.166,2026-07-03,20251128,2122.91,217,0,0
3979,2024-09-07,446,Service Contract,45,Negotiation,21452.62,0.77,2024-10-18,20240907,16518.52,41,0,0
3980,2025-01-28,1055,Medical Sensor,35,Negotiation,53698.09,0.715,2025-03-09,20250128,38394.13,40,0,0
3981,2023-07-25,441,Laptop Pro,60,Proposal,207738.99,0.307,2023-08-14,20230725,63775.87,20,0,0
3982,2025-04-12,32,Medical Sensor,42,Lead,66959.16,0.087,2025-07-18,20250412,5825.45,97,0,0
3983,2024-10-29,578,Accessory Kit,26,Lead,170949.52,0.0,2025-04-10,20241029,0.0,163,0,0
3984,2023-03-13,1039,Legacy Workstation,25,Closed Lost,31894.01,0.0,2023-05-28,20230313,0.0,76,0,1
3985,2022-10-18,528,Connectivity Module,31,Closed Won,14402.82,0.954,2023-03-20,20221018,13740.29,153,1,0
3986,2025-03-31,374,Legacy Workstation,58,Lead,29787.55,0.052,2025-05-06,20250331,1548.95,36,0,0
3987,2021-09-18,762,Legacy Workstation,82,Negotiation,12785.7,0.582,2021-11-19,20210918,7441.28,62,0,0
3988,2024-04-24,994,Connectivity Module,43,Closed Lost,51538.48,0.054,2024-07-19,20240424,2783.08,86,0,1
3989,2023-04-04,612,Legacy Workstation,2,Lead,96656.77,0.082,2023-05-10,20230404,7925.86,36,0,0
3990,2024-02-16,66,Legacy Workstation,51,Negotiation,16841.6,0.489,2024-07-30,20240216,8235.54,165,0,0
3991,2022-08-15,788,Connectivity Module,57,Closed Lost,30667.44,0.0,2022-11-30,20220815,0.0,107,0,1
3992,2023-11-07,1149,Monitoring Device,14,Lead,28639.74,0.101,2024-06-02,20231107,2892.61,208,0,0
3993,2024-03-07,311,Accessory Kit,20,Proposal,54761.59,0.472,2024-07-29,20240307,25847.47,144,0,0
3994,2024-11-21,878,Monitoring Device,85,Closed Won,12410.6,1.0,2025-01-03,20241121,12410.6,43,1,0
3995,2021-05-23,607,Tablet Enterprise,45,Qualified,52195.58,0.223,2021-12-04,20210523,11639.61,195,0,0
3996,2023-03-16,762,Legacy Workstation,12,Proposal,11167.52,0.589,2023-09-23,20230316,6577.67,191,0,0
3997,2025-02-24,513,Tablet Enterprise,39,Closed Lost,34632.7,0.0,2025-05-02,20250224,0.0,67,0,1
3998,2025-04-11,670,Service Contract,23,Qualified,6369.35,0.301,2025-09-09,20250411,1917.17,151,0,0
3999,2025-10-09,1128,Laptop Standard,55,Proposal,181907.51,0.44,2026-02-27,20251009,80039.3,141,0,0
4000,2024-12-03,812,Laptop Pro,71,Closed Lost,23073.0,0.0,2025-02-22,20241203,0.0,81,0,1
4001,2021-06-22,1066,Service Contract,14,Lead,102470.44,0.053,2022-01-02,20210622,5430.93,194,0,0
4002,2023-09-30,230,Laptop Pro,25,Qualified,29961.61,0.217,2024-02-06,20230930,6501.67,129,0,0
4003,2024-07-15,136,Laptop Pro,61,Closed Won,101722.54,1.0,2025-01-21,20240715,101722.54,190,1,0
4004,2025-06-12,788,Laptop Pro,17,Lead,309481.71,0.0,2025-10-29,20250612,0.0,139,0,0
4005,2024-04-02,252,Legacy Workstation,8,Qualified,20209.73,0.224,2024-10-23,20240402,4526.98,204,0,0
4006,2023-09-09,1079,Laptop Standard,76,Closed Won,12502.45,1.0,2024-04-08,20230909,12502.45,212,1,0
4007,2021-09-17,13,Laptop Pro,64,Lead,6291.06,0.09,2022-02-19,20210917,566.2,155,0,0
4008,2023-11-03,818,Laptop Pro,11,Proposal,33739.04,0.496,2024-02-02,20231103,16734.56,91,0,0
4009,2023-03-26,455,Laptop Standard,55,Lead,10684.46,0.284,2023-08-14,20230326,3034.39,141,0,0
4010,2023-08-16,40,Legacy Workstation,34,Closed Lost,33251.22,0.091,2024-03-06,20230816,3025.86,203,0,1
4011,2021-07-30,834,Accessory Kit,2,Lead,121107.25,0.19,2022-01-28,20210730,23010.38,182,0,0
4012,2023-01-24,263,Medical Sensor,12,Qualified,41856.55,0.19,2023-07-05,20230124,7952.74,162,0,0
4013,2022-12-27,954,Industrial Scanner,75,Closed Lost,39665.5,0.0,2023-07-01,20221227,0.0,186,0,1
4014,2024-12-26,417,Laptop Pro,70,Proposal,33888.71,0.424,2025-03-31,20241226,14368.81,95,0,0
4015,2025-11-10,1079,Legacy Workstation,7,Proposal,24056.81,0.492,2026-02-22,20251110,11835.95,104,0,0
4016,2024-10-13,967,Service Contract,55,Proposal,74854.17,0.577,2024-11-28,20241013,43190.86,46,0,0
4017,2024-02-28,525,Tablet Enterprise,34,Lead,71203.02,0.0,2024-07-17,20240228,0.0,140,0,0
4018,2023-10-28,1179,Service Contract,29,Lead,19012.88,0.1,2023-12-16,20231028,1901.29,49,0,0
4019,2022-01-21,1084,Laptop Standard,45,Qualified,25055.37,0.324,2022-08-12,20220121,8117.94,203,0,0
4020,2023-01-10,485,Tablet Enterprise,37,Qualified,33302.51,0.29,2023-05-13,20230110,9657.73,123,0,0
4021,2023-01-08,416,Industrial Scanner,25,Negotiation,23839.72,0.676,2023-03-30,20230108,16115.65,81,0,0
4022,2022-10-12,784,Laptop Standard,61,Lead,10739.35,0.089,2022-11-28,20221012,955.8,47,0,0
4023,2022-08-17,316,Laptop Standard,47,Negotiation,301252.29,0.764,2022-10-11,20220817,230156.75,55,0,0
4024,2021-10-24,589,Medical Sensor,23,Closed Won,23577.47,0.949,2022-05-02,20211024,22375.02,190,1,0
4025,2024-03-08,817,Legacy Workstation,61,Closed Won,25954.54,0.999,2024-04-28,20240308,25928.59,51,1,0
4026,2023-01-12,130,Medical Sensor,84,Proposal,18321.08,0.391,2023-04-04,20230112,7163.54,82,0,0
4027,2025-09-23,656,Legacy Workstation,23,Qualified,45783.64,0.41,2026-02-20,20250923,18771.29,150,0,0
4028,2023-10-01,957,Industrial Scanner,46,Proposal,31005.92,0.393,2023-11-13,20231001,12185.33,43,0,0
4029,2025-09-21,888,Service Contract,75,Lead,62564.57,0.024,2025-12-26,20250921,1501.55,96,0,0
4030,2024-07-22,1,Legacy Workstation,76,Qualified,10765.56,0.289,2024-09-16,20240722,3111.25,56,0,0
4031,2022-12-01,1076,Monitoring Device,60,Lead,49592.88,0.0,2023-04-28,20221201,0.0,148,0,0
4032,2025-02-24,1128,Laptop Pro,24,Negotiation,51489.8,0.574,2025-09-25,20250224,29555.15,213,0,0
4033,2023-03-28,132,Service Contract,61,Negotiation,4388.14,0.762,2023-10-13,20230328,3343.76,199,0,0
4034,2025-04-30,475,Accessory Kit,2,Lead,54883.01,0.088,2025-10-01,20250430,4829.7,154,0,0
4035,2025-03-01,1038,Monitoring Device,2,Negotiation,48580.68,0.517,2025-08-10,20250301,25116.21,162,0,0
4036,2023-03-22,784,Connectivity Module,46,Proposal,12213.88,0.515,2023-05-28,20230322,6290.15,67,0,0
