activity_id,date_id,activity_date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score,customer_health_band
5094,20211121,2021-11-21,124,52,Visit,37,-0.858,35.9,At Risk
5095,20250615,2025-06-15,50,53,Call,31,0.119,50.2,Neutral
5096,20251016,2025-10-16,674,72,Call,38,0.371,81.6,Healthy
5097,20250603,2025-06-03,875,54,Email,23,0.295,67.1,Neutral
5098,20240707,2024-07-07,356,48,Visit,38,-0.339,62.0,Neutral
5099,20231004,2023-10-04,778,6,Demo,44,0.364,69.5,Neutral
5100,20240511,2024-05-11,1161,62,Email,42,0.646,73.3,Neutral
5101,20240204,2024-02-04,710,2,Training,16,-0.332,51.7,Neutral
5102,20230428,2023-04-28,674,3,Demo,5,-0.226,52.0,Neutral
5103,20220531,2022-05-31,509,29,Demo,25,-0.565,68.2,Neutral
5104,20240830,2024-08-30,1081,73,Email,7,-0.57,62.3,Neutral
5105,20231112,2023-11-12,197,34,Demo,38,0.036,82.3,Healthy
5106,20241213,2024-12-13,368,25,Visit,71,0.138,62.0,Neutral
5107,20241205,2024-12-05,1049,11,Email,58,0.386,69.4,Neutral
5108,20220927,2022-09-27,950,39,Email,30,0.228,75.4,Healthy
5109,20250105,2025-01-05,1017,53,Call,17,-0.26,55.3,Neutral
5110,20250614,2025-06-14,463,28,Email,22,0.687,62.7,Neutral
5111,20230828,2023-08-28,1133,41,Call,27,-0.138,50.9,Neutral
5112,20250730,2025-07-30,766,63,Email,40,-0.751,58.6,Neutral
5113,20251116,2025-11-16,88,84,Training,62,-0.481,71.0,Neutral
5114,20251128,2025-11-28,70,79,Email,10,0.02,57.5,Neutral
5115,20250416,2025-04-16,1120,80,Email,11,0.902,77.5,Healthy
5116,20231109,2023-11-09,950,40,Email,36,-0.715,49.5,At Risk
5117,20211115,2021-11-15,892,54,Visit,27,-0.279,54.3,Neutral
5118,20251001,2025-10-01,1183,36,Call,27,0.676,72.8,Neutral
5119,20210415,2021-04-15,1184,1,Visit,23,0.165,58.0,Neutral
5120,20221218,2022-12-18,531,32,Email,56,1.0,76.4,Healthy
5121,20231014,2023-10-14,237,42,Demo,59,-1.0,49.6,At Risk
5122,20251026,2025-10-26,136,46,Email,35,0.219,59.1,Neutral
5123,20231216,2023-12-16,896,7,Visit,28,0.405,72.9,Neutral
5124,20210423,2021-04-23,700,56,Visit,10,-0.661,54.6,Neutral
5125,20251128,2025-11-28,891,55,Call,29,0.083,57.2,Neutral
5126,20220706,2022-07-06,956,78,Email,18,-0.358,50.9,Neutral
5127,20221008,2022-10-08,1038,64,Demo,19,-0.317,61.3,Neutral
5128,20220902,2022-09-02,298,2,Demo,18,-0.426,58.6,Neutral
5129,20231228,2023-12-28,878,85,Visit,39,0.388,62.0,Neutral
5130,20230619,2023-06-19,866,70,Business Review,21,-0.394,54.3,Neutral
5131,20241111,2024-11-11,543,40,Call,35,-0.349,64.8,Neutral
5132,20230218,2023-02-18,939,15,Call,26,0.422,69.3,Neutral
5133,20231006,2023-10-06,1031,75,Demo,33,-0.567,60.6,Neutral
5134,20250625,2025-06-25,878,73,Email,57,-0.32,73.4,Neutral
5135,20240409,2024-04-09,8,66,Email,26,-1.0,54.9,Neutral
5136,20250523,2025-05-23,548,10,Email,41,0.103,63.5,Neutral
5137,20251116,2025-11-16,71,32,Business Review,9,-0.197,65.9,Neutral
5138,20250221,2025-02-21,217,63,Visit,47,-0.702,43.1,At Risk
5139,20250623,2025-06-23,627,19,Call,43,-0.132,73.2,Neutral
5140,20251224,2025-12-24,437,4,Visit,5,-0.294,64.8,Neutral
5141,20230202,2023-02-02,296,42,Visit,41,-0.127,76.4,Healthy
5142,20250628,2025-06-28,1047,48,Call,5,-0.114,61.5,Neutral
5143,20241215,2024-12-15,441,43,Demo,77,0.753,79.4,Healthy
5144,20251118,2025-11-18,15,70,Call,54,0.765,98.5,Healthy
5145,20240725,2024-07-25,565,19,Call,16,-0.672,50.7,Neutral
5146,20230304,2023-03-04,446,23,Email,40,-0.665,57.4,Neutral
5147,20230612,2023-06-12,683,15,Email,7,0.581,75.3,Healthy
5148,20241109,2024-11-09,551,15,Call,57,0.891,74.3,Neutral
5149,20250825,2025-08-25,1130,23,Email,24,0.277,73.1,Neutral
5150,20250527,2025-05-27,977,70,Call,39,1.0,72.8,Neutral
5151,20210921,2021-09-21,70,29,Demo,15,-1.0,40.6,At Risk
5152,20251123,2025-11-23,335,79,Demo,18,0.261,81.7,Healthy
5153,20240216,2024-02-16,581,22,Call,46,-0.97,49.1,At Risk
5154,20230325,2023-03-25,979,53,Call,27,-0.651,56.3,Neutral
5155,20240529,2024-05-29,588,65,Call,60,-0.199,49.1,At Risk
5156,20220112,2022-01-12,919,30,Email,30,0.891,85.4,Healthy
5157,20240618,2024-06-18,162,3,Call,23,-0.012,68.1,Neutral
5158,20250501,2025-05-01,693,52,Training,8,0.769,76.4,Healthy
5159,20230623,2023-06-23,940,38,Call,21,0.915,73.5,Neutral
5160,20250807,2025-08-07,979,64,Email,21,-1.0,56.5,Neutral
5161,20210704,2021-07-04,85,42,Visit,35,-0.184,53.3,Neutral
5162,20220916,2022-09-16,353,50,Call,37,0.157,64.0,Neutral
5163,20240829,2024-08-29,214,17,Business Review,54,-1.0,62.2,Neutral
5164,20211008,2021-10-08,636,71,Call,5,-1.0,50.0,Neutral
5165,20240728,2024-07-28,595,15,Call,23,-0.578,45.5,At Risk
5166,20220709,2022-07-09,1069,46,Call,8,0.039,67.6,Neutral
5167,20231218,2023-12-18,382,40,Email,35,0.225,64.1,Neutral
5168,20250603,2025-06-03,252,66,Email,56,0.244,68.6,Neutral
5169,20230707,2023-07-07,277,27,Email,74,0.896,73.1,Neutral
5170,20241105,2024-11-05,417,22,Email,5,-0.616,39.2,At Risk
5171,20251025,2025-10-25,1047,73,Call,45,0.256,66.5,Neutral
5172,20231116,2023-11-16,786,69,Visit,16,-0.52,54.1,Neutral
5173,20221011,2022-10-11,929,19,Call,35,0.9,74.4,Neutral
5174,20250129,2025-01-29,1138,6,Visit,19,-0.256,77.1,Healthy
5175,20230824,2023-08-24,1030,77,Visit,39,0.9,70.0,Neutral
5176,20220614,2022-06-14,1020,58,Call,5,-0.631,55.1,Neutral
5177,20240306,2024-03-06,246,53,Email,5,-0.002,63.3,Neutral
5178,20240418,2024-04-18,537,34,Email,8,-0.483,53.7,Neutral
5179,20250318,2025-03-18,925,36,Business Review,80,0.132,64.4,Neutral
5180,20220203,2022-02-03,778,21,Email,42,1.0,91.2,Healthy
5181,20240119,2024-01-19,190,21,Call,17,-0.094,63.5,Neutral
5182,20240430,2024-04-30,584,25,Email,76,0.758,60.7,Neutral
5183,20230826,2023-08-26,569,2,Email,11,-0.648,62.0,Neutral
5184,20240312,2024-03-12,846,12,Email,5,1.0,85.4,Healthy
5185,20230903,2023-09-03,442,37,Email,61,0.303,45.2,At Risk
5186,20250106,2025-01-06,259,45,Email,28,-0.876,57.0,Neutral
5187,20240929,2024-09-29,543,29,Call,41,-0.545,56.3,Neutral
5188,20251226,2025-12-26,1049,12,Email,59,-0.493,55.8,Neutral
5189,20240103,2024-01-03,30,27,Training,15,0.449,79.7,Healthy
5190,20231018,2023-10-18,191,57,Call,28,-0.054,59.3,Neutral
5191,20240725,2024-07-25,395,34,Visit,27,0.507,65.3,Neutral
5192,20240405,2024-04-05,44,65,Demo,52,-0.868,62.7,Neutral
5193,20220524,2022-05-24,229,17,Call,43,0.681,53.1,Neutral
5194,20250402,2025-04-02,875,77,Visit,38,-0.753,53.3,Neutral
5195,20240819,2024-08-19,646,9,Email,48,-0.042,53.4,Neutral
5196,20220907,2022-09-07,414,73,Call,48,-0.365,62.0,Neutral
5197,20240614,2024-06-14,482,67,Call,66,-1.0,48.3,At Risk
5198,20230503,2023-05-03,769,7,Email,43,-0.882,58.0,Neutral
5199,20250721,2025-07-21,303,50,Call,53,0.09,64.1,Neutral
5200,20250215,2025-02-15,1069,14,Call,25,-0.268,54.6,Neutral
5201,20230727,2023-07-27,858,64,Email,24,-0.652,56.6,Neutral
5202,20251025,2025-10-25,788,78,Demo,45,-0.028,69.6,Neutral
5203,20240922,2024-09-22,945,70,Call,40,-0.631,48.0,At Risk
5204,20250705,2025-07-05,400,67,Visit,30,-0.941,59.9,Neutral
5205,20250102,2025-01-02,403,14,Visit,6,-0.253,65.3,Neutral
5206,20230629,2023-06-29,351,75,Call,42,0.273,79.7,Healthy
5207,20251230,2025-12-30,564,83,Call,38,0.234,68.6,Neutral
5208,20220324,2022-03-24,902,55,Email,84,-0.033,62.2,Neutral
5209,20210827,2021-08-27,392,73,Call,40,0.459,79.3,Healthy
5210,20250820,2025-08-20,160,28,Call,28,0.177,65.4,Neutral
5211,20240709,2024-07-09,909,13,Business Review,49,0.747,71.3,Neutral
5212,20220406,2022-04-06,465,80,Call,18,0.481,64.1,Neutral
5213,20210521,2021-05-21,250,21,Email,52,0.498,75.8,Healthy
5214,20240208,2024-02-08,281,77,Email,15,-0.831,50.3,Neutral
5215,20250207,2025-02-07,1124,70,Visit,52,-1.0,41.5,At Risk
5216,20250715,2025-07-15,482,6,Call,48,-0.589,41.9,At Risk
5217,20230617,2023-06-17,497,39,Visit,18,0.754,93.8,Healthy
5218,20210405,2021-04-05,395,53,Email,5,-0.489,76.3,Healthy
5219,20230816,2023-08-16,202,49,Email,20,-0.39,49.6,At Risk
5220,20230510,2023-05-10,130,41,Call,42,0.16,57.7,Neutral
5221,20240322,2024-03-22,383,3,Email,72,-1.0,56.9,Neutral
5222,20240803,2024-08-03,410,14,Email,12,-0.26,55.8,Neutral
5223,20240215,2024-02-15,770,33,Visit,48,0.37,67.3,Neutral
5224,20241112,2024-11-12,548,72,Call,48,0.482,69.8,Neutral
5225,20230827,2023-08-27,22,5,Demo,10,0.798,73.3,Neutral
5226,20240330,2024-03-30,772,72,Call,45,0.223,83.1,Healthy
5227,20211019,2021-10-19,693,6,Demo,34,0.656,80.6,Healthy
5228,20250623,2025-06-23,627,3,Visit,21,0.043,75.2,Healthy
5229,20250306,2025-03-06,289,58,Call,10,0.37,68.1,Neutral
5230,20230910,2023-09-10,636,67,Call,57,1.0,91.8,Healthy
5231,20210111,2021-01-11,392,63,Call,24,0.335,70.2,Neutral
5232,20250418,2025-04-18,526,75,Email,22,0.323,65.4,Neutral
5233,20250329,2025-03-29,955,30,Email,31,-0.372,66.1,Neutral
5234,20230131,2023-01-31,987,34,Email,18,0.507,65.1,Neutral
5235,20220221,2022-02-21,355,27,Email,64,-0.446,60.1,Neutral
5236,20250304,2025-03-04,1006,2,Call,15,-1.0,54.5,Neutral
5237,20210416,2021-04-16,539,80,Training,5,-0.157,52.8,Neutral
5238,20250727,2025-07-27,400,4,Visit,43,0.73,85.3,Healthy
5239,20250426,2025-04-26,906,81,Call,22,-0.609,51.9,Neutral
5240,20210821,2021-08-21,790,68,Email,30,0.181,72.8,Neutral
5241,20230604,2023-06-04,912,33,Demo,34,-0.525,54.6,Neutral
5242,20230318,2023-03-18,743,76,Demo,69,0.561,72.2,Neutral
5243,20250825,2025-08-25,547,52,Visit,20,-0.429,57.0,Neutral
5244,20250211,2025-02-11,1032,46,Email,37,0.323,62.0,Neutral
5245,20251005,2025-10-05,13,50,Email,52,-0.931,51.2,Neutral
5246,20240213,2024-02-13,407,35,Call,46,0.248,56.5,Neutral
5247,20220622,2022-06-22,323,50,Email,48,0.602,75.1,Healthy
5248,20221103,2022-11-03,1030,74,Visit,5,0.797,70.7,Neutral
5249,20220725,2022-07-25,37,67,Training,16,-0.01,69.6,Neutral
5250,20240724,2024-07-24,406,75,Business Review,40,-0.33,63.2,Neutral
5251,20230707,2023-07-07,296,69,Email,38,-0.023,74.4,Neutral
5252,20240719,2024-07-19,326,5,Email,50,0.81,75.3,Healthy
5253,20230126,2023-01-26,480,53,Email,67,-0.166,62.9,Neutral
5254,20220824,2022-08-24,121,70,Call,51,-0.077,66.3,Neutral
5255,20240715,2024-07-15,956,78,Demo,22,-0.601,65.0,Neutral
5256,20231207,2023-12-07,265,36,Call,54,-0.928,54.6,Neutral
5257,20240821,2024-08-21,44,44,Call,44,0.451,72.7,Neutral
5258,20231004,2023-10-04,321,61,Email,48,0.072,52.2,Neutral
5259,20230705,2023-07-05,551,77,Visit,57,0.081,60.0,Neutral
5260,20251103,2025-11-03,849,44,Email,61,-0.002,74.6,Neutral
5261,20250803,2025-08-03,104,71,Call,14,-0.145,67.2,Neutral
5262,20240914,2024-09-14,857,85,Email,22,0.263,66.9,Neutral
5263,20250503,2025-05-03,1038,53,Visit,24,0.29,63.5,Neutral
5264,20240525,2024-05-25,763,75,Visit,40,0.351,66.7,Neutral
5265,20240417,2024-04-17,695,27,Call,67,0.06,64.3,Neutral
5266,20210618,2021-06-18,323,42,Email,22,0.511,67.3,Neutral
5267,20240322,2024-03-22,857,35,Call,43,-0.266,55.2,Neutral
5268,20241026,2024-10-26,517,32,Call,24,-0.031,64.2,Neutral
5269,20250816,2025-08-16,1046,19,Email,27,-0.729,58.6,Neutral
5270,20220419,2022-04-19,1026,85,Business Review,14,-0.064,49.3,At Risk
5271,20250206,2025-02-06,982,50,Visit,61,-0.059,74.4,Neutral
5272,20250925,2025-09-25,356,85,Visit,19,0.626,65.3,Neutral
5273,20220116,2022-01-16,1137,63,Visit,19,-0.361,66.3,Neutral
5274,20241018,2024-10-18,1050,42,Training,57,-0.385,57.8,Neutral
5275,20230109,2023-01-09,776,32,Call,44,-1.0,62.5,Neutral
5276,20241018,2024-10-18,1081,35,Demo,38,0.326,79.4,Healthy
5277,20241003,2024-10-03,130,4,Visit,30,0.288,65.4,Neutral
5278,20241121,2024-11-21,355,2,Call,33,1.0,76.4,Healthy
5279,20250322,2025-03-22,112,66,Training,55,-0.917,52.8,Neutral
5280,20240130,2024-01-30,650,80,Demo,44,-0.418,60.7,Neutral
5281,20240222,2024-02-22,619,76,Demo,25,0.231,71.3,Neutral
5282,20230825,2023-08-25,452,35,Email,7,-0.521,45.1,At Risk
5283,20250328,2025-03-28,569,37,Visit,32,-0.743,49.9,At Risk
5284,20250815,2025-08-15,677,12,Call,43,0.455,81.3,Healthy
5285,20230322,2023-03-22,895,22,Email,22,0.9,77.8,Healthy
5286,20240319,2024-03-19,99,6,Email,24,-0.554,68.6,Neutral
5287,20250702,2025-07-02,190,16,Call,50,-0.48,49.3,At Risk
5288,20230327,2023-03-27,390,3,Email,38,0.521,65.4,Neutral
5289,20211104,2021-11-04,1045,23,Visit,26,-0.443,56.4,Neutral
5290,20211230,2021-12-30,386,45,Call,39,1.0,80.8,Healthy
5291,20220402,2022-04-02,932,50,Call,42,0.07,53.5,Neutral
5292,20221005,2022-10-05,290,39,Call,41,-0.463,64.4,Neutral
5293,20250216,2025-02-16,418,36,Call,26,0.313,76.8,Healthy
5294,20250330,2025-03-30,867,50,Business Review,34,0.51,60.7,Neutral
5295,20250405,2025-04-05,229,9,Call,36,0.014,58.1,Neutral
5296,20220510,2022-05-10,764,11,Call,34,-0.657,62.0,Neutral
5297,20221202,2022-12-02,545,46,Training,5,-0.524,44.7,At Risk
5298,20240206,2024-02-06,256,14,Visit,13,-0.504,65.0,Neutral
5299,20240903,2024-09-03,1017,34,Demo,58,-0.283,63.0,Neutral
5300,20240919,2024-09-19,832,25,Visit,44,0.015,69.4,Neutral
5301,20230902,2023-09-02,1085,46,Call,48,0.764,69.9,Neutral
5302,20240421,2024-04-21,601,35,Visit,27,0.362,63.6,Neutral
5303,20250404,2025-04-04,1069,70,Visit,37,0.712,67.3,Neutral
5304,20221203,2022-12-03,446,23,Call,44,-0.936,48.4,At Risk
5305,20220606,2022-06-06,1063,68,Call,69,0.042,66.2,Neutral
5306,20211128,2021-11-28,743,79,Email,30,-0.33,53.5,Neutral
5307,20221129,2022-11-29,769,58,Training,32,0.235,59.9,Neutral
5308,20220522,2022-05-22,48,61,Call,55,0.09,60.7,Neutral
5309,20211007,2021-10-07,127,54,Call,43,-0.234,46.3,At Risk
5310,20230924,2023-09-24,1017,64,Demo,28,-0.11,66.1,Neutral
5311,20220926,2022-09-26,21,28,Visit,33,0.354,72.4,Neutral
5312,20211207,2021-12-07,385,84,Call,39,-0.121,65.3,Neutral
5313,20210710,2021-07-10,528,62,Demo,5,0.621,86.9,Healthy
5314,20240506,2024-05-06,708,67,Call,39,0.145,77.1,Healthy
5315,20231020,2023-10-20,224,28,Business Review,46,0.263,61.2,Neutral
5316,20231209,2023-12-09,713,38,Visit,48,0.054,68.2,Neutral
5317,20240920,2024-09-20,427,62,Email,38,-0.913,47.3,At Risk
5318,20240408,2024-04-08,435,37,Email,48,1.0,77.7,Healthy
5319,20250920,2025-09-20,816,32,Call,32,0.215,74.6,Neutral
5320,20230117,2023-01-17,885,14,Visit,41,-0.209,49.3,At Risk
5321,20231117,2023-11-17,1058,50,Email,70,-0.563,53.3,Neutral
5322,20241117,2024-11-17,475,69,Call,5,-0.211,77.3,Healthy
5323,20231021,2023-10-21,39,74,Visit,21,0.072,62.1,Neutral
5324,20251125,2025-11-25,206,33,Call,21,0.288,75.2,Healthy
5325,20230327,2023-03-27,640,2,Email,11,0.113,67.7,Neutral
5326,20240922,2024-09-22,179,14,Demo,53,1.0,87.6,Healthy
5327,20240920,2024-09-20,663,56,Email,39,-0.095,59.1,Neutral
5328,20240705,2024-07-05,703,53,Demo,11,0.199,87.8,Healthy
5329,20230307,2023-03-07,88,4,Demo,63,-0.238,67.1,Neutral
5330,20250610,2025-06-10,149,45,Call,49,0.273,72.0,Neutral
5331,20231203,2023-12-03,130,4,Demo,39,-0.169,57.6,Neutral
5332,20251125,2025-11-25,943,70,Call,36,-0.533,49.1,At Risk
5333,20230105,2023-01-05,1173,80,Visit,38,0.509,70.9,Neutral
5334,20240404,2024-04-04,1030,83,Visit,23,0.358,75.5,Healthy
5335,20250423,2025-04-23,136,80,Call,27,0.095,50.0,Neutral
5336,20251228,2025-12-28,315,10,Email,30,-0.135,52.1,Neutral
5337,20220517,2022-05-17,208,2,Email,24,0.544,75.0,Healthy
5338,20251120,2025-11-20,281,5,Business Review,66,-0.519,46.9,At Risk
5339,20240201,2024-02-01,355,69,Email,41,0.125,71.3,Neutral
5340,20230220,2023-02-20,902,24,Visit,24,-0.193,56.8,Neutral
5341,20230921,2023-09-21,301,5,Email,54,0.033,68.6,Neutral
5342,20210628,2021-06-28,88,4,Call,55,-0.105,55.5,Neutral
5343,20231205,2023-12-05,487,27,Training,40,-0.291,65.6,Neutral
5344,20250313,2025-03-13,1028,68,Call,20,-0.588,53.0,Neutral
5345,20250915,2025-09-15,703,34,Call,92,0.017,63.8,Neutral
5346,20250714,2025-07-14,473,80,Email,10,0.203,71.9,Neutral
5347,20250122,2025-01-22,819,41,Call,32,0.285,66.9,Neutral
5348,20231206,2023-12-06,101,18,Visit,31,0.247,72.7,Neutral
5349,20251025,2025-10-25,983,6,Call,21,-0.083,73.4,Neutral
5350,20241002,2024-10-02,487,69,Email,50,0.021,59.9,Neutral
5351,20220507,2022-05-07,548,72,Demo,32,-0.111,53.5,Neutral
5352,20230622,2023-06-22,837,35,Demo,76,-0.08,73.2,Neutral
5353,20220609,2022-06-09,268,17,Call,19,0.055,52.8,Neutral
5354,20251104,2025-11-04,913,60,Email,56,0.083,55.7,Neutral
5355,20250916,2025-09-16,480,53,Call,61,-0.204,56.5,Neutral
5356,20230520,2023-05-20,480,27,Email,21,-0.474,63.3,Neutral
5357,20220507,2022-05-07,581,22,Call,36,-0.267,68.3,Neutral
5358,20250314,2025-03-14,527,62,Business Review,39,0.701,72.4,Neutral
5359,20230329,2023-03-29,25,80,Call,20,-0.763,54.4,Neutral
5360,20221028,2022-10-28,1057,63,Business Review,36,1.0,93.9,Healthy
5361,20240112,2024-01-12,1182,61,Visit,30,0.784,70.6,Neutral
5362,20231228,2023-12-28,1080,58,Email,51,0.388,75.2,Healthy
5363,20220914,2022-09-14,1158,61,Email,30,0.39,85.5,Healthy
5364,20221129,2022-11-29,307,34,Call,43,-0.231,49.0,At Risk
5365,20211130,2021-11-30,1177,4,Call,39,0.12,75.4,Healthy
5366,20250820,2025-08-20,197,69,Email,52,0.481,72.9,Neutral
5367,20240124,2024-01-24,444,80,Call,73,0.752,85.4,Healthy
5368,20230808,2023-08-08,480,34,Email,76,-0.011,61.4,Neutral
5369,20251130,2025-11-30,1116,7,Call,14,0.899,71.0,Neutral
5370,20240202,2024-02-02,474,40,Call,14,-0.13,56.6,Neutral
5371,20221003,2022-10-03,589,23,Email,5,0.209,52.7,Neutral
5372,20241214,2024-12-14,730,82,Call,39,-0.391,53.1,Neutral
5373,20230219,2023-02-19,591,39,Call,38,0.497,66.0,Neutral
5374,20240701,2024-07-01,104,4,Email,10,0.649,82.7,Healthy
5375,20240224,2024-02-24,329,14,Email,59,0.555,69.5,Neutral
5376,20250419,2025-04-19,729,42,Call,41,0.38,73.2,Neutral
5377,20241205,2024-12-05,54,9,Email,28,0.176,48.8,At Risk
5378,20250919,2025-09-19,37,71,Visit,33,-0.012,57.5,Neutral
5379,20210415,2021-04-15,39,15,Call,5,0.934,69.7,Neutral
5380,20230821,2023-08-21,446,33,Business Review,18,-0.781,48.1,At Risk
5381,20240417,2024-04-17,130,21,Training,55,-0.032,67.6,Neutral
5382,20231206,2023-12-06,1038,37,Email,39,1.0,80.9,Healthy
5383,20240203,2024-02-03,1099,40,Email,14,0.26,84.9,Healthy
5384,20230412,2023-04-12,89,57,Call,31,-0.27,61.3,Neutral
5385,20241109,2024-11-09,417,68,Business Review,38,0.472,63.7,Neutral
5386,20250116,2025-01-16,1092,9,Training,16,-0.132,52.8,Neutral
5387,20241229,2024-12-29,339,64,Email,47,0.401,76.2,Healthy
5388,20221221,2022-12-21,575,21,Business Review,45,0.611,77.5,Healthy
5389,20251015,2025-10-15,101,18,Email,20,0.33,62.5,Neutral
5390,20250204,2025-02-04,672,79,Email,29,0.559,65.5,Neutral
5391,20231207,2023-12-07,909,74,Visit,15,0.486,66.6,Neutral
5392,20231201,2023-12-01,801,73,Call,78,0.125,63.5,Neutral
5393,20251103,2025-11-03,338,79,Email,31,1.0,72.3,Neutral
5394,20220925,2022-09-25,991,64,Call,23,0.217,67.4,Neutral
5395,20240621,2024-06-21,194,14,Demo,87,0.005,66.9,Neutral
5396,20240119,2024-01-19,846,36,Call,11,0.357,66.7,Neutral
5397,20220110,2022-01-10,141,60,Call,21,-0.196,70.4,Neutral
5398,20250922,2025-09-22,344,34,Business Review,46,-0.171,66.0,Neutral
5399,20230107,2023-01-07,41,46,Call,5,0.75,83.5,Healthy
5400,20250608,2025-06-08,684,50,Visit,30,0.255,65.9,Neutral
5401,20240831,2024-08-31,1081,73,Call,21,-0.277,68.3,Neutral
5402,20231222,2023-12-22,446,11,Demo,41,-0.185,57.1,Neutral
5403,20241225,2024-12-25,730,33,Call,61,-0.407,55.7,Neutral
5404,20250417,2025-04-17,481,69,Email,32,1.0,85.4,Healthy
5405,20250123,2025-01-23,968,45,Business Review,9,1.0,77.4,Healthy
5406,20211008,2021-10-08,195,85,Email,54,0.245,92.3,Healthy
5407,20230812,2023-08-12,1135,53,Call,30,0.127,69.3,Neutral
5408,20250203,2025-02-03,568,23,Business Review,42,0.073,66.5,Neutral
5409,20230813,2023-08-13,101,78,Email,42,0.43,61.5,Neutral
5410,20220822,2022-08-22,928,14,Call,25,-0.176,63.3,Neutral
5411,20240814,2024-08-14,979,27,Call,19,-0.604,47.5,At Risk
5412,20230820,2023-08-20,88,71,Visit,48,0.645,68.4,Neutral
5413,20220115,2022-01-15,62,59,Visit,44,-0.888,54.7,Neutral
5414,20240424,2024-04-24,808,23,Email,35,-0.474,67.8,Neutral
5415,20250710,2025-07-10,720,7,Training,23,-0.171,58.9,Neutral
5416,20230716,2023-07-16,446,26,Email,28,0.326,57.7,Neutral
5417,20240125,2024-01-25,1166,20,Visit,81,-0.687,48.3,At Risk
5418,20241113,2024-11-13,1158,14,Visit,45,0.541,74.2,Neutral
5419,20241124,2024-11-24,1153,27,Call,28,-0.673,49.2,At Risk
5420,20240128,2024-01-28,1020,39,Call,5,0.868,85.7,Healthy
5421,20221208,2022-12-08,89,57,Email,39,-1.0,51.8,Neutral
5422,20230921,2023-09-21,717,12,Business Review,26,-0.334,67.8,Neutral
5423,20220417,2022-04-17,672,29,Visit,28,-0.116,61.8,Neutral
5424,20240710,2024-07-10,599,46,Visit,46,-0.274,54.7,Neutral
5425,20210815,2021-08-15,559,27,Visit,80,0.79,68.8,Neutral
5426,20220503,2022-05-03,306,68,Call,51,0.571,70.9,Neutral
5427,20251014,2025-10-14,1020,65,Visit,56,-0.362,69.1,Neutral
5428,20250829,2025-08-29,878,48,Training,35,0.861,81.0,Healthy
5429,20250811,2025-08-11,842,69,Visit,59,1.0,70.4,Neutral
5430,20250525,2025-05-25,74,44,Visit,36,0.29,67.5,Neutral
5431,20231001,2023-10-01,718,3,Visit,28,0.142,61.9,Neutral
5432,20250714,2025-07-14,620,6,Demo,44,0.419,73.2,Neutral
5433,20240330,2024-03-30,237,42,Visit,68,0.017,60.2,Neutral
5434,20220605,2022-06-05,126,36,Call,18,-0.208,65.7,Neutral
5435,20240404,2024-04-04,465,61,Business Review,39,0.794,78.8,Healthy
5436,20210520,2021-05-20,323,27,Call,16,0.657,65.6,Neutral
5437,20230621,2023-06-21,250,52,Call,7,-0.841,58.5,Neutral
5438,20220315,2022-03-15,267,59,Visit,8,0.499,75.0,Healthy
5439,20220401,2022-04-01,636,16,Call,39,0.019,65.7,Neutral
5440,20230404,2023-04-04,170,78,Call,39,0.934,72.4,Neutral
5441,20220908,2022-09-08,594,62,Email,27,0.615,77.3,Healthy
5442,20221012,2022-10-12,11,41,Email,43,0.243,86.9,Healthy
5443,20220630,2022-06-30,739,53,Email,69,1.0,76.4,Healthy
5444,20230208,2023-02-08,1200,64,Demo,17,0.867,77.4,Healthy
5445,20221007,2022-10-07,766,30,Call,57,-0.044,71.4,Neutral
5446,20250321,2025-03-21,523,2,Business Review,36,-0.061,45.1,At Risk
5447,20220414,2022-04-14,957,80,Email,16,0.835,83.6,Healthy
5448,20230221,2023-02-21,1017,27,Email,18,0.744,83.9,Healthy
5449,20231202,2023-12-02,767,85,Training,44,1.0,88.5,Healthy
5450,20210518,2021-05-18,30,2,Visit,70,-0.59,67.3,Neutral
5451,20250202,2025-02-02,283,84,Call,8,1.0,81.1,Healthy
5452,20250218,2025-02-18,1000,71,Email,15,0.27,68.3,Neutral
5453,20251016,2025-10-16,427,10,Demo,18,0.217,72.5,Neutral
5454,20241206,2024-12-06,909,54,Call,51,-0.022,60.4,Neutral
5455,20230201,2023-02-01,423,2,Training,36,0.393,75.6,Healthy
5456,20231120,2023-11-20,1039,59,Call,92,-0.751,48.2,At Risk
5457,20250624,2025-06-24,1047,66,Email,16,0.043,76.5,Healthy
5458,20220607,2022-06-07,47,38,Demo,10,0.755,81.1,Healthy
5459,20211204,2021-12-04,536,29,Call,84,0.216,67.8,Neutral
5460,20241010,2024-10-10,1000,21,Email,11,0.337,61.0,Neutral
5461,20221117,2022-11-17,376,61,Business Review,58,-0.71,42.6,At Risk
5462,20250316,2025-03-16,419,64,Email,27,0.559,83.9,Healthy
5463,20250217,2025-02-17,1139,54,Email,26,0.659,82.5,Healthy
5464,20231210,2023-12-10,20,39,Business Review,28,0.664,85.9,Healthy
5465,20220808,2022-08-08,60,3,Demo,26,-0.462,60.1,Neutral
5466,20220804,2022-08-04,1079,65,Visit,40,-0.235,63.7,Neutral
5467,20250424,2025-04-24,272,82,Email,5,-0.157,70.1,Neutral
5468,20250116,2025-01-16,1048,45,Training,66,-1.0,51.5,Neutral
5469,20250407,2025-04-07,271,48,Email,17,0.744,75.6,Healthy
