split,split_row_number,product_id,region_id,year_month,driver_rank,feature,feature_label,explained_class_num,explained_class,explained_class_probability,contribution_to_explained_class_probability,contribution_to_high_risk_probability,contribution_percentage_points,direction
scoring,569,1056,9,2025-12-01,1,volatility_3m,Volatility 3M,1,Medium Risk,0.7350134797412119,0.14974231411766029,-0.22183708106976374,14.974231411766029,increases predicted class probability
scoring,569,1056,9,2025-12-01,2,revenue_volatility_3m,Revenue Volatility 3M,1,Medium Risk,0.7350134797412119,0.11141779556033635,-0.1655927472609105,11.141779556033635,increases predicted class probability
scoring,569,1056,9,2025-12-01,3,risk_factor_volatility,Risk Factor Volatility,1,Medium Risk,0.7350134797412119,0.043404696392237055,-0.06204112652729026,4.340469639223706,increases predicted class probability
scoring,569,1056,9,2025-12-01,4,rolling_units_cv_6m,Rolling Units Cv 6M,1,Medium Risk,0.7350134797412119,0.039984972280292075,-0.061611957617202985,3.9984972280292075,increases predicted class probability
scoring,569,1056,9,2025-12-01,5,rolling_units_mean_3m,Rolling Units Mean 3M,1,Medium Risk,0.7350134797412119,0.036442191428145455,-0.04940520685689688,3.6442191428145456,increases predicted class probability
scoring,570,1057,1,2025-12-01,1,customer_share_category_region,Customer Share Category Region,1,Medium Risk,0.512612396963926,-0.03868417089373748,0.004066032618709658,-3.8684170893737475,decreases predicted class probability
scoring,570,1057,1,2025-12-01,2,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.512612396963926,0.031404892570070925,-0.04272077601789639,3.1404892570070926,increases predicted class probability
scoring,570,1057,1,2025-12-01,3,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.512612396963926,0.030687769900202336,-0.04403046758003762,3.0687769900202335,increases predicted class probability
scoring,570,1057,1,2025-12-01,4,units_lag_1m,Units Lag 1M,1,Medium Risk,0.512612396963926,0.030521357465775084,-0.04448638679571439,3.0521357465775085,increases predicted class probability
scoring,570,1057,1,2025-12-01,5,revenue_lag_1m,Revenue Lag 1M,1,Medium Risk,0.512612396963926,0.024536762336879864,-0.030043453423955493,2.4536762336879865,increases predicted class probability
scoring,571,1057,10,2025-12-01,1,revenue_volatility_3m,Revenue Volatility 3M,0,Low Risk,0.8329307822603887,0.07999077071993077,-0.0017337276558595962,7.999077071993077,increases predicted class probability
scoring,571,1057,10,2025-12-01,2,volatility_3m,Volatility 3M,0,Low Risk,0.8329307822603887,0.057625377365474864,-0.003220223808774375,5.762537736547486,increases predicted class probability
scoring,571,1057,10,2025-12-01,3,units_acceleration_3m,Units Acceleration 3M,0,Low Risk,0.8329307822603887,0.03567619855290464,0.0014730298329662748,3.567619855290464,increases predicted class probability
scoring,571,1057,10,2025-12-01,4,revenue,Revenue,0,Low Risk,0.8329307822603887,0.035532704542028205,-0.023812717048102658,3.5532704542028206,increases predicted class probability
scoring,571,1057,10,2025-12-01,5,order_count,Order Count,0,Low Risk,0.8329307822603887,0.033491287048966645,-0.021883101164285993,3.3491287048966645,increases predicted class probability
scoring,572,1057,2,2025-12-01,1,risk_factor_under_trend,Risk Factor Under Trend,0,Low Risk,0.887755712246994,0.13552207214850426,-0.09162271341473358,13.552207214850426,increases predicted class probability
scoring,572,1057,2,2025-12-01,2,commercial_pressure_score,Commercial Pressure Score,0,Low Risk,0.887755712246994,0.0683407018782556,-0.05628006839072535,6.83407018782556,increases predicted class probability
scoring,572,1057,2,2025-12-01,3,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.887755712246994,0.04026654724644349,-0.0220379001618686,4.026654724644349,increases predicted class probability
scoring,572,1057,2,2025-12-01,4,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.887755712246994,0.03152549945246074,-0.022079803827222026,3.152549945246074,increases predicted class probability
scoring,572,1057,2,2025-12-01,5,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.887755712246994,0.030315280101121108,-0.021637987029516484,3.031528010112111,increases predicted class probability
scoring,573,1057,3,2025-12-01,1,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.7109407685661686,0.06324767136508476,-0.013546403748666119,6.324767136508476,increases predicted class probability
scoring,573,1057,3,2025-12-01,2,unit_share_lag_1m,Unit Share Lag 1M,0,Low Risk,0.7109407685661686,0.033919003585196006,-0.05016007033953152,3.3919003585196004,increases predicted class probability
scoring,573,1057,3,2025-12-01,3,volatility_3m,Volatility 3M,0,Low Risk,0.7109407685661686,0.023256647034950284,-0.03318951136829971,2.325664703495028,increases predicted class probability
scoring,573,1057,3,2025-12-01,4,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.7109407685661686,0.021276112126063645,-0.002106654402488225,2.1276112126063644,increases predicted class probability
scoring,573,1057,3,2025-12-01,5,unit_rank_category_region,Unit Rank Category Region,0,Low Risk,0.7109407685661686,0.018117575410576885,0.0035465030351505326,1.8117575410576885,increases predicted class probability
scoring,574,1057,4,2025-12-01,1,customer_share_category_region,Customer Share Category Region,1,Medium Risk,0.6371111583568727,-0.06925799056747309,0.007496139428909794,-6.925799056747309,decreases predicted class probability
scoring,574,1057,4,2025-12-01,2,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.6371111583568727,0.03250178181977927,-0.04579502937150108,3.2501781819779274,increases predicted class probability
scoring,574,1057,4,2025-12-01,3,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.6371111583568727,0.03157038914129379,-0.04484611248850257,3.1570389141293793,increases predicted class probability
scoring,574,1057,4,2025-12-01,4,units_lag_1m,Units Lag 1M,1,Medium Risk,0.6371111583568727,0.03116719134659959,-0.04362030296766463,3.116719134659959,increases predicted class probability
scoring,574,1057,4,2025-12-01,5,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,1,Medium Risk,0.6371111583568727,0.02155012444342905,-0.0023610383102700585,2.1550124443429053,increases predicted class probability
scoring,575,1057,5,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.7946764906645347,0.032433980266732096,-0.045867729610852274,3.2433980266732094,increases predicted class probability
scoring,575,1057,5,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.7946764906645347,0.02977263100691825,-0.042060081797534156,2.9772631006918253,increases predicted class probability
scoring,575,1057,5,2025-12-01,3,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.7946764906645347,0.029193575459118482,-0.044161711435795524,2.9193575459118484,increases predicted class probability
scoring,575,1057,5,2025-12-01,4,customer_share_category_region,Customer Share Category Region,1,Medium Risk,0.7946764906645347,0.024252172020792634,0.003351193751144326,2.4252172020792635,increases predicted class probability
scoring,575,1057,5,2025-12-01,5,revenue_lag_1m,Revenue Lag 1M,1,Medium Risk,0.7946764906645347,0.024057760671440186,-0.03225486398608745,2.4057760671440187,increases predicted class probability
scoring,576,1057,6,2025-12-01,1,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.5447310480670738,0.03758622579066772,0.007395701576306986,3.7586225790667718,increases predicted class probability
scoring,576,1057,6,2025-12-01,2,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,0,Low Risk,0.5447310480670738,0.024417054589185104,0.002662384455537769,2.4417054589185105,increases predicted class probability
scoring,576,1057,6,2025-12-01,3,units_lag_1m,Units Lag 1M,0,Low Risk,0.5447310480670738,0.015868008174971703,-0.04664201822581243,1.5868008174971704,increases predicted class probability
scoring,576,1057,6,2025-12-01,4,customers_lag_1m,Customers Lag 1M,0,Low Risk,0.5447310480670738,0.014595169237549827,-0.04893572156492945,1.4595169237549828,increases predicted class probability
scoring,576,1057,6,2025-12-01,5,inventory_months_cover,Inventory Months Cover,0,Low Risk,0.5447310480670738,0.013943110491166316,-0.00019396825777199286,1.3943110491166315,increases predicted class probability
scoring,577,1057,7,2025-12-01,1,risk_factor_under_trend,Risk Factor Under Trend,0,Low Risk,0.7330509742331893,0.14277928605702278,-0.07982706971829757,14.277928605702279,increases predicted class probability
scoring,577,1057,7,2025-12-01,2,volatility_3m,Volatility 3M,0,Low Risk,0.7330509742331893,0.05966843244229109,-0.1497979084084034,5.96684324422911,increases predicted class probability
scoring,577,1057,7,2025-12-01,3,commercial_pressure_score,Commercial Pressure Score,0,Low Risk,0.7330509742331893,0.053069186625406474,-0.04861483899741443,5.306918662540648,increases predicted class probability
scoring,577,1057,7,2025-12-01,4,revenue_volatility_3m,Revenue Volatility 3M,0,Low Risk,0.7330509742331893,0.03675109770808401,-0.08616425954932093,3.675109770808401,increases predicted class probability
scoring,577,1057,7,2025-12-01,5,trend_slope_6m,Trend Slope 6M,0,Low Risk,0.7330509742331893,0.03477072555863519,-0.057752485676699314,3.477072555863519,increases predicted class probability
scoring,578,1057,8,2025-12-01,1,risk_factor_under_trend,Risk Factor Under Trend,0,Low Risk,0.8006662306460606,0.1307936197894387,-0.11180186676146095,13.07936197894387,increases predicted class probability
scoring,578,1057,8,2025-12-01,2,commercial_pressure_score,Commercial Pressure Score,0,Low Risk,0.8006662306460606,0.10795065519024635,-0.09366985280480379,10.795065519024636,increases predicted class probability
scoring,578,1057,8,2025-12-01,3,trend_slope_3m,Trend Slope 3M,0,Low Risk,0.8006662306460606,0.04361759234963813,-0.0928517081179865,4.361759234963813,increases predicted class probability
scoring,578,1057,8,2025-12-01,4,inventory_months_cover,Inventory Months Cover,0,Low Risk,0.8006662306460606,0.03772724133398088,-0.022165517307243508,3.772724133398088,increases predicted class probability
scoring,578,1057,8,2025-12-01,5,units_lag_3m,Units Lag 3M,0,Low Risk,0.8006662306460606,0.03550059368968059,-0.08640429884736142,3.550059368968059,increases predicted class probability
scoring,579,1057,9,2025-12-01,1,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.6125226264711956,0.03509737534548588,-0.006467393871914449,3.5097375345485884,increases predicted class probability
scoring,579,1057,9,2025-12-01,2,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.6125226264711956,0.028760241656090115,-0.014549456633507917,2.8760241656090115,increases predicted class probability
scoring,579,1057,9,2025-12-01,3,product_revenue_share_category_region,Product Revenue Share Category Region,0,Low Risk,0.6125226264711956,0.028614274379824375,-0.010843960723127447,2.8614274379824374,increases predicted class probability
scoring,579,1057,9,2025-12-01,4,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.6125226264711956,0.022008528690648513,0.0001330454185885161,2.2008528690648514,increases predicted class probability
scoring,579,1057,9,2025-12-01,5,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,0,Low Risk,0.6125226264711956,0.018961325087817737,-0.001391247151434766,1.8961325087817738,increases predicted class probability
scoring,580,1058,1,2025-12-01,1,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.6502677577465777,0.044830947408401746,-0.04480617795150557,4.4830947408401745,increases predicted class probability
scoring,580,1058,1,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.6502677577465777,0.033316464949412414,-0.04343891907455774,3.3316464949412414,increases predicted class probability
scoring,580,1058,1,2025-12-01,3,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.6502677577465777,0.03140377989755024,-0.04335200063270801,3.140377989755024,increases predicted class probability
scoring,580,1058,1,2025-12-01,4,revenue_lag_1m,Revenue Lag 1M,1,Medium Risk,0.6502677577465777,0.025157336600359497,-0.029809376130156915,2.51573366003595,increases predicted class probability
scoring,580,1058,1,2025-12-01,5,customer_share_category_region,Customer Share Category Region,1,Medium Risk,0.6502677577465777,0.02434601376099388,0.003923116423437363,2.434601376099388,increases predicted class probability
scoring,581,1058,10,2025-12-01,1,customer_share_category_region,Customer Share Category Region,1,Medium Risk,0.5993235846149544,-0.03690862009502983,0.005225009492536008,-3.690862009502983,decreases predicted class probability
scoring,581,1058,10,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.5993235846149544,0.03481614190638899,-0.04824464353773066,3.481614190638899,increases predicted class probability
scoring,581,1058,10,2025-12-01,3,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.5993235846149544,0.031203352023387674,-0.042959182346154874,3.1203352023387674,increases predicted class probability
scoring,581,1058,10,2025-12-01,4,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.5993235846149544,0.029298793551518446,-0.044928155904538754,2.9298793551518445,increases predicted class probability
scoring,581,1058,10,2025-12-01,5,revenue_lag_1m,Revenue Lag 1M,1,Medium Risk,0.5993235846149544,0.02366142669455243,-0.029175242043766425,2.3661426694552428,increases predicted class probability
scoring,582,1058,2,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.8062197120241698,0.0333315198195773,-0.04643488138559005,3.3331519819577298,increases predicted class probability
scoring,582,1058,2,2025-12-01,2,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.8062197120241698,0.032913215481836004,-0.044278115788811266,3.2913215481836002,increases predicted class probability
scoring,582,1058,2,2025-12-01,3,customer_share_category_region,Customer Share Category Region,1,Medium Risk,0.8062197120241698,0.03267923402171297,0.006072533484183816,3.2679234021712973,increases predicted class probability
scoring,582,1058,2,2025-12-01,4,units_lag_1m,Units Lag 1M,1,Medium Risk,0.8062197120241698,0.03133468653792607,-0.04217553681100463,3.1334686537926073,increases predicted class probability
scoring,582,1058,2,2025-12-01,5,customer_count_growth_pct,Customer Count Growth Pct,1,Medium Risk,0.8062197120241698,0.02593376383447839,-0.01944894495597472,2.593376383447839,increases predicted class probability
scoring,583,1058,3,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.5582236020039921,0.03578065715168978,-0.04943324248853866,3.578065715168978,increases predicted class probability
scoring,583,1058,3,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.5582236020039921,0.03161309214837315,-0.04456886791014413,3.1613092148373148,increases predicted class probability
scoring,583,1058,3,2025-12-01,3,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.5582236020039921,0.023614525640669647,-0.03800881674493606,2.3614525640669646,increases predicted class probability
scoring,583,1058,3,2025-12-01,4,customer_share_category_region,Customer Share Category Region,1,Medium Risk,0.5582236020039921,0.0221928709560638,0.0039665530924723824,2.21928709560638,increases predicted class probability
scoring,583,1058,3,2025-12-01,5,customer_count_growth_pct,Customer Count Growth Pct,1,Medium Risk,0.5582236020039921,0.02139768803892686,-0.016244823078769826,2.139768803892686,increases predicted class probability
scoring,584,1058,4,2025-12-01,1,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.6621469078637663,0.03399346022552374,-0.05050589153838781,3.399346022552374,increases predicted class probability
scoring,584,1058,4,2025-12-01,2,units_lag_1m,Units Lag 1M,1,Medium Risk,0.6621469078637663,0.030575089785414133,-0.045631048220131885,3.057508978541413,increases predicted class probability
scoring,584,1058,4,2025-12-01,3,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.6621469078637663,0.02427636439972025,-0.043230823009502865,2.427636439972025,increases predicted class probability
scoring,584,1058,4,2025-12-01,4,customer_count_growth_pct,Customer Count Growth Pct,1,Medium Risk,0.6621469078637663,0.0207919922875783,-0.016738928701200265,2.07919922875783,increases predicted class probability
scoring,584,1058,4,2025-12-01,5,revenue_vs_lag_1m_pct,Revenue Vs Lag 1M Pct,1,Medium Risk,0.6621469078637663,0.019212892773778086,-0.024724117675510873,1.9212892773778085,increases predicted class probability
scoring,585,1058,5,2025-12-01,1,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.7155666962106688,0.045425481543068136,-0.011852967724443155,4.542548154306814,increases predicted class probability
scoring,585,1058,5,2025-12-01,2,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.7155666962106688,0.03724523448491875,-0.00505329062662239,3.724523448491875,increases predicted class probability
scoring,585,1058,5,2025-12-01,3,unit_rank_category_region,Unit Rank Category Region,0,Low Risk,0.7155666962106688,0.023087887698917776,0.0005546031769830354,2.3087887698917777,increases predicted class probability
scoring,585,1058,5,2025-12-01,4,unit_share_lag_1m,Unit Share Lag 1M,0,Low Risk,0.7155666962106688,0.015175248712309455,-0.03935577405840506,1.5175248712309455,increases predicted class probability
scoring,585,1058,5,2025-12-01,5,volatility_3m,Volatility 3M,0,Low Risk,0.7155666962106688,0.013355287834823535,-0.01646473179706984,1.3355287834823535,increases predicted class probability
scoring,586,1058,6,2025-12-01,1,unit_rank_category_region,Unit Rank Category Region,0,Low Risk,0.5038247934482117,0.020334074791896833,0.0036600789527935686,2.0334074791896835,increases predicted class probability
scoring,586,1058,6,2025-12-01,2,order_count,Order Count,0,Low Risk,0.5038247934482117,-0.017187516468087707,0.004056137346646475,-1.7187516468087707,decreases predicted class probability
scoring,586,1058,6,2025-12-01,3,customers_lag_1m,Customers Lag 1M,0,Low Risk,0.5038247934482117,0.016050928571639974,-0.046242221202456885,1.6050928571639973,increases predicted class probability
scoring,586,1058,6,2025-12-01,4,commercial_pressure_score,Commercial Pressure Score,0,Low Risk,0.5038247934482117,0.013200273663309467,-0.003391608143768405,1.3200273663309467,increases predicted class probability
scoring,586,1058,6,2025-12-01,5,crm_activity_minutes,Crm Activity Minutes,0,Low Risk,0.5038247934482117,0.011595115821219406,-0.001274715190352975,1.1595115821219406,increases predicted class probability
scoring,587,1058,7,2025-12-01,1,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,1,Medium Risk,0.5317412160583569,-0.047381361162508386,0.015349984777761404,-4.738136116250838,decreases predicted class probability
scoring,587,1058,7,2025-12-01,2,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.5317412160583569,0.03982924816051062,-0.057066424945743675,3.9829248160510624,increases predicted class probability
scoring,587,1058,7,2025-12-01,3,units_lag_1m,Units Lag 1M,1,Medium Risk,0.5317412160583569,0.03353539572038921,-0.048080694360401785,3.3535395720389207,increases predicted class probability
scoring,587,1058,7,2025-12-01,4,product_unit_share_category_region,Product Unit Share Category Region,1,Medium Risk,0.5317412160583569,-0.025717719773966186,0.015046598074584652,-2.571771977396619,decreases predicted class probability
scoring,587,1058,7,2025-12-01,5,mom_units_growth_pct,Mom Units Growth Pct,1,Medium Risk,0.5317412160583569,0.024159572126821696,-0.028716408596962912,2.41595721268217,increases predicted class probability
scoring,588,1058,8,2025-12-01,1,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.5785840114548835,0.04254473457792388,0.0005965934475658336,4.254473457792388,increases predicted class probability
scoring,588,1058,8,2025-12-01,2,unit_share_lag_1m,Unit Share Lag 1M,0,Low Risk,0.5785840114548835,0.020105637522455002,-0.0479070223667849,2.0105637522455,increases predicted class probability
scoring,588,1058,8,2025-12-01,3,inventory_months_cover,Inventory Months Cover,0,Low Risk,0.5785840114548835,0.015695711196633783,0.009001944571443795,1.5695711196633784,increases predicted class probability
scoring,588,1058,8,2025-12-01,4,revenue_vs_lag_1m_pct,Revenue Vs Lag 1M Pct,0,Low Risk,0.5785840114548835,0.01466803549752779,-0.04044667819517247,1.466803549752779,increases predicted class probability
scoring,588,1058,8,2025-12-01,5,customers_lag_1m,Customers Lag 1M,0,Low Risk,0.5785840114548835,0.01401935816690454,-0.04726437281698636,1.4019358166904539,increases predicted class probability
scoring,589,1058,9,2025-12-01,1,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.7507244330248145,0.03377482963306271,-0.023195844511068976,3.3774829633062713,increases predicted class probability
scoring,589,1058,9,2025-12-01,2,revenue,Revenue,0,Low Risk,0.7507244330248145,0.03355627759292686,-0.022833080012796086,3.355627759292686,increases predicted class probability
scoring,589,1058,9,2025-12-01,3,order_count,Order Count,0,Low Risk,0.7507244330248145,0.033444064969254686,-0.021746342492260075,3.3444064969254685,increases predicted class probability
scoring,589,1058,9,2025-12-01,4,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.7507244330248145,0.0323109788732148,-0.007832379763288974,3.2310978873214804,increases predicted class probability
scoring,589,1058,9,2025-12-01,5,units_acceleration_3m,Units Acceleration 3M,0,Low Risk,0.7507244330248145,-0.030507502889785543,-0.0005987259434090727,-3.0507502889785543,decreases predicted class probability
scoring,590,1059,1,2025-12-01,1,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.7354053745601046,0.07005862767878315,-0.013121831001602273,7.005862767878315,increases predicted class probability
scoring,590,1059,1,2025-12-01,2,crm_activity_minutes,Crm Activity Minutes,0,Low Risk,0.7354053745601046,0.03036032758075119,-0.0039058004721046237,3.0360327580751187,increases predicted class probability
scoring,590,1059,1,2025-12-01,3,crm_activity_count,Crm Activity Count,0,Low Risk,0.7354053745601046,0.026956542216982488,-0.001547145475395619,2.695654221698249,increases predicted class probability
scoring,590,1059,1,2025-12-01,4,unit_share_lag_1m,Unit Share Lag 1M,0,Low Risk,0.7354053745601046,0.023602551735396552,-0.039138216994437716,2.360255173539655,increases predicted class probability
scoring,590,1059,1,2025-12-01,5,category_region_customers,Category Region Customers,0,Low Risk,0.7354053745601046,0.02088504418174816,-0.0026343585612962133,2.088504418174816,increases predicted class probability
scoring,591,1059,10,2025-12-01,1,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.9997928506889616,0.051566131531859724,-0.03911921137460607,5.1566131531859725,increases predicted class probability
scoring,591,1059,10,2025-12-01,2,order_count,Order Count,0,Low Risk,0.9997928506889616,0.045245993842526366,-0.03331515286504031,4.524599384252637,increases predicted class probability
scoring,591,1059,10,2025-12-01,3,revenue,Revenue,0,Low Risk,0.9997928506889616,0.04371586439280554,-0.03287062455813779,4.371586439280554,increases predicted class probability
scoring,591,1059,10,2025-12-01,4,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.9997928506889616,0.038546236023879715,-0.02927702246242922,3.8546236023879716,increases predicted class probability
scoring,591,1059,10,2025-12-01,5,cogs_eur,Cogs Eur,0,Low Risk,0.9997928506889616,0.03591780055761465,-0.027731033723846103,3.5917800557614648,increases predicted class probability
scoring,592,1059,2,2025-12-01,1,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.9966611500019927,0.05057629941099319,-0.0372839064709784,5.057629941099319,increases predicted class probability
scoring,592,1059,2,2025-12-01,2,order_count,Order Count,0,Low Risk,0.9966611500019927,0.045405456925522954,-0.03426713772134706,4.540545692552295,increases predicted class probability
scoring,592,1059,2,2025-12-01,3,revenue,Revenue,0,Low Risk,0.9966611500019927,0.04233631882277591,-0.03067329106498483,4.2336318822775905,increases predicted class probability
scoring,592,1059,2,2025-12-01,4,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.9966611500019927,0.03648696643065879,-0.027343864889650828,3.648696643065879,increases predicted class probability
scoring,592,1059,2,2025-12-01,5,units_sold,Units Sold,0,Low Risk,0.9966611500019927,0.0356377628245575,-0.027945614817502244,3.56377628245575,increases predicted class probability
scoring,593,1059,3,2025-12-01,1,units_lag_3m,Units Lag 3M,0,Low Risk,0.8972195664547259,0.060672496446046935,-0.0005250460444735755,6.0672496446046935,increases predicted class probability
scoring,593,1059,3,2025-12-01,2,revenue,Revenue,0,Low Risk,0.8972195664547259,0.033640846559356424,-0.02288382485523757,3.3640846559356423,increases predicted class probability
scoring,593,1059,3,2025-12-01,3,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.8972195664547259,0.03336909829513466,-0.02299508000621018,3.336909829513466,increases predicted class probability
scoring,593,1059,3,2025-12-01,4,unit_share_lag_1m,Unit Share Lag 1M,0,Low Risk,0.8972195664547259,0.030516545749287943,-0.01897989238494349,3.0516545749287944,increases predicted class probability
scoring,593,1059,3,2025-12-01,5,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.8972195664547259,0.02941862762833614,-0.00687758724245006,2.941862762833614,increases predicted class probability
scoring,594,1059,4,2025-12-01,1,customer_share_category_region,Customer Share Category Region,1,Medium Risk,0.6276526546213608,-0.044680569451148476,0.008537579213832379,-4.4680569451148475,decreases predicted class probability
scoring,594,1059,4,2025-12-01,2,customers_lag_1m,Customers Lag 1M,1,Medium Risk,0.6276526546213608,0.033444700686536634,-0.048062158478726504,3.3444700686536635,increases predicted class probability
scoring,594,1059,4,2025-12-01,3,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,1,Medium Risk,0.6276526546213608,0.030219955359677177,-0.0056902563258677315,3.0219955359677177,increases predicted class probability
scoring,594,1059,4,2025-12-01,4,units_lag_1m,Units Lag 1M,1,Medium Risk,0.6276526546213608,0.029851870215561706,-0.046701213111958746,2.9851870215561704,increases predicted class probability
scoring,594,1059,4,2025-12-01,5,unit_share_lag_1m,Unit Share Lag 1M,1,Medium Risk,0.6276526546213608,0.026701606701805228,-0.05110606512088601,2.6701606701805227,increases predicted class probability
scoring,595,1059,5,2025-12-01,1,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.5222059862866499,0.0483882004686866,-0.011015603939177002,4.83882004686866,increases predicted class probability
scoring,595,1059,5,2025-12-01,2,lifecycle_stage_num,Lifecycle Stage Num,0,Low Risk,0.5222059862866499,-0.019624472579536364,-0.0006182744645093524,-1.9624472579536363,decreases predicted class probability
scoring,595,1059,5,2025-12-01,3,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.5222059862866499,0.018906340197179728,-0.0032458441714409785,1.8906340197179727,increases predicted class probability
scoring,595,1059,5,2025-12-01,4,revenue_volatility_3m,Revenue Volatility 3M,0,Low Risk,0.5222059862866499,-0.01813720249581672,0.004349303276297748,-1.813720249581672,decreases predicted class probability
scoring,595,1059,5,2025-12-01,5,units_vs_6m_avg_pct,Units Vs 6M Avg Pct,0,Low Risk,0.5222059862866499,-0.018031564998796643,-0.00042258239860705276,-1.8031564998796643,decreases predicted class probability
scoring,596,1059,6,2025-12-01,1,customer_share_category_region,Customer Share Category Region,0,Low Risk,0.8036006851823382,0.06983199671794192,-0.018796978861216795,6.983199671794192,increases predicted class probability
scoring,596,1059,6,2025-12-01,2,product_unit_share_category_region,Product Unit Share Category Region,0,Low Risk,0.8036006851823382,0.033505959489305556,-0.007719457897373851,3.3505959489305557,increases predicted class probability
scoring,596,1059,6,2025-12-01,3,product_revenue_share_category_region,Product Revenue Share Category Region,0,Low Risk,0.8036006851823382,0.032997333703137906,-0.010073388251202266,3.2997333703137905,increases predicted class probability
scoring,596,1059,6,2025-12-01,4,revenue_percentile_category_region,Revenue Percentile Category Region,0,Low Risk,0.8036006851823382,0.0319695016017246,-0.007332233564859647,3.19695016017246,increases predicted class probability
scoring,596,1059,6,2025-12-01,5,crm_activity_count,Crm Activity Count,0,Low Risk,0.8036006851823382,0.02230113293043792,-0.00329943663270199,2.2301132930437917,increases predicted class probability
scoring,597,1059,7,2025-12-01,1,risk_factor_volatility,Risk Factor Volatility,2,High Risk,0.5231814275814396,-0.09207997019537474,-0.09207997019537474,-9.207997019537475,decreases predicted class probability
scoring,597,1059,7,2025-12-01,2,volatility_3m,Volatility 3M,2,High Risk,0.5231814275814396,0.07880861029292544,0.07880861029292544,7.880861029292544,increases predicted class probability
scoring,597,1059,7,2025-12-01,3,rolling_units_cv_6m,Rolling Units Cv 6M,2,High Risk,0.5231814275814396,-0.06990015876955867,-0.06990015876955867,-6.990015876955867,decreases predicted class probability
scoring,597,1059,7,2025-12-01,4,customers_lag_1m,Customers Lag 1M,2,High Risk,0.5231814275814396,0.046399807393932055,0.046399807393932055,4.639980739393206,increases predicted class probability
scoring,597,1059,7,2025-12-01,5,revenue_volatility_3m,Revenue Volatility 3M,2,High Risk,0.5231814275814396,0.04634489171204888,0.04634489171204888,4.634489171204888,increases predicted class probability
scoring,598,1059,8,2025-12-01,1,revenue_at_risk_proxy,Revenue At Risk Proxy,0,Low Risk,0.9935501112216176,0.053592157518426095,-0.03914072226668473,5.359215751842609,increases predicted class probability
scoring,598,1059,8,2025-12-01,2,order_count,Order Count,0,Low Risk,0.9935501112216176,0.04301281739546708,-0.03168511996281671,4.301281739546708,increases predicted class probability
