year_month,customer_id,product_id,units_sold,revenue,order_count,avg_discount_pct
2021-04,620,1167,23,1044.53,1,0.207
2021-04,621,1027,37,15645.65,1,0.113
2021-04,621,1108,37,57285.9,1,0.101
2021-04,621,1195,26,4615.2,1,0.189
2021-04,622,1027,57,23090.29,1,0.142
2021-04,622,1134,102,6713.75,1,0.22
2021-04,622,1145,74,42617.57,1,0.152
2021-04,624,1186,4,899.73,1,0.034
2021-04,627,1002,31,25032.56,1,0.061
2021-04,627,1062,11,2307.01,1,0.079
2021-04,627,1077,23,3323.02,1,0.084
2021-04,630,1002,43,30621.26,1,0.17
2021-04,630,1008,21,16377.09,1,0.111
2021-04,630,1031,47,24202.55,1,0.235
2021-04,630,1094,83,60404.7,1,0.123
2021-04,632,1022,12,7009.91,1,0.058
2021-04,634,1036,110,53398.94,1,0.167
2021-04,636,1016,47,47909.16,1,0.078
2021-04,636,1085,25,19484.5,1,0.071
2021-04,636,1169,27,1157.65,1,0.066
2021-04,64,1149,13,8984.8,1,0.027
2021-04,64,1196,13,2561.36,1,0.044
2021-04,640,1012,13,12357.02,1,0.109
2021-04,640,1194,25,6463.4,1,0.164
2021-04,641,1126,17,948.36,1,0.131
2021-04,642,1022,6,3739.54,1,0.042
2021-04,644,1142,26,15086.27,1,0.081
2021-04,65,1011,67,56901.04,1,0.159
2021-04,65,1054,66,27193.08,1,0.149
2021-04,65,1148,65,31663.6,1,0.17
2021-04,65,1167,62,2856.75,1,0.17
2021-04,650,1017,12,10364.4,1,0.117
2021-04,650,1126,24,1392.85,1,0.08
2021-04,651,1032,3,1467.39,1,0.087
2021-04,653,1016,6,6202.73,1,0.024
2021-04,653,1086,3,2159.51,1,0.042
2021-04,654,1178,3,126.33,1,0.009
2021-04,656,1075,81,11946.65,1,0.146
2021-04,656,1189,168,37689.86,1,0.148
2021-04,657,1094,6,4348.61,1,0.049
2021-04,658,1028,10,4441.17,1,0.06
2021-04,66,1047,16,9085.11,1,0.027
2021-04,660,1023,30,16023.07,1,0.171
2021-04,660,1070,59,7860.92,1,0.113
2021-04,660,1101,50,49791.54,1,0.268
2021-04,660,1144,37,21190.98,1,0.128
2021-04,660,1166,50,2946.6,1,0.093
2021-04,663,1047,21,10569.89,1,0.111
2021-04,667,1002,107,83913.61,1,0.112
2021-04,667,1150,64,39572.95,1,0.149
2021-04,667,1169,44,1491.97,1,0.261
2021-04,668,1013,64,48417.7,1,0.165
2021-04,67,1013,11,8868.55,1,0.003
2021-04,67,1022,4,2383.25,1,0.12
2021-04,67,1033,12,6415.29,1,0.083
2021-04,670,1170,18,1110.05,1,0.122
2021-04,671,1166,20,1142.3,1,0.167
2021-04,671,1172,65,2808.27,1,0.138
2021-04,671,1173,22,1116.64,1,0.107
2021-04,673,1039,11,6105.01,1,0.099
2021-04,673,1196,11,2084.19,1,0.081
2021-04,675,1101,5,6220.82,1,0.06
2021-04,675,1116,4,5437.27,1,0.063
2021-04,675,1180,5,1345.14,1,0.011
2021-04,677,1019,27,24460.29,1,0.025
2021-04,677,1035,17,8142.8,1,0.111
2021-04,677,1051,29,11157.71,1,0.104
2021-04,677,1122,23,1627.58,1,0.048
2021-04,677,1171,6,289.99,1,0.062
2021-04,678,1001,31,21491.46,1,0.135
2021-04,678,1023,126,65076.69,3,0.1627
2021-04,678,1037,36,18619.16,1,0.135
2021-04,678,1040,35,10782.77,1,0.21
2021-04,678,1046,36,16031.81,1,0.168
2021-04,678,1056,46,17524.6,1,0.154
2021-04,678,1060,68,9477.49,1,0.141
2021-04,678,1066,91,15128.99,1,
2021-04,678,1109,37,41352.43,1,0.192
2021-04,678,1129,48,3075.84,1,0.105
2021-04,678,1155,48,23176.69,1,0.174
2021-04,678,1168,83,4217.75,1,0.142
2021-04,678,1169,81,2989.25,1,0.192
2021-04,678,1189,55,12940.92,1,0.067
2021-04,678,1194,67,17748.0,1,0.145
2021-04,679,1064,20,3760.62,1,0.111
2021-04,680,1137,14,808.73,1,0.151
2021-04,681,1066,18,3091.82,1,0.042
2021-04,682,1049,42,14556.8,1,0.011
2021-04,682,1070,47,5547.65,1,0.195
2021-04,683,1115,82,99202.8,1,0.181
2021-04,683,1171,33,1297.11,1,0.231
2021-04,687,1042,124,41541.53,1,0.169
2021-04,687,1136,63,4514.9,1,0.164
2021-04,687,1180,38,8739.52,1,0.183
2021-04,688,1021,16,10242.04,1,
2021-04,688,1050,13,6493.25,1,0.092
2021-04,688,1065,14,1895.69,1,0.06
2021-04,688,1173,25,1218.97,1,0.092
2021-04,689,1005,78,50685.22,1,0.193
2021-04,689,1015,30,24168.25,1,0.099
2021-04,689,1115,27,39097.25,1,0.073
2021-04,689,1117,22,19750.74,1,0.143
2021-04,692,1031,22,12060.25,1,0.099
2021-04,692,1123,9,563.57,1,0.13
2021-04,694,1007,83,80595.91,1,0.053
2021-04,696,1013,17,14006.87,1,0.063
2021-04,696,1023,27,14162.14,1,0.126
2021-04,696,1029,27,13985.5,1,0.156
2021-04,696,1080,63,38910.07,1,0.086
2021-04,696,1111,73,92305.48,1,0.185
2021-04,696,1113,59,86837.78,1,0.17
2021-04,696,1136,48,2808.87,1,0.24
2021-04,696,1193,32,6412.77,1,0.057
2021-04,697,1026,61,31008.59,1,0.154
2021-04,697,1030,53,26839.39,1,0.241
2021-04,697,1097,88,47456.48,1,0.168
2021-04,697,1104,141,109022.5,1,0.243
2021-04,697,1139,82,5753.45,1,0.194
2021-04,697,1162,46,2313.32,1,0.289
2021-04,697,1171,42,1812.06,1,0.203
2021-04,698,1018,45,44610.82,1,0.126
2021-04,698,1121,55,4006.48,1,0.129
2021-04,698,1149,15,9795.67,1,0.098
2021-04,698,1171,40,1935.17,1,0.149
2021-04,698,1188,79,15809.79,1,0.143
2021-04,7,1110,8,11890.81,1,0.119
2021-04,70,1012,39,36380.26,1,0.113
2021-04,70,1056,56,20876.81,1,0.164
2021-04,70,1110,48,74054.96,1,0.098
2021-04,70,1135,96,6205.43,1,0.185
2021-04,70,1162,66,3942.45,1,0.113
2021-04,70,1170,58,3482.44,1,0.125
2021-04,70,1185,58,13071.86,1,0.102
2021-04,70,1197,74,13402.06,1,0.164
2021-04,701,1007,42,35496.3,1,0.196
2021-04,701,1010,68,57400.04,1,0.169
2021-04,701,1019,23,17055.75,1,0.187
2021-04,701,1051,44,15813.21,1,0.157
2021-04,701,1110,47,67226.23,1,0.115
2021-04,701,1127,137,12542.69,2,0.123
2021-04,701,1162,71,3798.2,1,0.189
2021-04,701,1196,44,8136.72,1,0.141
2021-04,702,1053,67,21052.42,1,0.188
2021-04,703,1082,4,3187.07,1,0.063
2021-04,705,1153,11,7660.61,1,0.004
2021-04,706,1023,26,14232.51,1,0.09
2021-04,706,1048,20,9507.43,1,0.16
2021-04,707,1045,8,3123.93,1,0.08
2021-04,707,1078,12,2799.23,1,0.121
2021-04,707,1174,17,903.62,1,0.09
2021-04,708,1038,14,6706.03,1,0.17
2021-04,71,1075,9,1397.38,1,0.119
2021-04,710,1088,5,4950.34,1,0.023
2021-04,711,1108,17,24039.91,1,0.108
2021-04,711,1173,44,1874.09,1,0.221
2021-04,712,1059,22,8736.17,1,0.046
2021-04,712,1061,7,836.01,1,0.096
2021-04,712,1122,14,1082.62,1,0.045
2021-04,713,1190,6,1336.25,1,0.05
2021-04,714,1105,62,98930.27,1,0.093
2021-04,716,1171,16,752.37,1,0.091
2021-04,717,1042,15,4893.33,1,0.171
2021-04,717,1066,10,1658.72,1,0.09
2021-04,717,1106,19,22688.94,1,0.083
2021-04,718,1076,15,2146.69,1,0.081
2021-04,718,1123,15,1104.65,1,0.023
2021-04,719,1004,127,86869.47,1,0.134
2021-04,721,1032,4,2216.86,1,0.039
2021-04,722,1034,53,31376.87,1,0.096
2021-04,722,1071,39,5172.34,1,0.134
2021-04,723,1065,57,6122.54,1,0.27
2021-04,723,1089,120,69496.84,1,0.306
2021-04,726,1129,36,2229.02,1,0.097
2021-04,727,1047,13,7018.47,1,0.109
2021-04,727,1077,13,1903.25,1,0.051
2021-04,727,1130,29,2168.0,1,0.139
2021-04,727,1180,32,7061.11,1,0.154
2021-04,728,1066,16,2789.88,1,0.013
2021-04,728,1144,26,14780.26,1,0.11
2021-04,729,1013,52,42338.69,1,0.105
2021-04,729,1116,36,50895.87,1,0.094
2021-04,729,1181,27,5829.89,1,0.131
2021-04,731,1032,3,1592.52,1,0.027
2021-04,731,1057,8,3417.42,1,0.002
2021-04,733,1106,12,15211.47,1,0.07
2021-04,735,1025,5,3188.25,1,0.091
2021-04,736,1189,16,3867.17,1,0.061
2021-04,738,1047,16,8226.68,1,0.111
2021-04,738,1175,12,710.68,1,0.105
2021-04,739,1080,2,1273.06,1,0.076
2021-04,741,1097,5,3560.18,1,0.017
2021-04,742,1116,58,76338.88,1,0.118
2021-04,742,1139,31,2599.02,1,0.139
2021-04,744,1136,8,631.89,1,0.073
2021-04,745,1032,15,7186.49,1,0.119
2021-04,747,1009,97,72036.62,1,0.197
2021-04,747,1013,59,44109.06,1,0.162
2021-04,748,1072,8,1363.92,1,0.052
2021-04,748,1078,1,271.11,1,0.011
2021-04,752,1000,33,18925.59,1,0.134
2021-04,752,1021,33,20137.03,1,0.129
2021-04,752,1072,26,4175.53,1,0.165
2021-04,752,1074,48,4676.07,1,0.131
2021-04,752,1098,46,21480.97,1,0.204
2021-04,753,1193,8,1417.81,1,0.022
2021-04,754,1126,9,535.2,1,0.057
2021-04,755,1014,41,42159.89,1,0.182
2021-04,755,1017,97,79877.71,1,0.222
2021-04,755,1074,37,2783.89,1,0.29
2021-04,757,1022,15,8039.62,1,0.133
2021-04,757,1025,25,19408.14,1,0.059
2021-04,757,1058,16,7523.07,1,0.172
2021-04,757,1074,34,3610.18,1,0.059
2021-04,757,1092,10,8136.51,1,0.137
2021-04,758,1173,31,1420.85,1,0.09
2021-04,759,1042,144,49474.68,1,0.129
2021-04,759,1083,31,20892.5,1,0.142
2021-04,759,1100,60,75774.4,1,0.156
2021-04,759,1105,33,43191.14,1,0.2
2021-04,759,1132,70,5117.89,1,0.148
2021-04,759,1152,46,30487.83,1,0.126
2021-04,760,1015,20,16749.62,1,0.054
2021-04,760,1046,8,4133.53,1,0.113
2021-04,760,1124,15,1412.77,1,0.071
2021-04,761,1087,13,6164.75,1,0.119
2021-04,761,1135,31,2263.06,1,0.102
2021-04,763,1028,49,21952.13,1,0.133
2021-04,763,1052,66,21112.63,1,0.201
2021-04,763,1055,45,17655.67,1,0.153
2021-04,763,1076,65,7363.35,1,0.205
2021-04,763,1141,42,24772.23,1,0.048
2021-04,766,1075,33,5168.43,1,0.103
2021-04,766,1127,29,2588.17,1,0.153
2021-04,766,1166,54,3480.96,1,0.065
2021-04,769,1126,11,622.37,1,0.127
2021-04,769,1140,8,7222.05,1,0.067
2021-04,77,1120,28,2461.45,1,0.057
2021-04,770,1103,8,13515.64,1,0.044
2021-04,770,1174,9,483.91,1,0.035
2021-04,771,1013,13,9840.27,1,0.119
2021-04,771,1041,24,6923.44,1,0.09
2021-04,771,1042,19,7194.72,1,0.076
2021-04,771,1110,29,41512.69,1,0.127
2021-04,772,1128,12,614.78,1,0.067
2021-04,772,1169,18,845.43,1,0.081
2021-04,772,1181,14,2982.4,1,0.109
2021-04,773,1009,115,88799.6,1,0.142
2021-04,773,1074,86,6940.2,1,0.224
2021-04,773,1085,84,53342.03,1,0.238
2021-04,773,1172,68,2786.51,1,0.16
2021-04,773,1177,56,2098.52,1,0.228
2021-04,776,1179,1,46.91,1,0.003
2021-04,778,1026,27,14782.35,1,0.089
2021-04,778,1034,17,9515.3,1,0.074
2021-04,78,1064,10,2068.99,1,0.007
2021-04,78,1103,16,25444.83,1,0.042
2021-04,78,1120,26,2335.78,1,0.017
2021-04,78,1121,19,1444.21,1,0.108
2021-04,78,1166,13,746.65,1,0.085
2021-04,782,1086,94,59634.24,1,0.185
2021-04,782,1096,41,33515.29,1,0.107
2021-04,784,1068,20,3165.93,1,0.088
2021-04,784,1076,11,1594.11,1,0.034
2021-04,784,1101,17,19878.68,1,0.113
2021-04,784,1104,22,21844.81,1,0.066
2021-04,785,1067,6,1121.42,1,0.011
2021-04,785,1114,6,9219.48,1,0.031
2021-04,786,1009,16,14064.38,1,0.035
2021-04,786,1026,18,9438.17,1,0.086
2021-04,786,1081,15,10112.89,1,0.086
2021-04,786,1156,15,7329.23,1,0.116
2021-04,788,1124,35,2822.61,1,0.097
2021-04,789,1009,67,49091.5,1,0.2
2021-04,789,1036,102,44747.06,1,0.172
2021-04,789,1125,86,6035.66,1,0.191
2021-04,793,1111,76,96739.4,1,0.155
2021-04,793,1132,78,5406.95,1,0.073
2021-04,793,1166,65,2860.83,1,0.307
2021-04,793,1179,52,1977.07,1,0.16
2021-04,794,1065,8,1239.51,1,0.01
2021-04,795,1114,4,5730.7,1,0.023
2021-04,797,1103,4,6599.61,1,0.041
2021-04,797,1145,6,3691.57,1,0.076
2021-04,798,1050,16,8033.31,1,0.094
2021-04,8,1015,63,49525.96,1,0.131
2021-04,8,1042,35,10879.7,1,0.192
2021-04,8,1071,41,5486.12,1,0.165
2021-04,8,1087,41,19232.57,1,0.145
2021-04,8,1095,53,23675.65,1,0.206
2021-04,8,1118,54,58004.28,1,0.18
2021-04,8,1170,45,2969.73,1,0.065
2021-04,801,1157,14,10492.66,1,0.113
2021-04,802,1016,28,24558.77,1,0.178
2021-04,802,1074,54,5346.05,1,0.098
2021-04,802,1151,31,15586.16,1,0.14
2021-04,802,1165,62,2993.26,1,0.157
2021-04,802,1199,33,6873.6,1,0.181
2021-04,805,1038,3,1804.16,1,0.022
2021-04,806,1033,30,14636.72,1,0.198
2021-04,806,1036,25,13659.71,1,0.062
2021-04,806,1042,29,10698.63,1,0.07
2021-04,806,1063,10,1663.96,1,0.115
2021-04,806,1109,28,31873.96,1,0.097
2021-04,806,1186,9,2030.39,1,0.05
2021-04,807,1017,8,6553.29,1,0.15
2021-04,809,1113,9,13703.41,1,0.117
2021-04,81,1059,18,7205.26,1,0.073
2021-04,81,1086,14,9593.41,1,0.089
2021-04,810,1108,90,128546.24,1,0.214
2021-04,811,1051,5,2027.41,1,0.048
2021-04,813,1051,48,17227.24,1,0.145
2021-04,813,1100,61,74741.24,1,0.223
2021-04,813,1149,103,65157.68,1,0.206
2021-04,815,1041,6,1933.07,1,0.05
2021-04,815,1043,4,1485.12,1,0.0
2021-04,815,1136,6,396.37,1,0.128
2021-04,815,1139,3,264.47,1,0.024
2021-04,815,1185,4,954.44,1,0.042
2021-04,817,1122,2,163.42,1,0.011
2021-04,82,1088,23,19273.22,1,0.164
2021-04,82,1125,16,1223.36,1,0.115
2021-04,82,1178,15,558.52,1,0.156
2021-04,821,1090,9,6565.18,1,0.031
2021-04,821,1155,23,12710.64,1,0.088
2021-04,823,1094,12,10213.51,1,0.084
2021-04,823,1097,9,5558.98,1,0.113
2021-04,826,1137,111,5303.82,1,0.268
2021-04,827,1079,11,1707.14,1,0.102
2021-04,828,1036,24,11387.43,1,0.171
2021-04,828,1129,104,6329.46,1,0.164
2021-04,828,1143,47,29994.84,1,0.184
2021-04,829,1084,4,2256.75,1,0.045
2021-04,829,1134,10,866.02,1,0.012
2021-04,829,1184,1,171.13,1,0.0
2021-04,831,1039,84,46957.34,1,0.152
2021-04,831,1082,51,44368.29,1,0.053
2021-04,831,1105,32,46835.93,1,0.167
2021-04,831,1108,24,34881.69,1,0.179
2021-04,831,1162,45,3016.91,1,0.038
2021-04,831,1173,43,1908.28,1,0.148
2021-04,833,1047,24,12932.58,1,
2021-04,833,1111,19,24850.88,1,0.078
2021-04,836,1010,55,48526.82,1,0.134
2021-04,836,1019,407,335886.84,1,0.155
2021-04,836,1059,36,12893.71,1,0.158
2021-04,836,1101,28,32856.07,1,0.144
2021-04,836,1110,39,56841.85,1,0.151
2021-04,836,1131,84,6546.2,1,0.11
2021-04,836,1161,59,3219.06,1,0.129
2021-04,838,1085,6,5057.45,1,0.053
2021-04,838,1118,10,14665.47,1,0.015
2021-04,839,1038,16,9634.94,1,0.071
2021-04,84,1013,58,42620.75,1,0.176
2021-04,84,1047,34,16990.12,1,0.16
2021-04,84,1082,49,36639.53,1,0.159
2021-04,840,1063,90,12422.05,1,0.278
2021-04,840,1117,120,108996.44,1,0.216
2021-04,840,1124,59,4367.87,1,0.133
2021-04,840,1149,36,20449.4,1,0.277
2021-04,841,1043,6,1889.51,1,0.079
2021-04,842,1018,81,74339.72,1,0.142
2021-04,842,1177,34,1382.35,1,0.132
2021-04,843,1003,38,34105.96,1,0.239
2021-04,843,1068,30,4150.34,1,0.18
2021-04,843,1069,53,8423.43,1,0.198
2021-04,843,1196,85,13219.88,1,0.248
2021-04,845,1016,102,87452.81,1,0.173
2021-04,845,1019,40,27848.84,1,0.251
2021-04,847,1023,114,56583.58,1,0.199
2021-04,847,1189,65,13806.35,1,0.206
2021-04,849,1007,59,40840.81,1,0.344
2021-04,849,1136,392,26162.16,1,0.179
2021-04,85,1015,7,6028.4,1,0.055
2021-04,85,1109,3,3709.35,1,0.053
2021-04,850,1086,24,16053.98,1,0.07
2021-04,851,1107,8,9011.48,1,0.084
2021-04,853,1038,44,23487.34,1,0.086
2021-04,853,1178,49,1650.77,1,0.213
2021-04,857,1114,13,17781.19,1,0.097
2021-04,858,1051,12,4561.3,1,0.094
2021-04,858,1054,19,8241.42,1,0.09
2021-04,858,1121,27,2097.52,1,0.089
2021-04,86,1123,10,729.41,1,0.018
2021-04,860,1076,20,2553.96,1,0.102
2021-04,860,1096,26,22591.27,1,0.097
2021-04,861,1125,64,4389.81,1,0.158
2021-04,862,1047,33,17172.91,1,0.115
2021-04,862,1154,11,6654.03,1,0.119
2021-04,863,1066,6,918.09,1,0.057
2021-04,864,1019,20,16620.37,1,0.114
2021-04,864,1104,23,22409.69,1,0.091
2021-04,867,1048,28,12880.4,1,0.193
2021-04,867,1072,40,7372.39,1,0.082
2021-04,867,1141,44,23111.5,1,0.139
2021-04,867,1189,324,79098.57,1,0.094
2021-04,868,1168,3,174.23,1,0.052
2021-04,869,1033,55,26185.49,1,0.228
2021-04,869,1054,97,37028.12,1,0.216
2021-04,869,1082,45,31563.26,1,0.222
2021-04,869,1193,60,7875.47,1,0.355
2021-04,87,1162,10,527.73,1,0.134
2021-04,871,1014,14,15677.12,1,0.164
2021-04,871,1138,28,2140.12,1,0.056
2021-04,872,1071,63,9126.15,1,0.116
2021-04,872,1087,40,19141.74,1,0.108
2021-04,872,1121,27,1773.57,1,0.233
2021-04,872,1175,56,3070.23,1,0.121
2021-04,872,1180,78,21081.99,1,0.055
2021-04,873,1042,8,3307.43,1,0.024
2021-04,874,1092,29,25160.08,1,0.148
2021-04,876,1076,14,1797.81,1,0.067
2021-04,880,1015,16,12756.05,1,0.087
2021-04,880,1070,11,1642.9,1,0.052
2021-04,882,1066,26,4073.86,1,0.08
2021-04,882,1115,9,11782.9,1,0.091
2021-04,885,1065,15,1975.41,1,0.129
2021-04,888,1181,4,849.63,1,0.045
2021-04,889,1133,21,2158.61,1,0.076
2021-04,890,1125,67,4971.95,1,0.096
2021-04,891,1046,25,11279.52,1,0.182
2021-04,891,1078,44,10011.58,1,0.129
2021-04,891,1081,48,31379.81,1,0.141
2021-04,891,1088,35,29294.74,1,0.137
2021-04,891,1123,27,1691.6,1,0.187
2021-04,891,1125,44,3147.65,1,0.123
2021-04,892,1074,19,1864.59,1,0.126
2021-04,893,1065,12,1673.89,1,0.13
2021-04,893,1104,10,9186.68,1,0.113
2021-04,893,1197,14,2759.58,1,0.135
2021-04,894,1062,16,3222.62,1,0.071
2021-04,898,1024,24,11684.25,1,0.076
2021-04,898,1112,14,18894.51,1,0.109
2021-04,898,1167,24,1353.94,1,0.078
2021-04,898,1180,12,2812.39,1,0.14
2021-04,899,1040,13,4576.17,1,0.088
2021-04,899,1068,19,3246.43,1,0.112
2021-04,899,1106,24,29382.03,1,0.078
2021-04,9,1118,30,40506.86,1,0.073
2021-04,9,1126,14,891.57,1,0.029
2021-04,90,1052,5,2005.01,1,0.0
2021-04,900,1057,21,8353.09,1,0.086
2021-04,900,1157,35,30498.24,1,0.013
2021-04,900,1196,38,7220.64,1,0.114
2021-04,902,1065,11,1621.62,1,0.077
2021-04,902,1092,8,6848.52,1,0.112
2021-04,903,1057,54,20076.39,1,0.155
2021-04,903,1099,53,38226.61,1,0.154
2021-04,903,1108,101,147786.56,1,0.224
2021-04,904,1096,39,35156.19,1,0.124
2021-04,906,1133,15,1596.96,1,0.108
2021-04,907,1043,16,5052.63,1,0.118
2021-04,907,1044,20,7659.55,1,0.082
2021-04,909,1185,4,980.22,1,0.056
2021-04,910,1001,64,40412.04,1,0.187
2021-04,910,1104,28,22900.38,1,0.2
2021-04,911,1199,9,1938.34,1,0.099
2021-04,914,1010,41,39119.1,1,0.08
2021-04,914,1092,10,9095.67,1,0.102
2021-04,915,1087,142,58438.55,1,0.257
2021-04,918,1056,9,3636.22,1,0.099
2021-04,918,1150,14,8476.97,1,0.141
2021-04,919,1066,71,9953.26,1,0.187
2021-04,919,1071,106,13192.91,1,0.19
2021-04,919,1125,100,7244.71,1,0.114
2021-04,919,1176,134,6986.2,1,0.193
2021-04,92,1055,8,3317.63,1,0.102
2021-04,92,1105,7,10563.29,1,0.111
2021-04,92,1107,11,12686.84,1,0.058
2021-04,92,1168,22,1174.61,1,0.091
2021-04,921,1097,39,23318.19,1,0.107
2021-04,921,1121,33,2417.47,1,0.18
2021-04,921,1132,88,5442.58,1,0.197
2021-04,921,1135,34,2103.47,1,0.244
2021-04,922,1034,69,37011.77,1,
2021-04,922,1102,33,39457.49,1,0.167
2021-04,922,1139,36,2876.13,1,0.155
2021-04,922,1145,30,17180.8,1,0.155
2021-04,922,1173,47,2143.77,1,0.093
2021-04,923,1062,67,14169.0,1,0.116
2021-04,923,1088,28,24854.86,1,0.168
2021-04,923,1133,52,4900.81,1,0.161
2021-04,924,1186,89,21358.08,1,0.085
2021-04,926,1050,66,27648.71,1,0.224
2021-04,926,1109,71,72523.95,1,0.23
2021-04,928,1022,4,2868.96,1,0.044
2021-04,928,1120,6,508.43,1,0.078
2021-04,928,1164,3,127.19,1,0.033
2021-04,929,1023,13,7645.64,1,0.014
2021-04,929,1046,14,7284.16,1,0.048
2021-04,929,1093,10,7318.08,1,0.157
2021-04,929,1124,7,632.42,1,0.114
2021-04,930,1066,27,4228.37,1,0.058
2021-04,930,1121,231,15964.27,1,0.154
2021-04,933,1026,43,19825.85,1,0.191
2021-04,933,1150,24,15536.28,1,0.158
2021-04,934,1099,6,4388.43,1,0.04
2021-04,935,1032,23,11405.9,1,0.16
2021-04,939,1003,35,27340.83,1,0.29
2021-04,939,1058,53,20213.62,1,0.286
2021-04,939,1104,68,56669.01,1,0.219
2021-04,939,1124,132,8956.03,1,0.211
2021-04,939,1177,61,2379.34,1,0.128
2021-04,939,1183,94,12172.03,1,0.236
2021-04,939,1192,71,11766.05,1,0.356
2021-04,94,1027,18,6950.68,1,0.129
2021-04,94,1113,20,31256.07,1,0.069
2021-04,940,1022,36,25616.32,1,0.062
2021-04,940,1041,60,18540.94,1,0.055
2021-04,940,1159,64,35797.64,1,0.082
2021-04,941,1185,12,3132.68,1,0.049
2021-04,942,1011,38,35218.86,1,0.083
2021-04,944,1057,30,10392.18,1,0.187
2021-04,944,1080,34,19471.32,1,0.12
2021-04,944,1132,30,2046.47,1,0.183
2021-04,945,1085,82,54599.6,1,0.186
2021-04,945,1185,57,10878.69,1,0.269
2021-04,946,1174,13,738.9,1,0.036
2021-04,946,1193,15,2520.97,1,0.133
2021-04,947,1173,6,302.1,1,0.0
2021-04,948,1008,8,5580.48,1,0.145
2021-04,949,1174,85,3727.85,1,0.216
2021-04,949,1180,87,20613.61,1,0.166
2021-04,949,1189,54,10662.66,1,0.236
2021-04,95,1010,35,34038.18,1,0.157
2021-04,95,1042,23,9357.69,1,0.031
2021-04,95,1047,27,13736.3,1,0.121
2021-04,95,1104,20,17271.1,1,0.2
2021-04,95,1131,50,3895.72,1,0.149
2021-04,950,1003,39,37657.37,1,0.166
2021-04,950,1010,49,48378.33,1,0.09
2021-04,950,1023,38,20839.83,1,0.127
2021-04,950,1140,71,62119.09,1,0.097
2021-04,950,1180,16,3594.0,1,0.15
2021-04,951,1061,48,5787.58,1,0.103
2021-04,951,1081,46,29428.69,1,0.126
2021-04,951,1108,47,69232.96,1,0.157
2021-04,951,1128,87,4200.78,1,0.076
2021-04,951,1136,44,2967.01,1,0.134
2021-04,955,1194,2,620.08,1,0.07
2021-04,955,1195,2,422.73,1,0.026
2021-04,957,1067,23,4438.45,1,0.033
2021-04,957,1186,22,4825.69,1,0.11
2021-04,958,1052,9,3329.95,1,0.091
2021-04,958,1172,19,810.12,1,0.148
2021-04,959,1134,7,511.61,1,0.056
2021-04,96,1120,52,4574.66,1,0.082
2021-04,96,1180,64,15083.32,1,0.129
2021-04,96,1184,70,10957.31,1,0.14
2021-04,961,1067,15,2833.61,1,0.04
2021-04,961,1165,12,580.25,1,0.124
2021-04,962,1092,8,7347.78,1,0.061
2021-04,964,1142,4,2422.29,1,0.046
2021-04,964,1160,11,882.44,1,0.0
2021-04,965,1004,5,3739.14,1,0.062
2021-04,966,1196,5,1014.99,1,0.043
2021-04,968,1089,6,4579.36,1,0.132
2021-04,968,1137,28,1792.91,2,0.048
2021-04,968,1181,9,1856.61,1,0.118
2021-04,969,1046,18,9297.26,1,0.025
2021-04,969,1112,12,17568.88,1,0.08
2021-04,969,1121,28,2094.87,1,0.112
2021-04,97,1009,9,7456.94,1,0.055
2021-04,97,1042,7,2649.07,1,0.013
2021-04,97,1087,5,2569.17,1,0.069
2021-04,970,1064,20,3980.81,1,0.106
2021-04,971,1190,55,11577.59,1,0.111
2021-04,972,1145,8,5346.09,1,0.035
2021-04,973,1043,44,14377.36,1,0.132
2021-04,974,1061,49,5104.57,1,0.169
2021-04,974,1093,79,54516.83,1,0.172
2021-04,974,1172,86,3471.57,1,0.224
2021-04,974,1179,94,4028.75,1,0.112
2021-04,975,1006,51,35149.16,1,0.168
2021-04,975,1138,51,3311.87,1,0.19
2021-04,975,1172,84,3374.94,1,0.24
2021-04,976,1112,55,79506.39,1,0.149
2021-04,976,1114,69,84725.46,1,0.183
2021-04,976,1136,61,3639.18,1,0.218
2021-04,977,1078,65,16397.51,1,0.105
2021-04,979,1166,77,4208.32,1,0.179
2021-04,98,1114,12,16229.56,1,0.096
2021-04,98,1179,7,301.02,1,0.07
2021-04,981,1103,17,25994.42,1,0.147
2021-04,981,1176,12,666.52,1,0.076
2021-04,982,1011,118,90717.3,1,0.226
2021-04,982,1086,51,31287.12,1,0.264
2021-04,982,1125,102,7609.43,1,0.151
2021-04,982,1172,26,955.43,1,0.24
2021-04,983,1134,26,1956.74,1,0.114
2021-04,986,1016,14,14130.92,1,0.063
2021-04,988,1007,66,58323.62,1,0.184
2021-04,988,1177,25,1023.71,1,0.108
2021-04,989,1117,20,22800.7,1,0.032
2021-04,989,1180,11,2903.32,1,0.005
2021-04,990,1043,6,2158.09,1,0.027
2021-04,991,1013,37,32357.73,1,0.12
2021-04,991,1058,37,17836.83,1,0.085
2021-04,991,1109,20,22195.43,1,0.147
2021-05,1000,1169,32,1422.74,1,0.091
2021-05,1003,1171,27,1294.12,1,0.096
2021-05,1004,1004,13,9760.88,1,0.057
2021-05,1004,1070,20,2917.61,1,0.054
2021-05,1004,1091,15,12245.69,1,0.04
2021-05,1004,1184,34,5513.03,1,0.11
2021-05,1006,1063,107,16795.17,1,0.233
2021-05,1007,1170,9,620.51,1,0.1
2021-05,101,1002,5,4192.79,1,0.062
2021-05,1011,1101,15,18352.71,1,0.056
2021-05,1011,1105,17,24626.33,1,0.109
